Condition,ReadCode,CleansedReadCode,Term
Visual disturbances and blindness,SJ0z.11,,Blindness - traumatic - NOS
Visual disturbances and blindness,Z96..00,,Provision for visual and hearing impairment
Visual disturbances and blindness,Z961.00,,Provision of guide help for visual and hearing impairment
Visual disturbances and blindness,Z962.00,,Provision of communicator for visual and hearing impairment
Visual disturbances and blindness,ZK74.00,,Issue of local authority blind registration
Visual disturbances and blindness,ZN56800,,Blind telephone user
Visual disturbances and blindness,ZN56A00,,Deaf-blind telephone user
Visual disturbances and blindness,ZRhO.00,,Reynell Zinkin language scale for the visually impaired
Visual disturbances and blindness,ZRr6.00,,Vineland maturity scales adapted for the blind
Visual disturbances and blindness,ZV41000,,[V]Problems with sight
