Condition,ReadCode,CleansedReadCode,Term
Mood disorders ,1S42.00,1S42.00,Manic mood
Mood disorders ,212V.00,212V.00,Bipolar affective disorder resolved
Mood disorders ,E11..11,E11..11,Bipolar psychoses
Mood disorders ,E11..13,E11..13,Manic psychoses
Mood disorders ,E110.00,E110.00,"Manic disorder, single episode"
Mood disorders ,E110.11,E110.11,Hypomanic psychoses
Mood disorders ,E110000,E110000,"Single manic episode, unspecified"
Mood disorders ,E110100,E110100,"Single manic episode, mild"
Mood disorders ,E110200,E110200,"Single manic episode, moderate"
Mood disorders ,E110300,E110300,"Single manic episode, severe without mention of psychosis"
Mood disorders ,E110400,E110400,"Single manic episode, severe, with psychosis"
Mood disorders ,E110500,E110500,Single manic episode in partial or unspecified remission
Mood disorders ,E110600,E110600,Single manic episode in full remission
Mood disorders ,E110z00,E110z00,"Manic disorder, single episode NOS"
Mood disorders ,E111.00,E111.00,Recurrent manic episodes
Mood disorders ,E111000,E111000,"Recurrent manic episodes, unspecified"
Mood disorders ,E111100,E111100,"Recurrent manic episodes, mild"
Mood disorders ,E111200,E111200,"Recurrent manic episodes, moderate"
Mood disorders ,E111300,E111300,"Recurrent manic episodes, severe without mention psychosis"
Mood disorders ,E111400,E111400,"Recurrent manic episodes, severe, with psychosis"
Mood disorders ,E111500,E111500,"Recurrent manic episodes, partial or unspecified remission"
Mood disorders ,E111600,E111600,"Recurrent manic episodes, in full remission"
Mood disorders ,E111z00,E111z00,Recurrent manic episode NOS
Mood disorders ,E114.00,E114.00,"Bipolar affective disorder, currently manic"
Mood disorders ,E114.11,E114.11,Manic-depressive - now manic
Mood disorders ,E114000,E114000,"Bipolar affective disorder, currently manic, unspecified"
Mood disorders ,E114100,E114100,"Bipolar affective disorder, currently manic, mild"
Mood disorders ,E114200,E114200,"Bipolar affective disorder, currently manic, moderate"
Mood disorders ,E114300,E114300,"Bipolar affect disord, currently manic, severe, no psychosis"
Mood disorders ,E114400,E114400,"Bipolar affect disord, currently manic,severe with psychosis"
Mood disorders ,E114500,E114500,"Bipolar affect disord,currently manic, part/unspec remission"
Mood disorders ,E114600,E114600,"Bipolar affective disorder, currently manic, full remission"
Mood disorders ,E114z00,E114z00,"Bipolar affective disorder, currently manic, NOS"
Mood disorders ,E115.00,E115.00,"Bipolar affective disorder, currently depressed"
Mood disorders ,E115.11,E115.11,Manic-depressive - now depressed
Mood disorders ,E115000,E115000,"Bipolar affective disorder, currently depressed, unspecified"
