Condition,ReadCode,CleansedReadCode,Term
Meniere disease,,,lermoyez's syndrome
Meniere disease,,,unspecified meniere's disease
Meniere disease,F560.00,,Meniere's disease
Meniere disease,F560.11,,Endolymphatic hydrops
Meniere disease,F560.12,,Lermoyez's syndrome
Meniere disease,F560000,,Unspecified Meniere's disease
Meniere disease,F560100,,Active cochleovestibular Meniere's disease
Meniere disease,F560200,,Active cochlear Meniere's disease
Meniere disease,F560300,,Active vestibular Meniere's disease
Meniere disease,F560400,,Inactive Meniere's disease
Meniere disease,F560z00,,Meniere's disease NOS
