Condition,ReadCode,CleansedReadCode,Term
Arthrosis,^ESCTOA514062,,OA - Osteoarthritis of ankle
Arthrosis,N05z7-99,N05z799,Osteoarthritis - ankle/foot
Arthrosis,N05z2-99,N05z299,Osteoarthritis - elbow joint
Arthrosis,N05z4-99,N05z499,Osteoarthritis - hand joint
Arthrosis,N05z5-99,N05z599,Osteoarthritis - hip joint
Arthrosis,N05z6-99,N05z699,Osteoarthritis - knee joint
Arthrosis,N05z8-99,N05z899,Osteoarthritis - other joint
Arthrosis,N05z3-99,N05z399,Osteoarthritis - wrist joint
Arthrosis,N0502-99,N050299,Osteoarthritis -multiple joint
Arthrosis,N05z1-99,N05z199,Osteoarthritis -shoulder joint
Arthrosis,^ESCTOS514043,,Osteoarthritis of finger joint
Arthrosis,ESCTOS1,,Osteoarthritis of knee
Arthrosis,N0516,N051600,"Localised, primary osteoarthritis of the lower leg"
Arthrosis,^ESCT1273253,,"Osteoarthritis NOS, of elbow"
Arthrosis,^ESCT1272485,,"Osteoarthritis NOS, of shoulder region"
Arthrosis,^ESCT1272557,,"Osteoarthritis NOS, of the lower leg"
Arthrosis,^ESCT1272486,,"Osteoarthritis NOS, other specified site"
Arthrosis,EMISNQOS6,,Osteoarthritis of spinal facet joint
Arthrosis,^ESCTPR514028,,Primary generalized osteoarthrosis
Arthrosis,2G26,2G26.00,O/E - hands - Heberden's nodes
Arthrosis,7P204,7P20400,Delivery of rehabilitation for osteoarthritis
Arthrosis,N05,N05..00,Osteoarthritis and allied disorders
Arthrosis,N05-1,N05..11,Osteoarthritis
Arthrosis,N050,N050.00,Generalised osteoarthritis - OA
Arthrosis,N0500,N050000,Generalised osteoarthritis of unspecified site
Arthrosis,N0501,N050100,Generalised osteoarthritis of the hand
Arthrosis,N0501-1,N050111,Heberdens' nodes
Arthrosis,N0501-2,N050112,Bouchards' nodes
Arthrosis,N0502,N050200,Generalised osteoarthritis of multiple sites
Arthrosis,N0503,N050300,Bouchard's nodes with arthropathy
Arthrosis,N0504,N050400,Primary generalized osteoarthrosis
Arthrosis,N0505,N050500,Secondary multiple arthrosis
Arthrosis,N0506,N050600,Erosive osteoarthrosis
Arthrosis,N0507,N050700,Heberden's nodes with arthropathy
Arthrosis,N050z,N050z00,Generalised osteoarthritis NOS
Arthrosis,N051,N051.00,"Localised, primary osteoarthritis"
Arthrosis,N0510,N051000,"Localised, primary osteoarthritis of unspecified site"
Arthrosis,N0511,N051100,"Localised, primary osteoarthritis of the shoulder region"
Arthrosis,N0512,N051200,"Localised, primary osteoarthritis of the upper arm"
Arthrosis,N0513,N051300,"Localised, primary osteoarthritis of the forearm"
Arthrosis,N0514,N051400,"Localised, primary osteoarthritis of the hand"
Arthrosis,N0515,N051500,"Localised, primary osteoarthritis of the pelvic region/thigh"
Arthrosis,N0517,N051700,"Localised, primary osteoarthritis of the ankle and foot"
Arthrosis,N0518,N051800,"Localised, primary osteoarthritis of other specified site"
Arthrosis,N0519,N051900,"Primary coxarthrosis, bilateral"
Arthrosis,N051A,N051A00,"Coxarthrosis resulting from dysplasia, bilateral"
Arthrosis,N051B,N051B00,"Primary gonarthrosis, bilateral"
Arthrosis,N051C,N051C00,"Primary arthrosis of first carpometacarpal joints, bilateral"
Arthrosis,N051D,N051D00,"Localised, primary osteoarthritis of the wrist"
Arthrosis,N051F,N051F00,"Localised, primary osteoarthritis of elbow"
Arthrosis,N051G,N051G00,Osteoarthritis of spinal facet joint
Arthrosis,N051z,N051z00,"Localised, primary osteoarthritis NOS"
Arthrosis,N052,N052.00,"Localised, secondary osteoarthritis"
Arthrosis,N0520,N052000,"Localised, secondary osteoarthritis of unspecified site"
Arthrosis,N0521,N052100,"Localised, secondary osteoarthritis of the shoulder region"
Arthrosis,N0522,N052200,"Localised, secondary osteoarthritis of the upper arm"
Arthrosis,N0523,N052300,"Localised, secondary osteoarthritis of the forearm"
Arthrosis,N0524,N052400,"Localised, secondary osteoarthritis of the hand"
Arthrosis,N0525,N052500,"Localised, secondary osteoarthritis of pelvic region/thigh"
Arthrosis,N0525-1,N052511,Coxae malum senilis
