Condition,ReadCode,CleansedReadCode,Term
Adrenal insufficiency and Addison's disease,^ESCTEX301392,,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,71222,7122200,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122y,7122y00,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122z,7122z00,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122-1,7122.11,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122,7122.00,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122-98,7122.98,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122-99,7122.99,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,71224,7122400,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,71220,7122000,Bilateral adrenalectomy and transposition of adrenal tissue
Adrenal insufficiency and Addison's disease,71221,7122100,Bilateral adrenalectomy
Adrenal insufficiency and Addison's disease,^ESCTAD474131,,Tuberculosis of adrenal glands - Addison's disease
Adrenal insufficiency and Addison's disease,A176,A176.00,Tuberculosis of adrenal glands - Addison's disease
Adrenal insufficiency and Addison's disease,^ESCTTU474132,,Tuberculosis of adrenal glands - Addison's disease
Adrenal insufficiency and Addison's disease,^ESCTTU474129,,Tuberculosis of adrenal glands - Addison's disease
Adrenal insufficiency and Addison's disease,C154z,C154z00,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,C154z-2,C154z12,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCTHY645770,,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCTAD645769,,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCTAD645768,,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,C154,C154.00,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,C1540-1,C154011,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCT1248198,,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,C1540-2,C154012,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,C1546,C154600,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,C1540,C154000,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCTSE289712,,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCTAD289716,,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCT1248201,,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,^ESCT1248231,,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,C1540-1,C154011,Addisonian crisis
Adrenal insufficiency and Addison's disease,^ESCT1248198,,Addisonian crisis
Adrenal insufficiency and Addison's disease,C1540-2,C154012,Addisonian crisis
Adrenal insufficiency and Addison's disease,C1546,C154600,Addisonian crisis
Adrenal insufficiency and Addison's disease,C1540,C154000,Addisonian crisis
Adrenal insufficiency and Addison's disease,^ESCTSE289712,,Addisonian crisis
Adrenal insufficiency and Addison's disease,^ESCTAD289716,,Addisonian crisis
Adrenal insufficiency and Addison's disease,^ESCT1248201,,Addisonian crisis
Adrenal insufficiency and Addison's disease,^ESCT1248231,,Addisonian crisis
Adrenal insufficiency and Addison's disease,C1540-1,C154011,Adrenal crisis
Adrenal insufficiency and Addison's disease,^ESCT1248198,,Adrenal crisis
