Condition,ReadCode,CleansedReadCode,Term
Malignant neoplasms,ByuA000,,[X]Malignant neoplasm/other and unspecified cranial nerves
Malignant neoplasms,ByuA100,,"[X]Malignant neoplasm/central nervous system, unspecified"
Malignant neoplasms,ByuA200,,"[X]Malignant neoplasm of meninges, unspecified"
Malignant neoplasms,ByuA300,,"[X]Malig neopl, overlap lesion brain & other part of CNS"
Malignant neoplasms,B17..00,,Malignant neoplasm of pancreas
Malignant neoplasms,B170.00,,Malignant neoplasm of head of pancreas
Malignant neoplasms,B171.00,,Malignant neoplasm of body of pancreas
Malignant neoplasms,B172.00,,Malignant neoplasm of tail of pancreas
Malignant neoplasms,B173.00,,Malignant neoplasm of pancreatic duct
Malignant neoplasms,B174.00,,Malignant neoplasm of Islets of Langerhans
Malignant neoplasms,B175.00,,"Malignant neoplasm, overlapping lesion of pancreas"
Malignant neoplasms,B17y.00,,Malignant neoplasm of other specified sites of pancreas
Malignant neoplasms,B17y000,,Malignant neoplasm of ectopic pancreatic tissue
Malignant neoplasms,B17yz00,,Malignant neoplasm of specified site of pancreas NOS
Malignant neoplasms,B17z.00,,Malignant neoplasm of pancreas NOS
Malignant neoplasms,BB5B100,,[M]Islet cell carcinoma
Malignant neoplasms,BB5B300,,"[M]Insulinoma, malignant"
Malignant neoplasms,BB5B500,,"[M]Glucagonoma, malignant"
Malignant neoplasms,BB5B600,,[M]Mixed islet cell and exocrine adenocarcinoma
Malignant neoplasms,BB5C100,,"[M]Gastrinoma, malignant"
Malignant neoplasms,,,hepatocellular carcinoma
Malignant neoplasms,B150.00,,Primary malignant neoplasm of liver
Malignant neoplasms,B150000,,Primary carcinoma of liver
Malignant neoplasms,B150100,,Hepatoblastoma of liver
Malignant neoplasms,B150200,,Primary angiosarcoma of liver
Malignant neoplasms,B150300,,Hepatocellular carcinoma
Malignant neoplasms,B150z00,,Primary malignant neoplasm of liver NOS
Malignant neoplasms,B152.00,,Malignant neoplasm of liver unspecified
Malignant neoplasms,BB5D500,,[M]Hepatocellular carcinoma NOS
Malignant neoplasms,BB5D511,,[M]Hepatoma NOS
Malignant neoplasms,BB5D512,,"[M]Hepatoma, malignant"
Malignant neoplasms,BB5D513,,[M]Liver cell carcinoma
Malignant neoplasms,BB5D700,,[M]Combined hepatocellular carcinoma and cholangiocarcinoma
Malignant neoplasms,BB5D711,,[M]Hepatocholangiocarcinoma
Malignant neoplasms,BB5D800,,"[M]Hepatocellular carcinoma, fibrolamellar"
Malignant neoplasms,Byu1100,,[X]Other specified carcinomas of liver
Malignant neoplasms,,,Ca breast - NOS
Malignant neoplasms,,,Ca breast - axillary tail
Malignant neoplasms,,,Ca breast - male
Malignant neoplasms,,,Ca breast - nipple/central
Malignant neoplasms,,,"Ca breast-lower,inner quadrant"
Malignant neoplasms,,,"Ca breast-lower,outer quadrant"
Malignant neoplasms,,,"Ca breast-upper,inner quadrant"
Malignant neoplasms,,,"Ca breast-upper,outer quadrant"
Malignant neoplasms,,,Carcinoma breast
Malignant neoplasms,,,Carcinoma in situ breast
Malignant neoplasms,,,Paget's disease and intraductal carcinoma of breast
Malignant neoplasms,,,[RFC] Breast cancer
Malignant neoplasms,,,[x]malignant neoplasm of breast
Malignant neoplasms,,,local recurrence of malignant tumour of breast
Malignant neoplasms,,,malignant neoplasm of female breast nos
Malignant neoplasms,B34..00,,Malignant neoplasm of female breast
Malignant neoplasms,B34..11,,Ca female breast
Malignant neoplasms,B340.00,,Malignant neoplasm of nipple and areola of female breast
Malignant neoplasms,B340000,,Malignant neoplasm of nipple of female breast
Malignant neoplasms,B340100,,Malignant neoplasm of areola of female breast
Malignant neoplasms,B340z00,,Malignant neoplasm of nipple or areola of female breast NOS
Malignant neoplasms,B341.00,,Malignant neoplasm of central part of female breast
Malignant neoplasms,B342.00,,Malignant neoplasm of upper-inner quadrant of female breast
Malignant neoplasms,B343.00,,Malignant neoplasm of lower-inner quadrant of female breast
Malignant neoplasms,B344.00,,Malignant neoplasm of upper-outer quadrant of female breast
Malignant neoplasms,B345.00,,Malignant neoplasm of lower-outer quadrant of female breast
Malignant neoplasms,B346.00,,Malignant neoplasm of axillary tail of female breast
Malignant neoplasms,B347.00,,"Malignant neoplasm, overlapping lesion of breast"
Malignant neoplasms,B34y.00,,Malignant neoplasm of other site of female breast
Malignant neoplasms,B34y000,,Malignant neoplasm of ectopic site of female breast
Malignant neoplasms,B34yz00,,Malignant neoplasm of other site of female breast NOS
Malignant neoplasms,B34z.00,,Malignant neoplasm of female breast NOS
Malignant neoplasms,B35..00,,Malignant neoplasm of male breast
Malignant neoplasms,B350.00,,Malignant neoplasm of nipple and areola of male breast
Malignant neoplasms,B350000,,Malignant neoplasm of nipple of male breast
Malignant neoplasms,B350100,,Malignant neoplasm of areola of male breast
Malignant neoplasms,B35z.00,,Malignant neoplasm of other site of male breast
Malignant neoplasms,B35z000,,Malignant neoplasm of ectopic site of male breast
Malignant neoplasms,B35zz00,,Malignant neoplasm of male breast NOS
Malignant neoplasms,B36..00,,Local recurrence of malignant tumour of breast
Malignant neoplasms,B830.00,,Carcinoma in situ of breast
Malignant neoplasms,B830000,,Lobular carcinoma in situ of breast
Malignant neoplasms,B830100,,Intraductal carcinoma in situ of breast
Malignant neoplasms,BB91.00,,[M]Infiltrating duct carcinoma
Malignant neoplasms,BB91.11,,[M]Duct carcinoma NOS
Malignant neoplasms,BB91000,,[M]Intraductal papillary adenocarcinoma with invasion
Malignant neoplasms,BB91100,,[M]Infiltrating duct and lobular carcinoma
Malignant neoplasms,BB92.00,,"[M]Comedocarcinoma, noninfiltrating"
Malignant neoplasms,BB93.00,,[M]Comedocarcinoma NOS
Malignant neoplasms,BB94.00,,[M]Juvenile breast carcinoma
Malignant neoplasms,BB94.11,,[M]Secretory breast carcinoma
Malignant neoplasms,BB96.00,,[M]Noninfiltrating intraductal papillary adenocarcinoma
Malignant neoplasms,BB9J.00,,"[M]Paget's disease, mammary"
Malignant neoplasms,BB9J.11,,"[M]Paget's disease, breast"
Malignant neoplasms,BB9K.00,,[M]Paget's disease and infiltrating breast duct carcinoma
Malignant neoplasms,BB9K000,,[M]Paget's disease and intraductal carcinoma of breast
Malignant neoplasms,BB9M.00,,[M]Intracystic carcinoma NOS
