Condition,ReadCode,CleansedReadCode,Term
polyneuropathies,F361012,,Charcot-Marie-Tooth syndrome
polyneuropathies,F361z00,,Peroneal muscular atrophy NOS
polyneuropathies,F363.00,,Refsum's disease
polyneuropathies,F364.00,,Idiopathic progressive polyneuropathy
polyneuropathies,F366.00,,Polyneuropathy
polyneuropathies,F367.00,,Peripheral neuropathy
polyneuropathies,F36y.00,,Other idiopathic peripheral neuropathy
polyneuropathies,F36yz00,,Other idiopathic peripheral neuropathy NOS
polyneuropathies,F37..00,,Inflammatory and toxic neuropathy
polyneuropathies,F37..11,,Toxic neuropathy
polyneuropathies,F370000,,Guillain-Barre syndrome
polyneuropathies,F370100,,Postinfectious polyneuritis
polyneuropathies,F370200,,Miller-Fisher syndrome
polyneuropathies,F371.00,,Polyneuropathy in collagen vascular disease
polyneuropathies,F371000,,Polyneuropathy in disseminated lupus erythematosus
polyneuropathies,F371100,,Polyneuropathy in polyarteritis nodosa
polyneuropathies,F371200,,Polyneuropathy in rheumatoid arthritis
polyneuropathies,F371z00,,Polyneuropathy in collagen vascular disease NOS
polyneuropathies,F372.00,,Polyneuropathy in diabetes
polyneuropathies,F372.11,,Diabetic polyneuropathy
polyneuropathies,F372.12,,Diabetic neuropathy
polyneuropathies,F372100,,Chronic painful diabetic neuropathy
polyneuropathies,F372200,,Asymptomatic diabetic neuropathy
polyneuropathies,F373.00,,Polyneuropathy in malignant disease
polyneuropathies,F374.00,,Polyneuropathy in disease EC
polyneuropathies,F374000,,Polyneuropathy in amyloidosis
polyneuropathies,F374100,,Polyneuropathy in beriberi
polyneuropathies,F374200,,Polyneuropathy in vitamin B deficiency
polyneuropathies,F374300,,Polyneuropathy in diphtheria
polyneuropathies,F374400,,Polyneuropathy in herpes zoster
polyneuropathies,F374500,,Polyneuropathy in hypoglycaemia
polyneuropathies,F374600,,Polyneuropathy in mumps
polyneuropathies,F374800,,Polyneuropathy in porphyria
polyneuropathies,F374900,,Polyneuropathy in sarcoidosis
polyneuropathies,F374A00,,Polyneuropathy in uraemia
polyneuropathies,F374z00,,Polyneuropathy in disease NOS
polyneuropathies,F375.00,,Alcoholic polyneuropathy
polyneuropathies,F376.00,,Polyneuropathy due to drugs
polyneuropathies,F377.00,,Other toxic agent polyneuropathy
polyneuropathies,F378.00,,Intercostal neuropathy
polyneuropathies,F37X.00,,"Inflammatory polyneuropathy, unspecified"
polyneuropathies,F37y.00,,Other toxic or inflammatory neuropathy
polyneuropathies,F37y000,,Serum neuropathy
polyneuropathies,F37y100,,Axonal sensorimotor neuropathy
polyneuropathies,F37z.00,,Toxic or inflammatory neuropathy NOS
polyneuropathies,F37z.11,,Polyneuropathy unspecified
polyneuropathies,F3y..00,,Other specified disorders of peripheral nervous system
polyneuropathies,F3y0.00,,Diabetic mononeuropathy
polyneuropathies,F3z..00,,Peripheral nervous system disorder NOS
polyneuropathies,Fyu1300,,[X]Paraneoplastic neuromyopathy and neuropathy
polyneuropathies,Fyu6900,,[X]Other lesions of median nerve
polyneuropathies,Fyu6A00,,[X]Other mononeuropathies of upper limb
polyneuropathies,Fyu6B00,,[X]Other mononeuropathies of lower limb
polyneuropathies,Fyu6C00,,[X]Other specified mononeuropathies
polyneuropathies,Fyu6D00,,[X]Other mononeuropathies in diseases classified elsewhere
polyneuropathies,Fyu7.00,,[X]Polyneuropathies & other disord of peripheral nerv syst
polyneuropathies,Fyu7100,,[X]Other inflammatory polyneuropathies
polyneuropathies,Fyu7200,,[X]Other specified polyneuropathies
polyneuropathies,Fyu7500,,[X]Polyneuropathy/other endocrine+metabolic diseases CE
polyneuropathies,Fyu7800,,[X]Polyneuropathy/other musculoskeletal disorders CE
polyneuropathies,Fyu7B00,,"[X]Inflammatory polyneuropathy, unspecified"
polyneuropathies,Fyu7C00,,"[X] Polyneuropathy, unspecified"
polyneuropathies,M271100,,Neuropathic diabetic ulcer - foot
polyneuropathies,M271700,,Neuropathic foot ulcer
polyneuropathies,N035.00,,Neuropathic arthropathy
polyneuropathies,N035.12,,Neuropathic arthritis
polyneuropathies,N11y200,,Neuropathic spondylopathy
polyneuropathies,N134.14,,Ulnar neuritis
polyneuropathies,SD72200,,Neuropathic foot blister
