Condition,ReadCode,CleansedReadCode,Term
"Disease of arteries, arterioles and capilleries",14AE,14AE.00,H/O: aortic aneurysm
"Disease of arteries, arterioles and capilleries",^ESCTHI454065,,H/O: aortic aneurysm
"Disease of arteries, arterioles and capilleries",66f3,66f3.00,Aortic aneurysm monitoring
"Disease of arteries, arterioles and capilleries",^ESCTAA466641,,Replacement of aneurysmal bifurcation of aorta
"Disease of arteries, arterioles and capilleries",^ESCTRE466640,,Replacement of aneurysmal bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A11,7A11.00,Replacement of aneurysmal bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A11z,7A11z00,Replacement of aneurysmal bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A11y,7A11y00,Replacement of aneurysmal bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A110,7A11000,Emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery
"Disease of arteries, arterioles and capilleries",7A111,7A11100,Replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery
"Disease of arteries, arterioles and capilleries",7A112,7A11200,Emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery
"Disease of arteries, arterioles and capilleries",^ESCTYG504985,,Y graft of abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",^ESCT1245004,,Y graft of abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",7A112-1,7A11211,Y graft of abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",7A113,7A11300,Replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery
"Disease of arteries, arterioles and capilleries",7A113-1,7A11311,Y graft abdominal Aortic aneurysm
"Disease of arteries, arterioles and capilleries",^ESCTAA466641,,Replacement of aneurysmal bifurcation of aorta OS
"Disease of arteries, arterioles and capilleries",^ESCTRE466640,,Replacement of aneurysmal bifurcation of aorta OS
"Disease of arteries, arterioles and capilleries",7A11,7A11.00,Replacement of aneurysmal bifurcation of aorta OS
"Disease of arteries, arterioles and capilleries",7A11z,7A11z00,Replacement of aneurysmal bifurcation of aorta OS
"Disease of arteries, arterioles and capilleries",7A11y,7A11y00,Replacement of aneurysmal bifurcation of aorta OS
"Disease of arteries, arterioles and capilleries",^ESCTAA466641,,Replacement of aneurysmal bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",^ESCTRE466640,,Replacement of aneurysmal bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",7A11,7A11.00,Replacement of aneurysmal bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",7A11z,7A11z00,Replacement of aneurysmal bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",7A11y,7A11y00,Replacement of aneurysmal bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",7A13y,7A13y00,Emergency replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A13,7A13.00,Emergency replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A13z,7A13z00,Emergency replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A13-1,7A13.11,Emergency replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A13y,7A13y00,Emergency repair of aortic aneurysm
"Disease of arteries, arterioles and capilleries",7A13,7A13.00,Emergency repair of aortic aneurysm
"Disease of arteries, arterioles and capilleries",7A13z,7A13z00,Emergency repair of aortic aneurysm
"Disease of arteries, arterioles and capilleries",7A13-1,7A13.11,Emergency repair of aortic aneurysm
"Disease of arteries, arterioles and capilleries",7A130,7A13000,Emergency replacement of aneurysmal segment of ascending aorta by anastomosis of aorta to aorta
"Disease of arteries, arterioles and capilleries",7A131,7A13100,Emergency replacement of aneurysmal segment of thoracic aorta by anastomosis of aorta to aorta
"Disease of arteries, arterioles and capilleries",7A133,7A13300,Emergency replacement of aneurysmal segment of infrarenal abdominal aorta by anastomosis of aorta to aorta
"Disease of arteries, arterioles and capilleries",7A134,7A13400,Emerg replace aneurysm abdom aorta by anast aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",^ESCTDI435459,,Emerg replace aneurysm abdom aorta by anast aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",^ESCTAR435458,,Emerg replace aneurysm abdom aorta by anast aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",^ESCT1245084,,Tube graft abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",^ESCTTU504991,,Tube graft abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",7A134-1,7A13411,Tube graft abdominal aortic aneurysm - emergency
"Disease of arteries, arterioles and capilleries",7A13y,7A13y00,Emergency replacement of aneurysmal segment of aorta OS
"Disease of arteries, arterioles and capilleries",7A13,7A13.00,Emergency replacement of aneurysmal segment of aorta OS
"Disease of arteries, arterioles and capilleries",7A13z,7A13z00,Emergency replacement of aneurysmal segment of aorta OS
"Disease of arteries, arterioles and capilleries",7A13-1,7A13.11,Emergency replacement of aneurysmal segment of aorta OS
"Disease of arteries, arterioles and capilleries",7A13y,7A13y00,Emergency replacement of aneurysmal segment of aorta NOS
"Disease of arteries, arterioles and capilleries",7A13,7A13.00,Emergency replacement of aneurysmal segment of aorta NOS
"Disease of arteries, arterioles and capilleries",7A13z,7A13z00,Emergency replacement of aneurysmal segment of aorta NOS
"Disease of arteries, arterioles and capilleries",7A13-1,7A13.11,Emergency replacement of aneurysmal segment of aorta NOS
"Disease of arteries, arterioles and capilleries",7A14,7A14.00,Other replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A14-1,7A14.11,Other replacement of aneurysmal segment of aorta
"Disease of arteries, arterioles and capilleries",7A14,7A14.00,Aortic aneurysm repair
"Disease of arteries, arterioles and capilleries",7A14-1,7A14.11,Aortic aneurysm repair
"Disease of arteries, arterioles and capilleries",7A47-4,7A47.14,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A47-3,7A47.13,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A47-2,7A47.12,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A47-5,7A47.15,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A47-1,7A47.11,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A142,7A14200,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A140,7A14000,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A409,7A40900,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
"Disease of arteries, arterioles and capilleries",7A40D,7A40D00,Replace aneurysm ascend aorta by anast of aorta/aorta NEC
