Condition,ReadCode,CleansedReadCode,Term
"Neurotic, stress-related and somatoform disorders",1B1H.11,1B1H.11,Fear
"Neurotic, stress-related and somatoform disorders",1B1V.00,1B1V.00,C/O - panic attack
"Neurotic, stress-related and somatoform disorders",1Bb..00,1Bb..00,Specific fear
"Neurotic, stress-related and somatoform disorders",225J.00,225J.00,O/E - panic attack
"Neurotic, stress-related and somatoform disorders",225K.00,225K.00,O/E - fearful mood
"Neurotic, stress-related and somatoform disorders",285..00,285..00,"Neurotic condition, insight present"
"Neurotic, stress-related and somatoform disorders",286..00,286..00,Poor insight into neurotic condition
"Neurotic, stress-related and somatoform disorders",E20..00,E20..00,Neurotic disorders
"Neurotic, stress-related and somatoform disorders",E200.00,E200.00,Anxiety states
"Neurotic, stress-related and somatoform disorders",E200000,E200000,Anxiety state unspecified
"Neurotic, stress-related and somatoform disorders",E200100,E200100,Panic disorder
"Neurotic, stress-related and somatoform disorders",E200111,E200111,Panic attack
"Neurotic, stress-related and somatoform disorders",E200200,E200200,Generalised anxiety disorder
"Neurotic, stress-related and somatoform disorders",E200300,E200300,Anxiety with depression
"Neurotic, stress-related and somatoform disorders",E200400,E200400,Chronic anxiety
"Neurotic, stress-related and somatoform disorders",E200500,E200500,Recurrent anxiety
"Neurotic, stress-related and somatoform disorders",E200z00,E200z00,Anxiety state NOS
"Neurotic, stress-related and somatoform disorders",E201B00,E201B00,Compensation neurosis
"Neurotic, stress-related and somatoform disorders",E202.00,E202.00,Phobic disorders
"Neurotic, stress-related and somatoform disorders",E202.11,E202.11,Social phobic disorders
"Neurotic, stress-related and somatoform disorders",E202.12,E202.12,Phobic anxiety
"Neurotic, stress-related and somatoform disorders",E202000,E202000,Phobia unspecified
"Neurotic, stress-related and somatoform disorders",E202100,E202100,Agoraphobia with panic attacks
"Neurotic, stress-related and somatoform disorders",E202200,E202200,Agoraphobia without mention of panic attacks
"Neurotic, stress-related and somatoform disorders",E202300,E202300,"Social phobia, fear of eating in public"
"Neurotic, stress-related and somatoform disorders",E202400,E202400,"Social phobia, fear of public speaking"
"Neurotic, stress-related and somatoform disorders",E202500,E202500,"Social phobia, fear of public washing"
"Neurotic, stress-related and somatoform disorders",E202600,E202600,Acrophobia
"Neurotic, stress-related and somatoform disorders",E202700,E202700,Animal phobia
"Neurotic, stress-related and somatoform disorders",E202800,E202800,Claustrophobia
"Neurotic, stress-related and somatoform disorders",E202900,E202900,Fear of crowds
"Neurotic, stress-related and somatoform disorders",E202A00,E202A00,Fear of flying
"Neurotic, stress-related and somatoform disorders",E202B00,E202B00,Cancer phobia
"Neurotic, stress-related and somatoform disorders",E202C00,E202C00,Dental phobia
"Neurotic, stress-related and somatoform disorders",E202D00,E202D00,Fear of death
"Neurotic, stress-related and somatoform disorders",E202E00,E202E00,Fear of pregnancy
"Neurotic, stress-related and somatoform disorders",E202z00,E202z00,Phobic disorder NOS
"Neurotic, stress-related and somatoform disorders",E20y.00,E20y.00,Other neurotic disorders
"Neurotic, stress-related and somatoform disorders",E20y100,E20y100,Writer's cramp neurosis
"Neurotic, stress-related and somatoform disorders",E20y200,E20y200,Other occupational neurosis
"Neurotic, stress-related and somatoform disorders",E20y300,E20y300,Psychasthenic neurosis
"Neurotic, stress-related and somatoform disorders",E20yz00,E20yz00,Other neurotic disorder NOS
"Neurotic, stress-related and somatoform disorders",E20z.00,E20z.00,Neurotic disorder NOS
"Neurotic, stress-related and somatoform disorders",Eu34111,Eu34111,[X]Depressive neurosis
"Neurotic, stress-related and somatoform disorders",Eu34113,Eu34113,[X]Neurotic depression
"Neurotic, stress-related and somatoform disorders",Eu34114,Eu34114,[X]Persistant anxiety depression
"Neurotic, stress-related and somatoform disorders",Eu40.00,Eu40.00,[X]Phobic anxiety disorders
"Neurotic, stress-related and somatoform disorders",Eu40000,Eu40000,[X]Agoraphobia
"Neurotic, stress-related and somatoform disorders",Eu40012,Eu40012,[X]Panic disorder with agoraphobia
"Neurotic, stress-related and somatoform disorders",Eu40100,Eu40100,[X]Social phobias
"Neurotic, stress-related and somatoform disorders",Eu40112,Eu40112,[X]Social neurosis
"Neurotic, stress-related and somatoform disorders",Eu40200,Eu40200,[X]Specific (isolated) phobias
"Neurotic, stress-related and somatoform disorders",Eu40211,Eu40211,[X]Acrophobia
"Neurotic, stress-related and somatoform disorders",Eu40212,Eu40212,[X]Animal phobias
"Neurotic, stress-related and somatoform disorders",Eu40213,Eu40213,[X]Claustrophobia
"Neurotic, stress-related and somatoform disorders",Eu40214,Eu40214,[X]Simple phobia
"Neurotic, stress-related and somatoform disorders",Eu40300,Eu40300,[X]Needle phobia
"Neurotic, stress-related and somatoform disorders",Eu40y00,Eu40y00,[X]Other phobic anxiety disorders
"Neurotic, stress-related and somatoform disorders",Eu40z00,Eu40z00,"[X]Phobic anxiety disorder, unspecified"
"Neurotic, stress-related and somatoform disorders",Eu40z11,Eu40z11,[X]Phobia NOS
"Neurotic, stress-related and somatoform disorders",Eu40z12,Eu40z12,[X]Phobic state NOS
"Neurotic, stress-related and somatoform disorders",Eu41.00,Eu41.00,[X]Other anxiety disorders
"Neurotic, stress-related and somatoform disorders",Eu41000,Eu41000,[X]Panic disorder [episodic paroxysmal anxiety]
"Neurotic, stress-related and somatoform disorders",Eu41011,Eu41011,[X]Panic attack
"Neurotic, stress-related and somatoform disorders",Eu41012,Eu41012,[X]Panic state
"Neurotic, stress-related and somatoform disorders",Eu41100,Eu41100,[X]Generalized anxiety disorder
"Neurotic, stress-related and somatoform disorders",Eu41111,Eu41111,[X]Anxiety neurosis
"Neurotic, stress-related and somatoform disorders",Eu41112,Eu41112,[X]Anxiety reaction
"Neurotic, stress-related and somatoform disorders",Eu41113,Eu41113,[X]Anxiety state
"Neurotic, stress-related and somatoform disorders",Eu41200,Eu41200,[X]Mixed anxiety and depressive disorder
"Neurotic, stress-related and somatoform disorders",Eu41211,Eu41211,[X]Mild anxiety depression
"Neurotic, stress-related and somatoform disorders",Eu41300,Eu41300,[X]Other mixed anxiety disorders
"Neurotic, stress-related and somatoform disorders",Eu41y00,Eu41y00,[X]Other specified anxiety disorders
"Neurotic, stress-related and somatoform disorders",Eu41y11,Eu41y11,[X]Anxiety hysteria
"Neurotic, stress-related and somatoform disorders",Eu41z00,Eu41z00,"[X]Anxiety disorder, unspecified"
