Condition,ReadCode,CleansedReadCode,Term
Iron deficiency with and without anaemia,^ESCTHI453969,,H/O: anaemia - iron deficient
Iron deficiency with and without anaemia,^ESCTHO453968,,H/O: anaemia - iron deficient
Iron deficiency with and without anaemia,1451,1451.00,H/O: anaemia - iron deficient
Iron deficiency with and without anaemia,D0-1,D0...11,Asiderotic anaemia
Iron deficiency with and without anaemia,D0-2,D0...12,Asiderotic anaemia
Iron deficiency with and without anaemia,D00yz,D00yz00,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTAS392266,,Asiderotic anaemia
Iron deficiency with and without anaemia,D00,D00..00,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTAS392271,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTIR392274,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTCH392267,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTSI392268,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTIR392270,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCT1190238,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCT1276169,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCT1198930,,Asiderotic anaemia
Iron deficiency with and without anaemia,D00y,D00y.00,Asiderotic anaemia
Iron deficiency with and without anaemia,D00z,D00z.00,Asiderotic anaemia
Iron deficiency with and without anaemia,D00zz,D00zz00,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTID392269,,Asiderotic anaemia
Iron deficiency with and without anaemia,D00z1,D00z100,Asiderotic anaemia
Iron deficiency with and without anaemia,Dyu00,Dyu0000,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTID392272,,Asiderotic anaemia
Iron deficiency with and without anaemia,^ESCTSI392273,,Asiderotic anaemia
Iron deficiency with and without anaemia,D0-1,D0...11,Sideropenic anaemia
Iron deficiency with and without anaemia,D0-2,D0...12,Sideropenic anaemia
Iron deficiency with and without anaemia,D00yz,D00yz00,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTAS392266,,Sideropenic anaemia
Iron deficiency with and without anaemia,D00,D00..00,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTAS392271,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTIR392274,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTCH392267,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTSI392268,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTIR392270,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCT1190238,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCT1276169,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCT1198930,,Sideropenic anaemia
Iron deficiency with and without anaemia,D00y,D00y.00,Sideropenic anaemia
Iron deficiency with and without anaemia,D00z,D00z.00,Sideropenic anaemia
Iron deficiency with and without anaemia,D00zz,D00zz00,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTID392269,,Sideropenic anaemia
Iron deficiency with and without anaemia,D00z1,D00z100,Sideropenic anaemia
Iron deficiency with and without anaemia,Dyu00,Dyu0000,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTID392272,,Sideropenic anaemia
Iron deficiency with and without anaemia,^ESCTSI392273,,Sideropenic anaemia
Iron deficiency with and without anaemia,D0-1,D0...11,Iron deficiency anaemia
Iron deficiency with and without anaemia,D0-2,D0...12,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00yz,D00yz00,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTAS392266,,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00,D00..00,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTAS392271,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTIR392274,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTCH392267,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTSI392268,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTIR392270,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCT1190238,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCT1276169,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCT1198930,,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00y,D00y.00,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00z,D00z.00,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00zz,D00zz00,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTID392269,,Iron deficiency anaemia
Iron deficiency with and without anaemia,D00z1,D00z100,Iron deficiency anaemia
Iron deficiency with and without anaemia,Dyu00,Dyu0000,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTID392272,,Iron deficiency anaemia
Iron deficiency with and without anaemia,^ESCTSI392273,,Iron deficiency anaemia
Iron deficiency with and without anaemia,D000-2,D000.12,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,D000,D000.00,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCT1192623,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTAN684279,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTAN684278,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTCH684280,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTCH684281,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTCH684283,,Anaemia due to chronic blood loss
Iron deficiency with and without anaemia,D000-1,D000.11,Normocytic anaemia due to chronic blood loss
Iron deficiency with and without anaemia,^ESCTNO506343,,Normocytic anaemia due to chronic blood loss
Iron deficiency with and without anaemia,D000-2,D000.12,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,D000,D000.00,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCT1192623,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTAN684279,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTAN684278,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTCH684280,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTCH684281,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTCH684283,,Iron deficiency anaemia due to blood loss
Iron deficiency with and without anaemia,^ESCTIR476102,,Iron deficiency anaemia due to dietary causes
Iron deficiency with and without anaemia,D001,D001.00,Iron deficiency anaemia due to dietary causes
Iron deficiency with and without anaemia,D0-1,D0...11,Iron deficiency anemia
Iron deficiency with and without anaemia,D0-2,D0...12,Iron deficiency anemia
Iron deficiency with and without anaemia,D00yz,D00yz00,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTAS392266,,Iron deficiency anemia
Iron deficiency with and without anaemia,D00,D00..00,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTAS392271,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTIR392274,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTCH392267,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTSI392268,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTIR392270,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCT1190238,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCT1276169,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCT1198930,,Iron deficiency anemia
Iron deficiency with and without anaemia,D00y,D00y.00,Iron deficiency anemia
Iron deficiency with and without anaemia,D00z,D00z.00,Iron deficiency anemia
Iron deficiency with and without anaemia,D00zz,D00zz00,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTID392269,,Iron deficiency anemia
Iron deficiency with and without anaemia,D00z1,D00z100,Iron deficiency anemia
Iron deficiency with and without anaemia,Dyu00,Dyu0000,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTID392272,,Iron deficiency anemia
Iron deficiency with and without anaemia,^ESCTSI392273,,Iron deficiency anemia
Iron deficiency with and without anaemia,D00y-1,D00y.11,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,^ESCTBR380320,,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,^ESCTPA380318,,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,D00y-2,D00y.12,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,^ESCTPL380321,,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,D00y0-2,D00y012,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,D00y0,D00y000,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,D00y0-1,D00y011,Kelly - Paterson syndrome
Iron deficiency with and without anaemia,D00y-1,D00y.11,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,^ESCTBR380320,,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,^ESCTPA380318,,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,D00y-2,D00y.12,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,^ESCTPL380321,,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,D00y0-2,D00y012,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,D00y0,D00y000,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,D00y0-1,D00y011,Plummer - Vinson syndrome
Iron deficiency with and without anaemia,D00y-1,D00y.11,Sideropenic dysphagia
Iron deficiency with and without anaemia,^ESCTBR380320,,Sideropenic dysphagia
Iron deficiency with and without anaemia,^ESCTPA380318,,Sideropenic dysphagia
Iron deficiency with and without anaemia,D00y-2,D00y.12,Sideropenic dysphagia
Iron deficiency with and without anaemia,^ESCTPL380321,,Sideropenic dysphagia
Iron deficiency with and without anaemia,D00y0-2,D00y012,Sideropenic dysphagia
Iron deficiency with and without anaemia,D00y0,D00y000,Sideropenic dysphagia
Iron deficiency with and without anaemia,D00y0-1,D00y011,Sideropenic dysphagia
Iron deficiency with and without anaemia,D00y-1,D00y.11,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,^ESCTBR380320,,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,^ESCTPA380318,,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,D00y-2,D00y.12,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,^ESCTPL380321,,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,D00y0-2,D00y012,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,D00y0,D00y000,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,D00y0-1,D00y011,Kelly-Paterson syndrome
Iron deficiency with and without anaemia,D00y-1,D00y.11,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,^ESCTBR380320,,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,^ESCTPA380318,,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,D00y-2,D00y.12,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,^ESCTPL380321,,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,D00y0-2,D00y012,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,D00y0,D00y000,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,D00y0-1,D00y011,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,D0-1,D0...11,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,D0-2,D0...12,Unspecified iron deficiency anaemia
