Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Iron deficiency with and without anaemia,132937017,80126007,132937017,D00y0-2,D00y012,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,132937017,80126007,132937017,D00y0,D00y000,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,132937017,80126007,132937017,D00y0-1,D00y011,Plummer-Vinson syndrome
Iron deficiency with and without anaemia,293877016,87522002,507616014,D0-1,D0...11,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D0-2,D0...12,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00yz,D00yz00,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTAS392266,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00,D00..00,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTAS392271,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTIR392274,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTCH392267,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTSI392268,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTIR392270,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCT1190238,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCT1276169,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCT1198930,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00y,D00y.00,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00z,D00z.00,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00zz,D00zz00,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTID392269,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,D00z1,D00z100,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,Dyu00,Dyu0000,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTID392272,,Iron deficiency anemia
Iron deficiency with and without anaemia,293877016,87522002,507616014,^ESCTSI392273,,Iron deficiency anemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D0-1,D0...11,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D0-2,D0...12,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00yz,D00yz00,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTAS392266,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00,D00..00,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTAS392271,,Unspecified iron deficiency anaemia
