Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Coronary heart disease,810811000006116,161502000,251675010,14A3,14A3.00,H/O: myocardial infarct at less than 60
Coronary heart disease,810811000006116,161502000,251675010,^ESCTHI454046,,H/O: myocardial infarct at less than 60
Coronary heart disease,810821000006112,161503005,251678012,14A4,14A4.00,H/O: myocardial infarct at greater than 60
Coronary heart disease,810821000006112,161503005,251678012,^ESCTHI454048,,H/O: myocardial infarct at greater than 60
Coronary heart disease,251679016,161504004,251679016,^ESCTHI454050,,H/O: angina pectoris
Coronary heart disease,251679016,161504004,251679016,14A5,14A5.00,H/O: angina pectoris
Coronary heart disease,451369010,308065005,451369010,^ESCTHI597448,,H/O: Myocardial infarction in last year
Coronary heart disease,451369010,308065005,451369010,14AH,14AH.00,H/O: Myocardial infarction in last year
Coronary heart disease,451370011,308066006,451370011,^ESCTHI597450,,H/O: Angina in last year
Coronary heart disease,451370011,308066006,451370011,14AJ,14AJ.00,H/O: Angina in last year
Coronary heart disease,451372015,308068007,451372015,^ESCTHI597455,,H/O: Treatment for ischaemic heart disease
Coronary heart disease,451372015,308068007,451372015,^ESCTHO597454,,H/O: Treatment for ischaemic heart disease
Coronary heart disease,451372015,308068007,451372015,14AL,14AL.00,H/O: Treatment for ischaemic heart disease
Coronary heart disease,451372015,308068007,451372015,^ESCTHI597456,,H/O: Treatment for ischaemic heart disease
Coronary heart disease,256748011,165084003,256748011,^ESCTEX458910,,Exercise ECG abnormal
Coronary heart disease,256748011,165084003,256748011,32131-1,3213111,Exercise ECG abnormal
Coronary heart disease,256748011,165084003,256748011,33B95,33B9500,Exercise ECG abnormal
Coronary heart disease,256748011,165084003,256748011,32131,3213100,Exercise ECG abnormal
Coronary heart disease,2535824013,165084003,2535824013,^ESCTEX458910,,Positive exercise ECG test
Coronary heart disease,2535824013,165084003,2535824013,32131-1,3213111,Positive exercise ECG test
Coronary heart disease,2535824013,165084003,2535824013,33B95,33B9500,Positive exercise ECG test
Coronary heart disease,2535824013,165084003,2535824013,32131,3213100,Positive exercise ECG test
Coronary heart disease,634751000006116,164861001,1205556017,^ESCTEL458596,,ECG myocardial ischaemia
Coronary heart disease,634751000006116,164861001,1205556017,^ESCTEL458597,,ECG myocardial ischaemia
Coronary heart disease,634751000006116,164861001,1205556017,322,322..00,ECG myocardial ischaemia
Coronary heart disease,634751000006116,164861001,1205556017,3222,3222.00,ECG myocardial ischaemia
Coronary heart disease,634751000006116,164861001,1205556017,^ESCTEK458595,,ECG myocardial ischaemia
Coronary heart disease,634751000006116,164861001,1205556017,322Z,322Z.00,ECG myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,^ESCTEL458596,,ECG:shows myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,^ESCTEL458597,,ECG:shows myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,322,322..00,ECG:shows myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,3222,3222.00,ECG:shows myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,^ESCTEK458595,,ECG:shows myocardial ischaemia
Coronary heart disease,635641000006111,164861001,1205556017,322Z,322Z.00,ECG:shows myocardial ischaemia
Coronary heart disease,256451015,164861001,1205556017,^ESCTEL458596,,ECG: myocardial ischaemia NOS
Coronary heart disease,256451015,164861001,1205556017,^ESCTEL458597,,ECG: myocardial ischaemia NOS
Coronary heart disease,256451015,164861001,1205556017,322,322..00,ECG: myocardial ischaemia NOS
Coronary heart disease,256451015,164861001,1205556017,3222,3222.00,ECG: myocardial ischaemia NOS
Coronary heart disease,256451015,164861001,1205556017,^ESCTEK458595,,ECG: myocardial ischaemia NOS
Coronary heart disease,256451015,164861001,1205556017,322Z,322Z.00,ECG: myocardial ischaemia NOS
Coronary heart disease,256452010,164865005,256452010,^ESCTEL458603,,ECG: myocardial infarction
Coronary heart disease,256452010,164865005,256452010,^ESCTEL458604,,ECG: myocardial infarction
Coronary heart disease,256452010,164865005,256452010,323,323..00,ECG: myocardial infarction
Coronary heart disease,256452010,164865005,256452010,323Z,323Z.00,ECG: myocardial infarction
Coronary heart disease,256452010,164865005,256452010,^ESCTEK458605,,ECG: myocardial infarction
Coronary heart disease,256455012,164868007,256455012,^ESCTEC458615,,ECG: antero-septal infarct.
Coronary heart disease,256455012,164868007,256455012,^ESCTAN458611,,ECG: antero-septal infarct.
Coronary heart disease,256455012,164868007,256455012,^ESCTEC458613,,ECG: antero-septal infarct.
Coronary heart disease,256455012,164868007,256455012,3233,3233.00,ECG: antero-septal infarct.
Coronary heart disease,256455012,164868007,256455012,^ESCTEL458614,,ECG: antero-septal infarct.
Coronary heart disease,256457016,164869004,256457016,3234,3234.00,ECG:posterior/inferior infarct
Coronary heart disease,256457016,164869004,256457016,^ESCTEK458617,,ECG:posterior/inferior infarct
Coronary heart disease,256457016,164869004,256457016,^ESCTEL458618,,ECG:posterior/inferior infarct
Coronary heart disease,256458014,164870003,256458014,^ESCTEL458621,,ECG: subendocardial infarct
Coronary heart disease,256458014,164870003,256458014,^ESCTEK458620,,ECG: subendocardial infarct
Coronary heart disease,256458014,164870003,256458014,3235,3235.00,ECG: subendocardial infarct
