Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",157688015,95188007,157688015,B6202,B620200,Nodular lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",157686016,95186006,157686016,B6203,B620300,Nodular lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",673681000006118,188613007,289722011,B6205,B620500,Nodular lymphoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",157692010,95192000,157692010,B6208,B620800,Nodular lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289726014,269476000,403709014,B620z,B620z00,Nodular lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",2663191017,118618005,2663191017,B621,B621.00,Mycosis fungoides
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289727017,118618005,177037016,B6210,B621000,Mycosis fungoides of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",157071014,94707004,157071014,B6213,B621300,Mycosis fungoides of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",157075017,94710006,157075017,B6214,B621400,Mycosis fungoides of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",683691000006113,94712003,157079011,B6215,B621500,Mycosis fungoides of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289738017,188627002,289738017,B6218,B621800,Mycosis fungoides of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289739013,118618005,177037016,B621z,B621z00,Mycosis fungoides NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",146651000006118,118611004,2821061019,B622,B622.00,Sezary's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289749011,118611004,177030019,B622z,B622z00,Sezary's disease NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",587201000006115,118601006,2663475013,B627,B627.00,Non - Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",2839871014,118601006,2663475013,B627-1,B627.11,Non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",414257019,277625002,414257019,B6270,B627000,Follicular non-Hodgkin's small cleaved cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",763431000006118,188672005,289795016,B6271,B627100,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",414278016,277641001,414278016,B6272,B627200,Follicular non-Hodgkin's large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289799010,188674006,289799010,B6273,B627300,Diffuse non-Hodgkin's small cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289801013,188675007,289801013,B6274,B627400,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",621041000006116,188676008,289807012,B6275,B627500,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1219545019,109966003,1219545019,B6276,B627600,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",621071000006112,109965004,174660015,B6277,B627700,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289812013,188679001,289812013,B6278,B627800,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",414252013,277622004,414252013,B6279,B627900,Mucosa-associated lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",414253015,277622004,414253015,B6279-1,B627911,Maltoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1668101000000112,109969005,1668101000000112,B627A,B627A00,Diffuse non-Hodgkin's large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289813015,308121000,451429010,B627B,B627B00,Other types of follicular non-Hodgkin's lymphoma
