Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Inflammatory polyarthropathies,1779323014,400054000,1779323014,N040N00,,Rheumatoid vasculitis
Inflammatory polyarthropathies,359292012,239792003,359292012,N040P00,,Seronegative rheumatoid arthritis
Inflammatory polyarthropathies,309812014,84017003,139318017,N040Q00,,Rheumatoid bursitis
Inflammatory polyarthropathies,162341000006115,33719002,485614018,N040R00,,Rheumatoid nodule
Inflammatory polyarthropathies,426510015,287006005,426510015,N040S00,,Rheumatoid arthritis - multiple joint
Inflammatory polyarthropathies,309816012,201791009,309816012,N040T00,,Flare of rheumatoid arthritis
Inflammatory polyarthropathies,95067016,57160007,95067016,N041.00,,Felty's syndrome
Inflammatory polyarthropathies,16911000006114,239793008,359293019,N042.00,,Other rheumatoid arthropathy + visceral/systemic involvement
Inflammatory polyarthropathies,1778239014,398726004,1778239014,N042100,,Rheumatoid lung disease
Inflammatory polyarthropathies,485614018,33719002,485614018,N042200,,Rheumatoid nodule
Inflammatory polyarthropathies,162231000006117,239793008,359293019,N042z00,,Rheumatoid arthropathy + visceral/systemic involvement NOS
Inflammatory polyarthropathies,451461014,308143008,3517964017,N047.00,,Seropositive errosive rheumatoid arthritis
Inflammatory polyarthropathies,149911000006117,239791005,359291017,N04X.00,,Seropositive rheumatoid arthritis
Inflammatory polyarthropathies,1786545019,398726004,1786545019,N04y000,,Rheumatoid lung
Inflammatory polyarthropathies,1786505011,398640008,1786506012,N04y011,,Caplan's syndrome
Inflammatory polyarthropathies,311496011,10713006,311496011,N04y012,,Fibrosing alveolitis associated with rheumatoid arthritis
Inflammatory polyarthropathies,463301000006112,239920006,359482019,N04y200,,Adult-onset Still's disease
Inflammatory polyarthropathies,111401000006119,23060008,1223034016,N362200,,Swan-neck finger deformity
Inflammatory polyarthropathies,424981000006114,239793008,359293019,Nyu1000,,[X]Rheumatoid arthritis+involvement/other organs or systems
Inflammatory polyarthropathies,312518013,239791005,359291017,Nyu1100,,[X]Other seropositive rheumatoid arthritis
Inflammatory polyarthropathies,312520011,69896004,116082011,Nyu1200,,[X]Other specified rheumatoid arthritis
Inflammatory polyarthropathies,312534011,239791005,359291017,Nyu1G00,,[X]Seropositive rheumatoid arthritis unspecified
Inflammatory polyarthropathies,309743013,201727001,309743013,N031000,,Arthropathy in ulcerative colitis
Inflammatory polyarthropathies,309744019,201728006,309744019,N031100,,Arthropathy in Crohn's disease
Inflammatory polyarthropathies,312522015,56528004,94003014,Nyu1400,,[X]Other enteropathic arthropathies
Inflammatory polyarthropathies,850991000006110,850991000006106,850991000006110,,,Gouty tophi + gout NOS
Inflammatory polyarthropathies,2610481000000112,1033961000000104,2610481000000112,,,Gouty tophi of toe
Inflammatory polyarthropathies,12488961000006118,170737008,264671017,,,gout associated problems
Inflammatory polyarthropathies,12729281000006112,646651000000108,1422821000000116,,,gout nos
Inflammatory polyarthropathies,255612014,164208001,255612014,2D52.00,,O/E - auricle of ear - tophi
Inflammatory polyarthropathies,264664010,170730005,264664010,669..00,,Gout monitoring
Inflammatory polyarthropathies,264665011,170731009,264665011,6691,,Initial gout assessment
Inflammatory polyarthropathies,264666012,170732002,264666012,6692,,Follow-up gout assessment
Inflammatory polyarthropathies,264667015,170733007,264667015,6693,,Joints gout affected
Inflammatory polyarthropathies,264669017,170735000,264669017,6695,,Date gout treatment started
Inflammatory polyarthropathies,264670016,170736004,264670016,6696,,Date of last gout attack
Inflammatory polyarthropathies,264671017,170737008,2668302013,6697,,Gout associated problems
Inflammatory polyarthropathies,264675014,170730005,264664010,669Z.00,,Gout monitoring NOS
Inflammatory polyarthropathies,150085018,90560007,150085018,C34..00,,Gout
Inflammatory polyarthropathies,293392012,190828008,293392012,C340.00,,Gouty arthropathy
Inflammatory polyarthropathies,293394013,190829000,293394013,C341.00,,Gouty nephropathy
Inflammatory polyarthropathies,293400010,190829000,293393019,C341z00,,Gouty nephropathy NOS
Inflammatory polyarthropathies,481958014,24595009,481958014,C342.00,,Idiopathic gout
Inflammatory polyarthropathies,359373012,239845005,359373012,C344.00,,Drug-induced gout
Inflammatory polyarthropathies,359372019,239844009,359372019,C345.00,,Gout due to impairment of renal function
Inflammatory polyarthropathies,293405017,3875003,7521017,C34y.00,,Other specified gouty manifestation
Inflammatory polyarthropathies,25080011,14763005,476698015,C34y000,,Gouty tophi of ear
Inflammatory polyarthropathies,806061000006113,27277001,45604013,C34y100,,Gouty tophi of heart
Inflammatory polyarthropathies,293407013,402469004,1781601013,C34y200,,Gouty tophi of other sites
Inflammatory polyarthropathies,72069017,43193009,72069017,C34y300,,Gouty iritis
Inflammatory polyarthropathies,16455010,9386003,16455010,C34y400,,Gouty neuritis
Inflammatory polyarthropathies,293410018,190842000,293410018,C34y500,,Gouty tophi of hand
Inflammatory polyarthropathies,293411019,90560007,150085018,C34yz00,,Other specified gouty manifestation NOS
Inflammatory polyarthropathies,293412014,90560007,150085018,C34z.00,,Gout NOS
Inflammatory polyarthropathies,45604013,27277001,45604013,G557300,,Gouty tophi of heart
Inflammatory polyarthropathies,80709010,48440001,80709010,N023.00,,Gouty arthritis
Inflammatory polyarthropathies,309674019,201663006,309674019,N023100,,Gouty arthritis of the shoulder region
Inflammatory polyarthropathies,309675018,201663006,309674019,N023200,,Gouty arthritis of the upper arm
Inflammatory polyarthropathies,309676017,48440001,80706015,N023300,,Gouty arthritis of the forearm
