Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Dementia,882171000006115,268612007,882171000006115,,,Dementia
Dementia,1856601000006111,1856601000006107,1856601000006111,,,Dementia monitoring in primary care
Dementia,1856611000006114,1856611000006104,1856611000006114,,,Dementia monitoring in secondary care
Dementia,915111000006112,915111000006108,915111000006112,,,Dementia review
Dementia,914941000006112,914941000006108,914941000006112,,,[D] Dementia
Dementia,914951000006114,914951000006105,914951000006114,,,[D] Dementia in Alzheimer's disease
Dementia,914931000006119,914931000006103,914931000006119,,,[D] Dementia with Lewy bodies
Dementia,914921000006117,914921000006101,914921000006117,,,[D] Vascular dementia
Dementia,1834091000006116,1834091000006100,1834091000006116,,,dementia care plan
Dementia,3414261000006114,56267009,2921000019,,,multi infarct dementia
Dementia,407461000000119,248711000000102,407461000000119,66h..00,,Dementia monitoring
Dementia,408401000000119,249181000000100,408401000000119,6AB..00,,Dementia annual review
Dementia,2248021000000110,736371006,3517265010,8CMZ.00,,Dementia care plan
Dementia,406841000000115,713821000000106,1565061000000113,9Ou..00,,Dementia monitoring administration
Dementia,408361000000111,715821000000107,1568381000000110,9Ou1.00,,Dementia monitoring first letter
Dementia,408421000000111,717471000000101,1570011000000111,9Ou2.00,,Dementia monitoring second letter
Dementia,408461000000115,716671000000102,1569221000000112,9Ou3.00,,Dementia monitoring third letter
Dementia,408481000000112,716221000000104,1568781000000111,9Ou4.00,,Dementia monitoring verbal invite
Dementia,408501000000115,716991000000108,1569541000000119,9Ou5.00,,Dementia monitoring telephone invite
Dementia,294111000000119,715881000000108,1568441000000113,9hD..00,,Exception reporting: dementia quality indicators
Dementia,999961000006114,716341000000104,1568891000000117,9hD0.00,,Excepted from dementia quality indicators: Patient unsuitabl
Dementia,294321000000111,716131000000105,1568691000000118,9hD1.00,,Excepted from dementia quality indicators: Informed dissent
Dementia,401757012,268612007,401757012,E00..00,,Senile and presenile organic psychotic conditions
Dementia,26545010,15662003,26545010,E00..11,,Senile dementia
Dementia,148381000006115,52448006,87274019,E00..12,,Senile/presenile dementia
Dementia,294635013,191449005,294635013,E000.00,,Uncomplicated senile dementia
Dementia,21256010,12348006,21256010,E001.00,,Presenile dementia
Dementia,294637017,191451009,294637017,E001000,,Uncomplicated presenile dementia
Dementia,294638010,191452002,294638010,E001100,,Presenile dementia with delirium
Dementia,294641018,191454001,294641018,E001200,,Presenile dementia with paranoia
Dementia,294642013,191455000,294642013,E001300,,Presenile dementia with depression
Dementia,294643015,12348006,21256010,E001z00,,Presenile dementia NOS
Dementia,294644014,191457008,294644014,E002.00,,Senile dementia with depressive or paranoid features
Dementia,294645010,191458003,294645010,E002000,,Senile dementia with paranoia
Dementia,294646011,191459006,294646011,E002100,,Senile dementia with depression
Dementia,294647019,191457008,294644014,E002z00,,Senile dementia with depressive or paranoid features NOS
Dementia,294648012,191461002,294648012,E003.00,,Senile dementia with delirium
Dementia,497559016,56267009,497559016,E004.00,,Arteriosclerotic dementia
Dementia,696161000006115,56267009,93568017,E004.11,,Multi infarct dementia
Dementia,294652012,191463004,294652012,E004000,,Uncomplicated arteriosclerotic dementia
Dementia,294653019,191464005,294653019,E004100,,Arteriosclerotic dementia with delirium
Dementia,294654013,191465006,294654013,E004200,,Arteriosclerotic dementia with paranoia
Dementia,294655014,191466007,294655014,E004300,,Arteriosclerotic dementia with depression
Dementia,294656010,56267009,497559016,E004z00,,Arteriosclerotic dementia NOS
Dementia,401759010,268612007,401757012,E00y.00,,Other senile and presenile organic psychoses
Dementia,346897015,231438001,346897015,E00y.11,,Presbyophrenic psychosis
Dementia,294660013,268612007,401757012,E00z.00,,Senile or presenile psychoses NOS
Dementia,294718018,191519005,294718018,E041.00,,Dementia in conditions EC
Dementia,295668011,26929004,45046017,Eu00.00,,[X]Dementia in Alzheimer's disease
Dementia,376531000006119,416780008,2957119019,Eu00000,,[X]Dementia in Alzheimer's disease with early onset
Dementia,423351000006115,416780008,2957138011,Eu00011,,"[X]Presenile dementia,Alzheimer's type"
Dementia,423391000006114,416780008,2957119019,Eu00012,,"[X]Primary degen dementia, Alzheimer's type, presenile onset"
Dementia,363041000006118,416780008,2957119019,Eu00013,,[X]Alzheimer's disease type 2
Dementia,376541000006112,416975007,2957137018,Eu00100,,[X]Dementia in Alzheimer's disease with late onset
Dementia,363031000006111,416975007,2957137018,Eu00111,,[X]Alzheimer's disease type 1
Dementia,425901000006116,416975007,2957124016,Eu00112,,"[X]Senile dementia,Alzheimer's type"
Dementia,423381000006111,416975007,2957137018,Eu00113,,"[X]Primary degen dementia of Alzheimer's type, senile onset"
Dementia,295671015,26929004,45046017,Eu00200,,"[X]Dementia in Alzheimer's dis, atypical or mixed type"
Dementia,295672010,26929004,45046017,Eu00z00,,"[X]Dementia in Alzheimer's disease, unspecified"
Dementia,363021000006113,26929004,45046017,Eu00z11,,[X]Alzheimer's dementia unspec
Dementia,431681000006117,429998004,2770951017,Eu01.00,,[X]Vascular dementia
Dementia,363791000006112,56267009,497559016,Eu01.11,,[X]Arteriosclerotic dementia
Dementia,399031000006111,56267009,93568017,Eu01100,,[X]Multi-infarct dementia
Dementia,423221000006117,56267009,93568017,Eu01111,,[X]Predominantly cortical dementia
Dementia,428201000006119,230286002,345111013,Eu01200,,[X]Subcortical vascular dementia
Dementia,398571000006112,230287006,345112018,Eu01300,,[X]Mixed cortical and subcortical vascular dementia
Dementia,295680015,429998004,2770951017,Eu01y00,,[X]Other vascular dementia
Dementia,295681016,429998004,2770951017,Eu01z00,,"[X]Vascular dementia, unspecified"
Dementia,359241000006119,52448006,87274019,Eu02z00,,[X] Unspecified dementia
Dementia,359081000006118,12348006,21256010,Eu02z11,,[X] Presenile dementia NOS
Dementia,359091000006115,268612007,401757012,Eu02z12,,[X] Presenile psychosis NOS
Dementia,359101000006114,279982005,417465012,Eu02z13,,[X] Primary degenerative dementia NOS
Dementia,359141000006111,15662003,26545010,Eu02z14,,[X] Senile dementia NOS
Dementia,359161000006110,268612007,401757012,Eu02z15,,[X] Senile psychosis NOS
Dementia,359151000006113,191457008,294644014,Eu02z16,,"[X] Senile dementia, depressed or paranoid type"
Dementia,295714013,2776000,5694012,Eu04100,,[X]Delirium superimposed on dementia
Dementia,45046017,26929004,45046017,F110.00,,Alzheimer's disease
Dementia,499946014,416780008,2957141019,F110000,,Alzheimer's disease with early onset
Dementia,500317011,416975007,2957124016,F110100,,Alzheimer's disease with late onset
Dementia,299325013,26929004,45046017,Fyu3000,,[X]Other Alzheimer's disease
Dementia,0,0,0,ZS7C500,,Language disorder of dementia
