Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Cerebrovascular disease,809421000006116,275526006,2986886017,ZV125-1,ZV12511,History of cerebrovascular accident
Cerebrovascular disease,809421000006116,275526006,2986886017,14A7,14A7.00,History of cerebrovascular accident
Cerebrovascular disease,809421000006116,275526006,2986886017,14A7-1,14A7.11,History of cerebrovascular accident
Cerebrovascular disease,809421000006116,275526006,2986886017,14A7-2,14A7.12,History of cerebrovascular accident
Cerebrovascular disease,411518010,275526006,411518010,ZV125-1,ZV12511,H/O: CVA
Cerebrovascular disease,411518010,275526006,411518010,14A7,14A7.00,H/O: CVA
Cerebrovascular disease,411518010,275526006,411518010,14A7-1,14A7.11,H/O: CVA
Cerebrovascular disease,411518010,275526006,411518010,14A7-2,14A7.12,H/O: CVA
Cerebrovascular disease,2476091017,275526006,2476091017,ZV125-1,ZV12511,H/O: stroke
Cerebrovascular disease,2476091017,275526006,2476091017,14A7,14A7.00,H/O: stroke
Cerebrovascular disease,2476091017,275526006,2476091017,14A7-1,14A7.11,H/O: stroke
Cerebrovascular disease,2476091017,275526006,2476091017,14A7-2,14A7.12,H/O: stroke
Cerebrovascular disease,251692018,161511000,251692018,14AB,14AB.00,H/O: TIA
Cerebrovascular disease,251692018,161511000,251692018,^ESCTHI454059,,H/O: TIA
Cerebrovascular disease,2171081000000116,13016361000119100,2713751000000114,^ESCTHI957729,,H/O amaurosis fugax
Cerebrovascular disease,2171081000000116,13016361000119100,2713751000000114,14AB0,14AB000,H/O amaurosis fugax
Cerebrovascular disease,451371010,308067002,451371010,^ESCTHI597452,,H/O: Stroke in last year
Cerebrovascular disease,451371010,308067002,451371010,14AK,14AK.00,H/O: Stroke in last year
Cerebrovascular disease,345718011,230736007,345718011,G655,G655.00,Transient global amnesia
Cerebrovascular disease,345718011,230736007,345718011,^ESCTTG501184,,Transient global amnesia
Cerebrovascular disease,345718011,230736007,345718011,1B1S,1B1S.00,Transient global amnesia
Cerebrovascular disease,413750011,277286006,413750011,^ESCTCP559704,,Central post-stroke pain
Cerebrovascular disease,413750011,277286006,413750011,1M4,1M4..00,Central post-stroke pain
Cerebrovascular disease,2118011000000114,812041000000104,2118011000000114,661M7,661M700,Stroke self-management plan agreed
Cerebrovascular disease,2115821000000118,810991000000109,2115821000000118,661N7,661N700,Stroke self-management plan review
Cerebrovascular disease,1780304018,699270006,2983515011,^ESCTCE751944,,CVA annual review
