Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,CleansedReadCode,Term
Malignant neoplasms,304221000006117.0,45187003,75349013.0,BBGB,BBGB.00,[M]Abdominal fibromatosis
Malignant neoplasms,4814551000006119.0,202587000,310972018.0,^ESCTSY481455,,Synovial osteochondromatosis of tibiofibular joint
Malignant neoplasms,399751000006118.0,94784008,511479017.0,ByuH5,ByuH500,[X]Neoplasm/uncertain+unknown behaviour/other parts/CNS
Malignant neoplasms,679471000006117.0,189494003,291201017.0,B928,B928.00,Neopl uncert/unkn behav of periph nerves & autonom nerv sys
Malignant neoplasms,4044261000006113.5,94784008,4044261000006113.5,^ESCTNE404426,,Neoplasm of uncertain behaviour of central nervous system
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4756931000006118.0,189494003,291200016.0,^ESCTNE475693,,Neoplasm of uncertain or unknown behavior of peripheral nerves and autonomic nervous system
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,1.1918711000006116e+16,94784008,157176018.0,^ESCT1191871,,Neoplasm of uncertain behavior of central nervous system
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,679451000006110.0,189399009,290997014.0,B904z,B904z00,Neop uncertain behaviour retroperitoneum or peritoneum NOS
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4051441000006111.0,95132003,511925016.0,^ESCTNE405144,,Neoplasm of uncertain behaviour of the retroperitoneum
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,4051451000006113.0,95132003,1208610015.0,^ESCTNE405145,,Neoplasm of uncertain behavior of retroperitoneum
Malignant neoplasms,4051431000006118.5,95132003,157620013.0,^ESCTNE405143,,Neoplasm of uncertain behavior of the retroperitoneum
Malignant neoplasms,1207842014.0,95132003,1207842014.0,B9040,B904000,Neoplasm of uncertain behaviour of retroperitoneum
Malignant neoplasms,680081000006113.0,189399009,290997014.0,B904,B904.00,Neop of uncertain behaviour retroperitoneum and peritoneum
Malignant neoplasms,4756481000006110.0,189399009,290996017.0,^ESCTNE475648,,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
Malignant neoplasms,679451000006110.0,189399009,290997014.0,B904z,B904z00,Neop uncertain behaviour retroperitoneum or peritoneum NOS
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,291001010.0,189401003,291001010.0,B9041,B904100,Neoplasm of uncertain behaviour of peritoneum
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,4756501000006117.0,189401003,291000011.0,^ESCTNE475650,,Neoplasm of uncertain behavior of peritoneum
Malignant neoplasms,680081000006113.0,189399009,290997014.0,B904,B904.00,Neop of uncertain behaviour retroperitoneum and peritoneum
Malignant neoplasms,4756481000006110.0,189399009,290996017.0,^ESCTNE475648,,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
Malignant neoplasms,291475012.0,126488004,82493010.0,BB60z,BB60z00,[M]Skin appendage adenoma or carcinoma NOS
Malignant neoplasms,4383101000006110.5,126488004,473696010.0,^ESCTTU438310,,Tumor of skin
Malignant neoplasms,4383091000006116.0,126488004,473695014.0,^ESCTSK438309,,Skin tumor
Malignant neoplasms,4383061000006112.0,126488004,473692012.0,^ESCTTU438306,,Tumour of skin
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4390841000006113.0,126926005,473942013.0,^ESCTBR439084,,Breast tumor
Malignant neoplasms,4383071000006117.0,126488004,473693019.0,^ESCTSK438307,,Skin tumour
Malignant neoplasms,4383051000006110.5,126488004,473691017.0,^ESCTCU438305,,Cutaneous tumour
Malignant neoplasms,4390851000006110.5,126926005,473943015.0,^ESCTTU439085,,Tumor of breast
Malignant neoplasms,4390821000006118.5,126926005,473940017.0,^ESCTTU439082,,Tumour of breast
Malignant neoplasms,4050551000006119.0,95087004,157564010.0,^ESCTNE405055,,Neoplasm of uncertain behavior of skin
Malignant neoplasms,4383081000006119.0,126488004,473694013.0,^ESCTCU438308,,Cutaneous tumor
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,511868016.0,95087004,511868016.0,B932,B932.00,Neoplasm of uncertain behaviour of skin
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,291297012.0,126488004,82493010.0,BA022,BA02200,Neoplasm of unspecified nature of skin
Malignant neoplasms,291299010.0,126926005,214017.0,BA03,BA03.00,Neoplasm of unspecified nature of breast
Malignant neoplasms,4390831000006115.0,126926005,473941018.0,^ESCTBR439083,,Breast tumour
Malignant neoplasms,729611000006115.0,126488004,82493010.0,B332z,B332z00,Malig neop skin of ear and external auricular canal NOS
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4390841000006113.0,126926005,473942013.0,^ESCTBR439084,,Breast tumor
Malignant neoplasms,5511951000006117.0,269497004,403745012.0,^ESCTNE551195,,Neoplasm of uncertain behavior of breast
Malignant neoplasms,4390851000006110.5,126926005,473943015.0,^ESCTTU439085,,Tumor of breast
Malignant neoplasms,4390821000006118.5,126926005,473940017.0,^ESCTTU439082,,Tumour of breast
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,291299010.0,126926005,214017.0,BA03,BA03.00,Neoplasm of unspecified nature of breast
Malignant neoplasms,403744011.0,269497004,403744011.0,B933,B933.00,Neoplasm of uncertain behaviour of breast
Malignant neoplasms,4390831000006115.0,126926005,473941018.0,^ESCTBR439083,,Breast tumour
Malignant neoplasms,4045281000006115.0,94831000,157238017.0,^ESCTNE404528,,Neoplasm of uncertain behavior of eye
Malignant neoplasms,3882451000006110.5,84999002,1235002017.0,^ESCTSC388245,,SCC - Intraepidermal squamous cell carcinoma - Bowen's type
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,3882431000006115.0,84999002,140928014.0,^ESCTIN388243,,"Intraepidermal squamous cell carcinoma, Bowen's type"
Malignant neoplasms,3882441000006113.0,84999002,1235001012.0,^ESCTBD388244,,BD - Bowen's disease
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,511586010.0,94865004,511586010.0,B93y1,B93y100,Neoplasm of uncertain behaviour of heart
Malignant neoplasms,4046021000006115.0,94865004,157287015.0,^ESCTNE404602,,Neoplasm of uncertain behavior of heart
Malignant neoplasms,511543010.0,94831000,511543010.0,B93y0,B93y000,Neoplasm of uncertain behaviour of eye
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,291356015.0,84999002,140927016.0,BB2L,BB2L.00,[M]Bowen's disease
Malignant neoplasms,1781996012.0,402913004,1781996012.0,B829,B829.00,Bowenoid papulosis
Malignant neoplasms,292094013.0,55342001,92007014.0,BByz,BByz.00,"[M]No microscopic confirmation of tumour, clinically NOS"
Malignant neoplasms,292097018.0,55342001,92007014.0,Byu,Byu..00,[X]Additional neoplasm classification terms
Malignant neoplasms,3398621000006116.0,55342001,1231456013.0,^ESCTNE339862,,New growth
Malignant neoplasms,678521000006112.0,55342001,92007014.0,BA0z,BA0z.00,Neoplasm of unspecified nature NOS
Malignant neoplasms,679391000006114.0,55342001,92007014.0,B93,B93..00,Neop uncertain behaviour other and unspec sites and tissues
Malignant neoplasms,679421000006118.0,55342001,92007014.0,B93z,B93z.00,Neop uncertain behaviour other unspec site and tissue NOS
Malignant neoplasms,679581000006115.0,55342001,92007014.0,B937-1,B937.11,Neoplasm of uncertain behaviour of blood
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4309941000006110.5,118616009,4309941000006110.5,^ESCTNE430994,,Neoplastic disease of uncertain behaviour
Malignant neoplasms,4769111000006114.0,192877007,297116019.0,^ESCTPA476911,,Paraneoplastic cerebellar degeneration
Malignant neoplasms,4769111000006114.0,192877007,297116019.0,^ESCTPA476911,,Paraneoplastic cerebellar degeneration
Malignant neoplasms,3398611000006112.0,55342001,1231455012.0,^ESCTNE339861,,Neoplastic growth
Malignant neoplasms,3398601000006114.0,55342001,1231454011.0,^ESCTNG339860,,NG - Neoplastic growth
Malignant neoplasms,297000018.0,52522001,87406016.0,F11,F11..00,Other cerebral degenerations
Malignant neoplasms,297000018.0,52522001,87406016.0,F11,F11..00,Other cerebral degenerations
Malignant neoplasms,35741000006114.0,52522001,87406016.0,F11y,F11y.00,Other cerebral degeneration
Malignant neoplasms,35741000006114.0,52522001,87406016.0,F11y,F11y.00,Other cerebral degeneration
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680041000006119.0,118616009,177035012.0,B907z,B907z00,"Neop of uncertain behaviour of trachea, bronchus or lung NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,680091000006111.0,118616009,177035012.0,B902z,B902z00,"Neop of uncertain behaviour stomach, intestine or rectum NOS"
Malignant neoplasms,291280018.0,55342001,92007014.0,B93yz,B93yz00,Neop of uncertain behaviour of other specified sites NOS
Malignant neoplasms,291288013.0,55342001,92007014.0,BA,BA...00,Unspecified nature neoplasm
Malignant neoplasms,291290014.0,55342001,92007014.0,BA00,BA00.00,Neoplasm of unspecified nature of digestive system
Malignant neoplasms,291293011.0,55342001,92007014.0,BA01,BA01.00,Neoplasm of unspecified nature of respiratory system
Malignant neoplasms,678501000006119.0,55342001,92007014.0,BA02z,BA02z00,"Neoplasm of unspec nature of bone, skin or soft tissue NOS"
Malignant neoplasms,3398631000006118.0,55342001,1231457016.0,^ESCTNG339863,,NG - New growth
Malignant neoplasms,297015017.0,192815006,297015017.0,F11x4,F11x400,Cerebral degeneration due to neoplastic disease
Malignant neoplasms,297015017.0,192815006,297015017.0,F11x4,F11x400,Cerebral degeneration due to neoplastic disease
Malignant neoplasms,297149011.0,192906003,297149011.0,F1631,F163100,Myelopathy due to neoplastic disease
Malignant neoplasms,297149011.0,192906003,297149011.0,F1631,F163100,Myelopathy due to neoplastic disease
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2548453016.0,416053008,2548453016.0,4KJ0,4KJ0.00,Oestrogen receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,2549077010.0,416561008,2549077010.0,4KJ1,4KJ1.00,Progesterone receptor positive tumour
Malignant neoplasms,292275013.0,55342001,2984293012.0,Bz,Bz...00,Neoplasms NOS
Malignant neoplasms,291275010.0,55342001,92007014.0,B93y,B93y.00,Neoplasm of uncertain behaviour of other specified sites
Malignant neoplasms,291284010.0,55342001,92007014.0,B9y,B9y..00,Neoplasm of uncertain behaviour otherwise specified
Malignant neoplasms,291287015.0,55342001,92007014.0,B9z,B9z..00,Neoplasm of uncertain behaviour NOS
Malignant neoplasms,291289017.0,55342001,92007014.0,BA0,BA0..00,Neoplasm of unspecified nature
Malignant neoplasms,291294017.0,55342001,92007014.0,BA02,BA02.00,"Neoplasm of unspecified nature of bone, skin and soft tissue"
Malignant neoplasms,291295016.0,55342001,92007014.0,BA020,BA02000,Neoplasm of unspecified nature of bone
Malignant neoplasms,291296015.0,55342001,92007014.0,BA021,BA02100,Neoplasm of unspecified nature of soft tissue
Malignant neoplasms,291301015.0,55342001,92007014.0,BA05,BA05.00,Neoplasm of unspecified nature of other genitourinary organs
Malignant neoplasms,291304011.0,55342001,92007014.0,BA0y,BA0y.00,Neoplasm of unspecified nature of other specified sites
Malignant neoplasms,291306013.0,55342001,92007014.0,BAz,BAz..00,Neoplasm of unspecified nature NOS
Malignant neoplasms,292096010.0,55342001,92007014.0,By,By...00,Neoplasms otherwise specified
Malignant neoplasms,297117011.0,192877007,297117011.0,F1442,F144200,Cerebellar ataxia due to neoplasia
Malignant neoplasms,297117011.0,192877007,297117011.0,F1442,F144200,Cerebellar ataxia due to neoplasia
Malignant neoplasms,679401000006111.0,55342001,92007014.0,B937,B937.00,Neop uncertain behaviour other lymphatic/haematopoietic tiss
Malignant neoplasms,679461000006112.0,55342001,92007014.0,BA07,BA07.00,"Neop unspec nature of endocrine glands, other nervous system"
Malignant neoplasms,3398591000006118.0,55342001,1231453017.0,^ESCTNE339859,,Neoplasia
Malignant neoplasms,677881000006110.0,55342001,2984293012.0,B,B....00,Neoplasms
Malignant neoplasms,679971000006114.0,55342001,92007014.0,B931,B931.00,Neop of uncertain behaviour connective and other soft tissue
Malignant neoplasms,292086018.0,55342001,92007014.0,BBy,BBy..00,[M]No microscopic confirmation of tumour
In situ neoplasms,4006901000006117.0,92605003,1235747011.0,^ESCTCA400690,,Carcinoma in situ of gingiva
In situ neoplasms,4007771000006112.0,92668003,1235757012.0,^ESCTCA400777,,Carcinoma in situ of mesopharynx
In situ neoplasms,4007711000006115.0,92664001,510063016.0,^ESCTCA400771,,Carcinoma in situ of epipharynx
In situ neoplasms,4006741000006118.5,92595004,510042018.0,^ESCTFO400674,,FOM - Carcinoma in situ of floor of mouth
In situ neoplasms,4007641000006110.5,92660005,3036137011.0,^ESCTCA400764,,Cancer in situ of mouth
In situ neoplasms,4007781000006110.5,92668003,3036227013.0,^ESCTCA400778,,Cancer in situ of oropharynx
In situ neoplasms,4007721000006111.0,92664001,510064010.0,^ESCTCA400772,,Carcinoma in situ of postnasal space
In situ neoplasms,4007001000006116.0,92612007,1235749014.0,^ESCTCA400700,,Carcinoma in situ of laryngopharynx
In situ neoplasms,4007761000006117.0,92668003,1235756015.0,^ESCTCA400776,,Carcinoma situ of oropharynx
In situ neoplasms,4007701000006118.5,92664001,510062014.0,^ESCTPN400770,,PNS - carcinoma in situ of postnasal space
In situ neoplasms,4007961000006119.0,92681005,3036384017.0,^ESCTCA400796,,Cancer in situ of pharynx
In situ neoplasms,4006911000006119.0,92605003,3036107019.0,^ESCTCA400691,,Cancer in situ of gum
In situ neoplasms,5523431000006112.0,271325000,3084642019.0,^ESCTCA552343,,"Carcinoma in situ of lip, oral cavity and/or pharynx"
In situ neoplasms,1.1923431000006116e+16,271325000,406054011.0,^ESCT1192343,,"Carcinoma in situ of lip, oral cavity and pharynx"
In situ neoplasms,290718013.0,92660005,153252016.0,B800z,B800z00,"Carcinoma in situ of lip, oral cavity and pharynx NOS"
In situ neoplasms,4007011000006118.5,92612007,3036240015.0,^ESCTCA400701,,Cancer in situ of hypopharynx
In situ neoplasms,153382013.0,92769003,153382013.0,B8001,B800100,Carcinoma in situ of tongue
In situ neoplasms,153229015.0,92643000,153229015.0,B8000,B800000,Carcinoma in situ of lip
In situ neoplasms,153265013.0,92668003,153265013.0,B8008,B800800,Carcinoma in situ of oropharynx
In situ neoplasms,153268010.0,92670007,153268010.0,B8006,B800600,Carcinoma in situ of palate
In situ neoplasms,153283017.0,92681005,153283017.0,B800-2,B800.12,Carcinoma in situ of pharynx
In situ neoplasms,290783010.0,189258000,290783010.0,B8106,B810600,Carcinoma in situ of aryepiglottic fold
In situ neoplasms,406054011.0,271325000,406054011.0,B800,B800.00,"Carcinoma in situ of lip, oral cavity and pharynx"
In situ neoplasms,510061019.0,92660005,510061019.0,B800-1,B800.11,Carcinoma in situ of oral cavity
In situ neoplasms,153169012.0,92595004,153169012.0,B8004,B800400,Carcinoma in situ of floor of mouth
In situ neoplasms,153258017.0,92664001,153258017.0,B8007,B800700,Carcinoma in situ of nasopharynx
In situ neoplasms,535731000006116.0,92605003,153183014.0,B8003,B800300,Carcinoma in situ of gums
In situ neoplasms,4006091000006113.0,92558004,153122019.0,^ESCTCA400609,,Carcinoma in situ of buccal mucosa
In situ neoplasms,4009001000006111.0,92769003,3035939018.0,^ESCTCA400900,,Cancer in situ of tongue
In situ neoplasms,4006121000006112.0,92558004,510031010.0,^ESCTCA400612,,Carcinoma in situ of internal cheek
In situ neoplasms,4007811000006112.0,92670007,510067015.0,^ESCTCA400781,,Carcinoma in situ of roof of mouth
In situ neoplasms,4007621000006115.0,92660005,153252016.0,^ESCTCA400762,,Carcinoma in situ of mouth
In situ neoplasms,4007691000006118.5,92664001,153261016.0,^ESCTCA400769,,Carcinoma in situ of nasopharyngeal wall
In situ neoplasms,510029018.0,92558004,510029018.0,B8005,B800500,Carcinoma in situ of cheek
In situ neoplasms,153191017.0,92612007,153191017.0,B8009,B800900,Carcinoma in situ of hypopharynx
In situ neoplasms,536301000006117.0,189212001,290717015.0,B8002,B800200,Carcinoma in situ of salivary glands
In situ neoplasms,4006891000006116.0,92605003,153183014.0,^ESCTCA400689,,Carcinoma in situ of gum
In situ neoplasms,4006111000006116.0,92558004,510030011.0,^ESCTCA400611,,Carcinoma in situ of cheek mucosa
In situ neoplasms,4009181000006118.5,92780003,1218764015.0,^ESCTCA400918,,Carcinoma in situ of upper 1/3 esophagus
In situ neoplasms,4007441000006113.0,92648009,1218762016.0,^ESCTCA400744,,Carcinoma in situ of lower 1/3 esophagus
In situ neoplasms,4009151000006113.5,92780003,201646011.0,^ESCTCA400915,,Carcinoma in situ of upper third oesophagus
In situ neoplasms,4007421000006118.5,92648009,153236019.0,^ESCTCA400742,,Carcinoma in situ of lower third of esophagus
In situ neoplasms,4009161000006111.0,92780003,201647019.0,^ESCTCA400916,,Carcinoma in situ of upper third of esophagus
In situ neoplasms,4006571000006115.0,92585006,153153017.0,^ESCTCA400657,,Carcinoma in situ of esophagus
In situ neoplasms,4009141000006112.0,92780003,153396019.0,^ESCTCA400914,,Carcinoma in situ of upper third esophagus
In situ neoplasms,4006591000006119.0,92585006,3036455010.0,^ESCTCA400659,,Cancer in situ of oesophagus
In situ neoplasms,4007581000006115.0,92658008,153250012.0,^ESCTCA400758,,Carcinoma in situ of middle third of esophagus
In situ neoplasms,4006581000006117.0,92585006,3036354013.0,^ESCTCA400658,,Cancer in situ of esophagus
In situ neoplasms,1217276019.0,92780003,1217276019.0,B8010,B801000,Carcinoma in situ of upper 1/3 oesophagus
In situ neoplasms,290732010.0,92585006,201640017.0,B801z,B801z00,Carcinoma in situ of oesophagus NOS
In situ neoplasms,1217274016.0,92648009,1217274016.0,B8012,B801200,Carcinoma in situ of lower 1/3 oesophagus
In situ neoplasms,1217275015.0,92658008,1217275015.0,B8011,B801100,Carcinoma in situ of middle 1/3 oesophagus
In situ neoplasms,4007411000006113.5,92648009,201641018.0,^ESCTCA400741,,Carcinoma in situ of lower third of oesophagus
In situ neoplasms,4009131000006119.0,92780003,510099014.0,^ESCTCA400913,,Carcinoma in situ of upper third of oesophagus
In situ neoplasms,201640017.0,92585006,201640017.0,B801,B801.00,Carcinoma in situ of oesophagus
In situ neoplasms,4007601000006113.0,92658008,1218763014.0,^ESCTCA400760,,Carcinoma in situ of middle 1/3 esophagus
In situ neoplasms,4007571000006118.5,92658008,201642013.0,^ESCTCA400757,,Carcinoma in situ of middle third of oesophagus
In situ neoplasms,4006181000006111.0,92560002,3038181010.0,^ESCTCA400618,,Cancer in situ of cardia of stomach
In situ neoplasms,4005971000006115.0,92549006,3038039019.0,^ESCTCA400597,,Cancer in situ of body of stomach
In situ neoplasms,4006171000006113.0,92560002,3037930015.0,^ESCTCA400617,,Carcinoma in situ of gastric cardia
In situ neoplasms,4006161000006118.5,92560002,1235740013.0,^ESCTCA400616,,Carcinoma in situ of cardia
In situ neoplasms,4008091000006112.0,92693001,153297013.0,^ESCTCA400809,,Carcinoma in situ of pylorus
In situ neoplasms,4008111000006115.0,92693001,3036154015.0,^ESCTCA400811,,Cancer in situ of pylorus
In situ neoplasms,153111018.0,92549006,153111018.0,B8022,B802200,Carcinoma in situ of body of stomach
In situ neoplasms,153124018.0,92560002,153124018.0,B8020,B802000,Carcinoma in situ of cardia of stomach
In situ neoplasms,153174016.0,92598002,153174016.0,B8021,B802100,Carcinoma in situ of fundus of stomach
In situ neoplasms,290741017.0,92756002,153367015.0,B802z,B802z00,Carcinoma in situ of stomach NOS
In situ neoplasms,153296016.0,92692006,153296016.0,B8023,B802300,Carcinoma in situ of pyloric antrum
In situ neoplasms,4005981000006117.0,92549006,3038125016.0,^ESCTCA400598,,Carcinoma in situ of gastric body
In situ neoplasms,4006791000006110.5,92598002,3038122018.0,^ESCTCA400679,,Cancer in situ fundus of stomach
In situ neoplasms,510074013.0,92693001,510074013.0,B8024,B802400,Carcinoma in situ of pyloric canal
In situ neoplasms,153367015.0,92756002,153367015.0,B802,B802.00,Carcinoma in situ of stomach
In situ neoplasms,4755801000006111.0,189229003,290748011.0,^ESCTCA475580,,Carcinoma in situ of splenic flexure
In situ neoplasms,4006141000006117.0,92559007,153123012.0,^ESCTCA400614,,Carcinoma in situ of cecum
In situ neoplasms,4006321000006113.5,92568009,3036230018.0,^ESCTCA400632,,Cancer in situ of colon
In situ neoplasms,153133016.0,92568009,153133016.0,B803,B803.00,Carcinoma in situ of colon
In situ neoplasms,153388012.0,92773000,153388012.0,B8031,B803100,Carcinoma in situ of transverse colon
In situ neoplasms,290750015.0,92568009,153133016.0,B803z,B803z00,Carcinoma in situ of colon NOS
In situ neoplasms,153099018.0,92539008,153099018.0,B8035,B803500,Carcinoma in situ of appendix
