,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
1156,Other forms of heart disease,299981013.0,48724000.0,81186016.0,G540-4,"Mitral incompetence, cause unspecified",G540100
1157,Other forms of heart disease,299981013.0,48724000.0,81186016.0,G540-2,"Mitral incompetence, cause unspecified",G540100
1158,Other forms of heart disease,299981013.0,48724000.0,81186016.0,G540,"Mitral incompetence, cause unspecified",G540100
1159,Other forms of heart disease,299981013.0,48724000.0,81186016.0,^ESCTMI328848,"Mitral incompetence, cause unspecified",G540100
1160,Other forms of heart disease,299981013.0,48724000.0,81186016.0,G540-6,"Mitral incompetence, cause unspecified",G540100
1161,Other forms of heart disease,2471474013.0,409712001.0,2471474013.0,G540-5,Mitral valve prolapse,G540200
1162,Other forms of heart disease,2471474013.0,409712001.0,2471474013.0,G5402,Mitral valve prolapse,G540200
1163,Other forms of heart disease,2471474013.0,409712001.0,2471474013.0,^ESCTMV678286,Mitral valve prolapse,G540200
1164,Other forms of heart disease,374120018.0,250989005.0,374120018.0,^ESCTMI529414,Mitral valve leaf prolapse,G540300
1165,Other forms of heart disease,374120018.0,250989005.0,374120018.0,^ESCTMI529415,Mitral valve leaf prolapse,G540300
1166,Other forms of heart disease,374120018.0,250989005.0,374120018.0,G5403,Mitral valve leaf prolapse,G540300
1167,Other forms of heart disease,299984017.0,11851006.0,20449013.0,G11z,Mitral valve disorder,G540z00
1168,Other forms of heart disease,299984017.0,11851006.0,20449013.0,Gyu55,Mitral valve disorder,G540z00
1169,Other forms of heart disease,299984017.0,11851006.0,20449013.0,^ESCTMV268873,Mitral valve disorder,G540z00
1170,Other forms of heart disease,299984017.0,11851006.0,20449013.0,G540z,Mitral valve disorder,G540z00
1171,Other forms of heart disease,299984017.0,11851006.0,20449013.0,Gyu10,Mitral valve disorder,G540z00
1172,Other forms of heart disease,299984017.0,11851006.0,20449013.0,G11-99,Mitral valve disorder,G540z00
1173,Other forms of heart disease,299984017.0,11851006.0,20449013.0,Gyu59,Mitral valve disorder,G540z00
1174,Other forms of heart disease,299984017.0,11851006.0,20449013.0,G11,Mitral valve disorder,G540z00
1175,Other forms of heart disease,488521000006118.0,8722008.0,1235209017.0,Gyu56,Aortic valve disease,G541.00
1176,Other forms of heart disease,488521000006118.0,8722008.0,1235209017.0,G541z,Aortic valve disease,G541.00
1177,Other forms of heart disease,488521000006118.0,8722008.0,1235209017.0,^ESCTAV263921,Aortic valve disease,G541.00
1178,Other forms of heart disease,488521000006118.0,8722008.0,1235209017.0,G541,Aortic valve disease,G541.00
1179,Other forms of heart disease,488521000006118.0,8722008.0,1235209017.0,Gyu5A,Aortic valve disease,G541.00
1180,Other forms of heart disease,299985016.0,194983005.0,299985016.0,^ESCTAO477679,"Aortic incompetence, non-rheumatic",G541000
1181,Other forms of heart disease,299985016.0,194983005.0,299985016.0,G5410-98,"Aortic incompetence, non-rheumatic",G541000
1182,Other forms of heart disease,299985016.0,194983005.0,299985016.0,G5410,"Aortic incompetence, non-rheumatic",G541000
1183,Other forms of heart disease,299985016.0,194983005.0,299985016.0,G5410-2,"Aortic incompetence, non-rheumatic",G541000
1184,Other forms of heart disease,299985016.0,194983005.0,299985016.0,G5410-1,"Aortic incompetence, non-rheumatic",G541000
1185,Other forms of heart disease,299985016.0,194983005.0,299985016.0,G5410-99,"Aortic incompetence, non-rheumatic",G541000
1186,Other forms of heart disease,299987012.0,194983005.0,299987012.0,^ESCTAO477679,"Aortic insufficiency, non-rheumatic",G541011
1187,Other forms of heart disease,299987012.0,194983005.0,299987012.0,G5410-98,"Aortic insufficiency, non-rheumatic",G541011
1188,Other forms of heart disease,299987012.0,194983005.0,299987012.0,G5410,"Aortic insufficiency, non-rheumatic",G541011
1189,Other forms of heart disease,299987012.0,194983005.0,299987012.0,G5410-2,"Aortic insufficiency, non-rheumatic",G541011
1190,Other forms of heart disease,299987012.0,194983005.0,299987012.0,G5410-1,"Aortic insufficiency, non-rheumatic",G541011
1191,Other forms of heart disease,299987012.0,194983005.0,299987012.0,G5410-99,"Aortic insufficiency, non-rheumatic",G541011
1192,Other forms of heart disease,299986015.0,194983005.0,299986015.0,^ESCTAO477679,"Aortic regurgitation, non-rheumatic",G541012
1193,Other forms of heart disease,299986015.0,194983005.0,299986015.0,G5410-98,"Aortic regurgitation, non-rheumatic",G541012
1194,Other forms of heart disease,299986015.0,194983005.0,299986015.0,G5410,"Aortic regurgitation, non-rheumatic",G541012
1195,Other forms of heart disease,299986015.0,194983005.0,299986015.0,G5410-2,"Aortic regurgitation, non-rheumatic",G541012
1196,Other forms of heart disease,299986015.0,194983005.0,299986015.0,G5410-1,"Aortic regurgitation, non-rheumatic",G541012
1197,Other forms of heart disease,299986015.0,194983005.0,299986015.0,G5410-99,"Aortic regurgitation, non-rheumatic",G541012
1198,Other forms of heart disease,299988019.0,194984004.0,299988019.0,G5411,"Aortic stenosis, non-rheumatic",G541100
1199,Other forms of heart disease,299989010.0,60234000.0,100055018.0,G5412,Aortic valve regurgitation,G541200
1200,Other forms of heart disease,299989010.0,60234000.0,100055018.0,G5412-1,Aortic valve regurgitation,G541200
1201,Other forms of heart disease,299989010.0,60234000.0,100055018.0,G5412-2,Aortic valve regurgitation,G541200
1202,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAO347826,Aortic valve regurgitation,G541200
1203,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAR347830,Aortic valve regurgitation,G541200
1204,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAO347825,Aortic valve regurgitation,G541200
1205,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAO347828,Aortic valve regurgitation,G541200
1206,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAO347827,Aortic valve regurgitation,G541200
1207,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAI347829,Aortic valve regurgitation,G541200
1208,Other forms of heart disease,299989010.0,60234000.0,100055018.0,^ESCTAO347831,Aortic valve regurgitation,G541200
1209,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,G5412,"Aortic insufficiency alone, cause unspecified",G541211
1210,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,G5412-1,"Aortic insufficiency alone, cause unspecified",G541211
1211,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,G5412-2,"Aortic insufficiency alone, cause unspecified",G541211
1212,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAO347826,"Aortic insufficiency alone, cause unspecified",G541211
1213,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAR347830,"Aortic insufficiency alone, cause unspecified",G541211
1214,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAO347825,"Aortic insufficiency alone, cause unspecified",G541211
1215,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAO347828,"Aortic insufficiency alone, cause unspecified",G541211
1216,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAO347827,"Aortic insufficiency alone, cause unspecified",G541211
1217,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAI347829,"Aortic insufficiency alone, cause unspecified",G541211
1218,Other forms of heart disease,1222314017.0,60234000.0,100055018.0,^ESCTAO347831,"Aortic insufficiency alone, cause unspecified",G541211
1219,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,G5412,"Aortic regurgitation alone, cause unspecified",G541212
1220,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,G5412-1,"Aortic regurgitation alone, cause unspecified",G541212
1221,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,G5412-2,"Aortic regurgitation alone, cause unspecified",G541212
1222,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAO347826,"Aortic regurgitation alone, cause unspecified",G541212
1223,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAR347830,"Aortic regurgitation alone, cause unspecified",G541212
1224,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAO347825,"Aortic regurgitation alone, cause unspecified",G541212
1225,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAO347828,"Aortic regurgitation alone, cause unspecified",G541212
1226,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAO347827,"Aortic regurgitation alone, cause unspecified",G541212
1227,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAI347829,"Aortic regurgitation alone, cause unspecified",G541212
1228,Other forms of heart disease,1222315016.0,60234000.0,100055018.0,^ESCTAO347831,"Aortic regurgitation alone, cause unspecified",G541212
1229,Other forms of heart disease,299990018.0,60573004.0,100633013.0,G5413,Aortic valve stenosis,G541300
1230,Other forms of heart disease,299990018.0,60573004.0,100633013.0,G5415,Aortic valve stenosis,G541300
1231,Other forms of heart disease,299990018.0,60573004.0,100633013.0,^ESCT1192725,Aortic valve stenosis,G541300
1232,Other forms of heart disease,299990018.0,60573004.0,100633013.0,^ESCTST348389,Aortic valve stenosis,G541300
1233,Other forms of heart disease,299990018.0,60573004.0,100633013.0,^ESCTAS348391,Aortic valve stenosis,G541300
1234,Other forms of heart disease,299991019.0,194987006.0,299991019.0,G5414,Aortic valve stenosis with insufficiency,G541400
1235,Other forms of heart disease,1232103019.0,60573004.0,100633013.0,G5413,Aortic valve stenosis,G541500
1236,Other forms of heart disease,1232103019.0,60573004.0,100633013.0,G5415,Aortic valve stenosis,G541500
1237,Other forms of heart disease,1232103019.0,60573004.0,100633013.0,^ESCT1192725,Aortic valve stenosis,G541500
1238,Other forms of heart disease,1232103019.0,60573004.0,100633013.0,^ESCTST348389,Aortic valve stenosis,G541500
1239,Other forms of heart disease,1232103019.0,60573004.0,100633013.0,^ESCTAS348391,Aortic valve stenosis,G541500
1240,Other forms of heart disease,112523010.0,67754003.0,112523010.0,^ESCTSE360185,Aortic valve sclerosis,G541600
1241,Other forms of heart disease,112523010.0,67754003.0,112523010.0,G5416,Aortic valve sclerosis,G541600
1242,Other forms of heart disease,112523010.0,67754003.0,112523010.0,^ESCTAO360184,Aortic valve sclerosis,G541600
1243,Other forms of heart disease,374104011.0,250978003.0,374104011.0,G5417,Aortic valve calcification,G541700
1244,Other forms of heart disease,374104011.0,250978003.0,374104011.0,^ESCTCA529401,Aortic valve calcification,G541700
1245,Other forms of heart disease,299992014.0,8722008.0,15387019.0,Gyu56,Aortic valve disorder,G541z00
1246,Other forms of heart disease,299992014.0,8722008.0,15387019.0,G541z,Aortic valve disorder,G541z00
1247,Other forms of heart disease,299992014.0,8722008.0,15387019.0,^ESCTAV263921,Aortic valve disorder,G541z00
1248,Other forms of heart disease,299992014.0,8722008.0,15387019.0,G541,Aortic valve disorder,G541z00
1249,Other forms of heart disease,299992014.0,8722008.0,15387019.0,Gyu5A,Aortic valve disorder,G541z00
1250,Other forms of heart disease,299993016.0,194989009.0,299993016.0,Gyu5f,"Tricuspid valve disorders, non-rheumatic",G542.00
1251,Other forms of heart disease,299993016.0,194989009.0,299993016.0,G542,"Tricuspid valve disorders, non-rheumatic",G542.00
1252,Other forms of heart disease,299993016.0,194989009.0,299993016.0,G542X,"Tricuspid valve disorders, non-rheumatic",G542.00
1253,Other forms of heart disease,299993016.0,194989009.0,299993016.0,Gyu57,"Tricuspid valve disorders, non-rheumatic",G542.00
1254,Other forms of heart disease,299993016.0,194989009.0,299993016.0,^ESCTTR477684,"Tricuspid valve disorders, non-rheumatic",G542.00
1255,Other forms of heart disease,299993016.0,194989009.0,299993016.0,^ESCTTR477682,"Tricuspid valve disorders, non-rheumatic",G542.00
1256,Other forms of heart disease,299994010.0,194990000.0,299994010.0,^ESCTTR477688,"Tricuspid incompetence, non-rheumatic",G542000
1257,Other forms of heart disease,299994010.0,194990000.0,299994010.0,G5420,"Tricuspid incompetence, non-rheumatic",G542000
1258,Other forms of heart disease,299994010.0,194990000.0,299994010.0,G5420-1,"Tricuspid incompetence, non-rheumatic",G542000
1259,Other forms of heart disease,299994010.0,194990000.0,299994010.0,G5420-2,"Tricuspid incompetence, non-rheumatic",G542000
1260,Other forms of heart disease,299994010.0,194990000.0,299994010.0,G5420-99,"Tricuspid incompetence, non-rheumatic",G542000
1261,Other forms of heart disease,299995011.0,194990000.0,299995011.0,^ESCTTR477688,"Tricuspid insufficiency, non-rheumatic",G542011
1262,Other forms of heart disease,299995011.0,194990000.0,299995011.0,G5420,"Tricuspid insufficiency, non-rheumatic",G542011
1263,Other forms of heart disease,299995011.0,194990000.0,299995011.0,G5420-1,"Tricuspid insufficiency, non-rheumatic",G542011
1264,Other forms of heart disease,299995011.0,194990000.0,299995011.0,G5420-2,"Tricuspid insufficiency, non-rheumatic",G542011
1265,Other forms of heart disease,299995011.0,194990000.0,299995011.0,G5420-99,"Tricuspid insufficiency, non-rheumatic",G542011
1266,Other forms of heart disease,299996012.0,194990000.0,299996012.0,^ESCTTR477688,"Tricuspid regurgitation, non-rheumatic",G542012
1267,Other forms of heart disease,299996012.0,194990000.0,299996012.0,G5420,"Tricuspid regurgitation, non-rheumatic",G542012
1268,Other forms of heart disease,299996012.0,194990000.0,299996012.0,G5420-1,"Tricuspid regurgitation, non-rheumatic",G542012
1269,Other forms of heart disease,299996012.0,194990000.0,299996012.0,G5420-2,"Tricuspid regurgitation, non-rheumatic",G542012
1270,Other forms of heart disease,299996012.0,194990000.0,299996012.0,G5420-99,"Tricuspid regurgitation, non-rheumatic",G542012
1271,Other forms of heart disease,299997015.0,194991001.0,299997015.0,^ESCTTR477690,"Tricuspid stenosis, non-rheumatic",G542100
1272,Other forms of heart disease,299997015.0,194991001.0,299997015.0,G5421,"Tricuspid stenosis, non-rheumatic",G542100
1273,Other forms of heart disease,299997015.0,194991001.0,299997015.0,G5421-99,"Tricuspid stenosis, non-rheumatic",G542100
1274,Other forms of heart disease,297501000006112.0,194992008.0,299998013.0,G5422,Nonrheumatic tricuspid valve stenosis with insufficiency,G542200
1275,Other forms of heart disease,297501000006112.0,194992008.0,299998013.0,^ESCTNO477691,Nonrheumatic tricuspid valve stenosis with insufficiency,G542200
1276,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,Gyu5f,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1277,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,G542,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1278,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,G542X,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1279,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,Gyu57,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1280,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,^ESCTTR477684,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1281,Other forms of heart disease,297491000006116.0,194989009.0,2957051016.0,^ESCTTR477682,"Nonrheumatic tricuspid valve disorder, unspecified",G542X00
1282,Other forms of heart disease,300000019.0,20721001.0,34866017.0,G542z,Tricuspid valve disorders NOS,G542z00
1283,Other forms of heart disease,300000019.0,20721001.0,34866017.0,G140,Tricuspid valve disorders NOS,G542z00
1284,Other forms of heart disease,300000019.0,20721001.0,34866017.0,Gyu12,Tricuspid valve disorders NOS,G542z00
1285,Other forms of heart disease,300000019.0,20721001.0,34866017.0,Gyu5B,Tricuspid valve disorders NOS,G542z00
1286,Other forms of heart disease,694371000006117.0,195002007.0,300013013.0,Gyu5D,Multiple valve diseases,G544.00
