Condition,MedCode,Term
Systemic connective tissue disorders,91741000006119,Transvesical prostatectomy
Systemic connective tissue disorders,3012981000006110,"Calcinosis, Raynaud's phenomenon, esophageal dysmotility, sclerodactyly, and telangiectasia (CREST) syndrome"
Systemic connective tissue disorders,3599371000006116,RPP - Retropubic prostatectomy
Systemic connective tissue disorders,3012971000006112,"Calcinosis, Raynaud's phenomenon, oesophageal dysmotility, sclerodactyly, and telangiectasia (CREST) syndrome"
Systemic connective tissue disorders,3013001000006114,"Calcinosis, Raynaud's phenomenon, esophageal dysmotility, sclerodactyly, and telangiectasia syndrome"
Systemic connective tissue disorders,3012941000006116,"CREST - Calcinosis, Raynaud's phenomenon, sclerodactyly, oesophageal involvement, telangiectasia syndrome"
Systemic connective tissue disorders,1232948019,Millin retropubic prostatectomy
Systemic connective tissue disorders,3012931000006114,"CREST - Calcinosis, Raynaud's phenomenon, oesophageal dysfunction, sclerodactyly, telangiectasia"
Systemic connective tissue disorders,607151000006118,Cystourethrectomy
Systemic connective tissue disorders,309416016,Systemic sclerosis induced by drugs and chemicals
Systemic connective tissue disorders,867391000006117,Total cystectomy +urethrectomy
Systemic connective tissue disorders,988141000006116,Total cystectomy +urethrectomy
Systemic connective tissue disorders,272629015,Radical cystourethrectomy - female
Systemic connective tissue disorders,5850801000006113,Systemic sclerosis with limited cutaneous involvement
Systemic connective tissue disorders,4770951000006114,Myopathy due to systemic sclerosis
Systemic connective tissue disorders,5850811000006111,Limited cutaneous systemic sclerosis
Systemic connective tissue disorders,4782401000006112,Scleroderma lung disease
Systemic connective tissue disorders,272628011,Radical cystoprostatourethrectomy
Systemic connective tissue disorders,297644019,Myopathy due to scleroderma
Systemic connective tissue disorders,301716018,Lung disease with systemic sclerosis
Systemic connective tissue disorders,354512012,Renal involvement in scleroderma
Systemic connective tissue disorders,867381000006115,Cystoprostatectomy
Systemic connective tissue disorders,1785104011,Acrosclerosis
Systemic connective tissue disorders,354513019,Acute scleroderma renal crisis
