Condition,MedCode,Term
Coronary heart disease,271094017,Allograft replacement of four or more coronary arteries
Coronary heart disease,271095016,Other specified allograft replacement of coronary artery
Coronary heart disease,271096015,Allograft replacement of coronary artery NOS
Coronary heart disease,271098019,Prosthetic replacement of coronary artery
Coronary heart disease,271097012,Prosthetic bypass of coronary artery
Coronary heart disease,271099010,Prosthetic replacement of one coronary artery
Coronary heart disease,271100019,Prosthetic replacement of two coronary arteries
Coronary heart disease,271101015,Prosthetic replacement of three coronary arteries
Coronary heart disease,271102010,Prosthetic replacement of four or more coronary arteries
Coronary heart disease,271104011,Prosthetic replacement of coronary artery NOS
Coronary heart disease,271114019,Connection of mammary artery to coronary artery
Coronary heart disease,271115018,Creation of bypass from mammary artery to coronary artery
Coronary heart disease,394286010,Double anastomosis of mammary arteries to coronary arteries
Coronary heart disease,628021000006118,Double implantation of mammary arteries into coronary arteries
Coronary heart disease,405092018,Single anastomosis of mammary artery to coronary artery NEC
Coronary heart disease,411159010,LIMA single anastomosis
Coronary heart disease,411160017,RIMA single anastomosis
Coronary heart disease,271126012,Single implantation of mammary artery into coronary artery
Coronary heart disease,589721000006114,Connection of mammary artery to coronary artery OS
Coronary heart disease,271128013,Connection of mammary artery to coronary artery NOS
Coronary heart disease,271129017,Connection of other thoracic artery to coronary artery
Coronary heart disease,627951000006112,Double anastom thoracic arteries to coronary arteries NEC
Coronary heart disease,271132019,Single anastomosis of thoracic artery to coronary artery NEC
Coronary heart disease,142431000006114,Single implantation thoracic artery into coronary artery NEC
Coronary heart disease,271135017,Connection of other thoracic artery to coronary artery NOS
Coronary heart disease,1221061012,Open angioplasty of coronary artery
Coronary heart disease,238821000006111,Percutaneous balloon coronary angioplasty
Coronary heart disease,238641000006117,Percutaneous transluminal balloon angioplasty of one coronary artery
Coronary heart disease,238571000006114,Percutaneous transluminal balloon angioplasty of multiple coronary arteries
Coronary heart disease,238561000006119,Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery
Coronary heart disease,1547311000006116,Percutaneous transluminal cutting balloon angioplasty of coronary artery
Coronary heart disease,89731000006112,Transluminal balloon angioplasty of coronary artery OS
Coronary heart disease,271148018,Transluminal balloon angioplasty of coronary artery NOS
Coronary heart disease,484402013,Percutaneous transluminal laser coronary angioplasty
Coronary heart disease,1785743019,Rotary blade coronary angioplasty
Coronary heart disease,2536354015,Insertion of coronary artery stent
Coronary heart disease,311461000000116,Insertion of drug-eluting coronary artery stent
Coronary heart disease,354901000000117,Percutaneous transluminal atherectomy of coronary artery
Coronary heart disease,271162013,Endarterectomy of coronary artery
Coronary heart disease,271165010,Other replacement of coronary artery
Coronary heart disease,271166011,Replacement of coronary arteries using multiple methods
Coronary heart disease,271167019,Other specified replacement of coronary artery
Coronary heart disease,271168012,Replacement of coronary artery NOS
Coronary heart disease,271169016,Coronary artery bypass graft
Coronary heart disease,271170015,Other specified other bypass of coronary artery
Coronary heart disease,271171016,Other bypass of coronary artery NOS
Coronary heart disease,1547631000006117,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery
Coronary heart disease,1547641000006110,Percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery
Coronary heart disease,1547651000006112,Perc tran ball angio ins 3 or more drug elut stents cor art
Coronary heart disease,1547661000006114,Perc translum balloon angioplasty insert 1-2 stents cor art
Coronary heart disease,1547671000006119,Percutaneous cor balloon angiop 3 more stents cor art NEC
Coronary heart disease,1547681000006116,OS perc translumina balloon angioplast stenting coronary art
Coronary heart disease,1547691000006118,Perc translum balloon angioplasty stenting coronary art NOS
Coronary heart disease,272107018,Percutaneous balloon angioplasty of artery
Coronary heart disease,272117011,Rotary blade angioplasty
Coronary heart disease,1548361000006119,Percutaneous endarterectomy
Coronary heart disease,2675882017,Percutaneous transluminal balloon angioplasty of artery
Coronary heart disease,272295013,Peroperative angioplasty
Coronary heart disease,456362017,Prosthetic graft patch angioplasty
Coronary heart disease,456363010,Percutaneous transluminal angioplasty of vascular graft
Coronary heart disease,616081000006113,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction
Coronary heart disease,451425016,Antianginal therapy
Coronary heart disease,1488440011,Coronary heart disease medication review
Coronary heart disease,585631000000113,Emergency hospital admission for ischaemic heart disease
Coronary heart disease,2534664018,Ischaemic heart disease
Coronary heart disease,2536393012,Arteriosclerotic heart disease
Coronary heart disease,89332015,Atherosclerotic heart disease
Coronary heart disease,2537480011,IHD - Ischaemic heart disease
Coronary heart disease,94884017,Acute myocardial infarction
Coronary heart disease,219521000000119,Attack - heart
Coronary heart disease,1786197015,Coronary thrombosis
Coronary heart disease,537751000006115,Cardiac rupture after acute myocardial infarction
Coronary heart disease,37443015,Heart attack
Coronary heart disease,219531000000117,MI - acute myocardial infarction
Coronary heart disease,1786198013,Thrombosis - coronary
Coronary heart disease,350376014,Silent myocardial infarction
Coronary heart disease,455641000006112,Acute anterolateral myocardial infarction
Coronary heart disease,299707016,Acute anterior myocardial infarction
Coronary heart disease,299708014,Acute anteroapical infarction
Coronary heart disease,455651000006114,Acute anteroseptal myocardial infarction
Coronary heart disease,299709018,Anterior myocardial infarction NOS
Coronary heart disease,457531000006110,Acute inferolateral myocardial infarction
Coronary heart disease,1234005010,Acute inferoposterior infarction
Coronary heart disease,299710011,Acute posterior myocardial infarction
Coronary heart disease,299711010,Acute lateral myocardial infarction
Coronary heart disease,299712015,True posterior myocardial infarction
Coronary heart disease,116992017,Acute subendocardial infarction
Coronary heart disease,450322013,Acute non-Q wave infarction
Coronary heart disease,1780501013,Acute non-ST segment elevation myocardial infarction
Coronary heart disease,299714019,Acute myocardial infarction of inferior wall
Coronary heart disease,447324018,Acute Q-wave infarct
Coronary heart disease,1235655012,Mural thrombosis
Coronary heart disease,967931000006114,Acute myocardial infarction of posterolateral wall
Coronary heart disease,460681000006116,Acute transmural myocardial infarction of unspecif site
Coronary heart disease,1780491019,Acute ST segment elevation myocardial infarction
Coronary heart disease,299718016,Other acute myocardial infarction
Coronary heart disease,299719012,Acute atrial infarction
Coronary heart disease,1218860015,Acute papillary muscle infarction
Coronary heart disease,1234306015,Acute septal infarction
Coronary heart disease,299720018,Other acute myocardial infarction NOS
Coronary heart disease,299721019,Acute myocardial infarction NOS
Coronary heart disease,39111000006114,Other acute and subacute ischaemic heart disease
Coronary heart disease,109915012,Post-myocardial infarction syndrome
Coronary heart disease,109916013,Dressler's syndrome
Coronary heart disease,7844010,Preinfarction syndrome
Coronary heart disease,7847015,Crescendo angina
Coronary heart disease,494260016,Impending infarction
Coronary heart disease,72571000006115,Unstable angina
Coronary heart disease,482811000006113,Angina at rest
Coronary heart disease,682481000006118,Myocardial infarction aborted
Coronary heart disease,2619484018,MI - Myocardial infarction aborted
Coronary heart disease,7845011,Unstable angina
Coronary heart disease,498328016,Angina at rest
Coronary heart disease,459487012,Refractory angina
Coronary heart disease,494261017,Worsening angina
Coronary heart disease,1488382011,Acute coronary syndrome
Coronary heart disease,299741012,Preinfarction syndrome
Coronary heart disease,299742017,Coronary thrombosis not resulting in myocardial infarction
Coronary heart disease,299723016,Other acute and subacute ischaemic heart disease
Coronary heart disease,299745015,Acute coronary insufficiency
Coronary heart disease,1229885017,Microinfarction of heart
Coronary heart disease,494438016,Subendocardial ischaemia
Coronary heart disease,459488019,Transient myocardial ischaemia
Coronary heart disease,299750014,Other acute and subacute ischaemic heart disease NOS
Coronary heart disease,4031011,Old myocardial infarction
Coronary heart disease,4032016,Healed myocardial infarction
Coronary heart disease,230021000006115,Personal history of myocardial infarction
Coronary heart disease,299757012,Angina pectoris
Coronary heart disease,98087016,Angina decubitus
Coronary heart disease,59952018,Nocturnal angina
Coronary heart disease,299763015,Angina decubitus NOS
Coronary heart disease,482941000006119,Angina pectoris NOS
Coronary heart disease,32122016,Status anginosus
Coronary heart disease,299758019,Stenocardia
Coronary heart disease,36036010,Syncope anginosa
Coronary heart disease,442204010,Angina on effort
Coronary heart disease,338974012,Ischaemic chest pain
Coronary heart disease,458410010,Post infarct angina
Coronary heart disease,350350014,New onset angina
Coronary heart disease,350348018,Stable angina
Coronary heart disease,299765010,Angina pectoris NOS
Coronary heart disease,299776014,Chronic ischaemic heart disease
Coronary heart disease,595731000006114,Coronary atherosclerosis
Coronary heart disease,2536395017,Coronary artery disease
Coronary heart disease,299796018,Ischaemic cardiomyopathy
Coronary heart disease,350354017,Silent myocardial ischaemia
Coronary heart disease,299800012,Other specified chronic ischaemic heart disease
Coronary heart disease,2537483013,Chronic coronary insufficiency
Coronary heart disease,2534674015,Chronic myocardial ischaemia
Coronary heart disease,299804015,Other specified chronic ischaemic heart disease NOS
Coronary heart disease,299805019,Other chronic ischaemic heart disease NOS
Coronary heart disease,459859010,Asymptomatic coronary heart disease
Coronary heart disease,299808017,Subsequent myocardial infarction
Coronary heart disease,299811016,Subsequent myocardial infarction of anterior wall
Coronary heart disease,299812011,Subsequent myocardial infarction of inferior wall
Coronary heart disease,299813018,Subsequent myocardial infarction of other sites
Coronary heart disease,118831000006118,Subsequent myocardial infarction of unspecified site
Coronary heart disease,543291000006110,Myocardial infarction with complication
Coronary heart disease,813961000006116,Haemopericardium as current complication following acute myocardial infarction
Coronary heart disease,498031000006112,Atrial septal defect as current complication following acute myocardial infarction
Coronary heart disease,67081000006119,Ventricular septal defect as current complication following acute myocardial infarction
Coronary heart disease,158601000006116,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
Coronary heart disease,158611000006118,Rupture of chordae tendinae as current complication following acute myocardial infarction
Coronary heart disease,159001000006119,Rupture of papillary muscle as current complication following acute myocardial infarction
Coronary heart disease,100681000006116,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
Coronary heart disease,208365015,Postoperative myocardial infarction
Coronary heart disease,212061000006119,Postoperative transmural myocardial infarction of anterior wall
Coronary heart disease,212071000006114,Postoperative transmural myocardial infarction of inferior wall
Coronary heart disease,455422014,Postoperative subendocardial myocardial infarction
Coronary heart disease,455423016,"Postoperative myocardial infarction, unspecified"
Coronary heart disease,299834013,Other specified ischaemic heart disease
Coronary heart disease,299835014,Ischaemic heart disease NOS
Coronary heart disease,216351000006118,Post infarction pericarditis
Coronary heart disease,394541000006112,[X]Ischaemic heart diseases
Coronary heart disease,300874013,[X]Other forms of angina pectoris
Coronary heart disease,300876010,[X]Other forms of acute ischaemic heart disease
Coronary heart disease,300879015,[X]Other forms of chronic ischaemic heart disease
Coronary heart disease,362461000006119,[X]Acute transmural myocardial infarction of unspecif site
Coronary heart disease,324808010,Mechanical complication of coronary bypass
Coronary heart disease,2160096015,Coronary artery bypass graft occlusion
