Condition,MedCode,Term
Conductive and sensorineural hearing loss,12728821000006116,"deaf mutism, nec"
Conductive and sensorineural hearing loss,918681000006119,deafness
Conductive and sensorineural hearing loss,12727231000006118,deafness nos
Conductive and sensorineural hearing loss,423945013,does use hearing aid
Conductive and sensorineural hearing loss,2740721000006112,hard of hearing
Conductive and sensorineural hearing loss,982621000006118,hearing impaired
Conductive and sensorineural hearing loss,2740731000006110,hearing impairment
Conductive and sensorineural hearing loss,2740771000006113,hi - hearing impairment
Conductive and sensorineural hearing loss,2740761000006118,hl - hearing loss
Conductive and sensorineural hearing loss,2740711000006116,hoh - hard of hearing
Conductive and sensorineural hearing loss,4574411000006111,o/e - conductive deafness
Conductive and sensorineural hearing loss,918711000006118,partial deafness
Conductive and sensorineural hearing loss,11902971000006110,unilateral deafness
Conductive and sensorineural hearing loss,918701000006116,unilateral deafness
Conductive and sensorineural hearing loss,5696501000006110,uses hearing aid
Conductive and sensorineural hearing loss,987421000006118,uses hearing loop
Conductive and sensorineural hearing loss,608101000006118,Deafness
Conductive and sensorineural hearing loss,407075014,Deafness symptom
Conductive and sensorineural hearing loss,253161014,Unilateral deafness
Conductive and sensorineural hearing loss,470343013,Partial deafness
Conductive and sensorineural hearing loss,253163012,Bilateral deafness
Conductive and sensorineural hearing loss,1484996016,Hearing aid problem
Conductive and sensorineural hearing loss,411844019,O/E - deaf
Conductive and sensorineural hearing loss,255426014,O/E - significantly deaf
Conductive and sensorineural hearing loss,255427017,O/E - very deaf
Conductive and sensorineural hearing loss,255428010,O/E - completely deaf
Conductive and sensorineural hearing loss,255434015,O/E - conductive deafness
Conductive and sensorineural hearing loss,255435019,O/E - perceptive deafness
Conductive and sensorineural hearing loss,413668018,Hearing aid worn
Conductive and sensorineural hearing loss,298231000000110,Uses hearing loop
Conductive and sensorineural hearing loss,361091000000119,Placement of hearing implant in external ear
Conductive and sensorineural hearing loss,2693867016,Attention to hearing implant in external ear
Conductive and sensorineural hearing loss,772531000006119,Insertn bone anchors subcutaneous bone anchored hearing aid
Conductive and sensorineural hearing loss,360771000000113,Placement of hearing implant in middle ear
Conductive and sensorineural hearing loss,2695992016,Attention to hearing implant in middle ear
Conductive and sensorineural hearing loss,2675905016,Attachment of bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,1542771000006110,Reduction soft tissue for bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,360731000000111,Attention to fixtures for bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,1586391000006119,One stage insert fixtures bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,1586401000006117,Fitting external hearing prosthesis bone anchored fixtures
Conductive and sensorineural hearing loss,1586411000006119,First stge ins fixtures for bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,1586421000006110,Second stage ins fixtures for bone anchored hearing prosth
Conductive and sensorineural hearing loss,1542791000006111,Other specified attachment bone anchored hearing prosthesis
Conductive and sensorineural hearing loss,378241000000119,Attachment of bone anchored hearing prosthesis NOS
Conductive and sensorineural hearing loss,419723011,Hearing aid provision
Conductive and sensorineural hearing loss,283069016,Provide head worn hearing aid
Conductive and sensorineural hearing loss,283070015,Provide body worn hearing aid
Conductive and sensorineural hearing loss,283071016,Ear fitting hearing aid
Conductive and sensorineural hearing loss,283072011,Replace hearing aid battery
Conductive and sensorineural hearing loss,283305018,Deafness remedial therapy
Conductive and sensorineural hearing loss,283308016,Deafness remedial therapy NOS
Conductive and sensorineural hearing loss,185541000006117,Referral to hearing aid clinic
Conductive and sensorineural hearing loss,1488593014,Hearing aid requested
Conductive and sensorineural hearing loss,457008018,Seen in hearing aid clinic
Conductive and sensorineural hearing loss,1779881000000115,Requires deafblind communicator guide
Conductive and sensorineural hearing loss,286780017,Rubella deafness
Conductive and sensorineural hearing loss,207971000006112,Presbyacusis
Conductive and sensorineural hearing loss,148351000006111,Senile presbyacusis
Conductive and sensorineural hearing loss,121916015,Noise-induced hearing loss
Conductive and sensorineural hearing loss,587171000006119,Noise induced deafness
Conductive and sensorineural hearing loss,25788011,Hearing loss
Conductive and sensorineural hearing loss,25785014,Deafness
Conductive and sensorineural hearing loss,73470015,Conductive hearing loss
Conductive and sensorineural hearing loss,73473018,Conductive deafness
Conductive and sensorineural hearing loss,299240012,Unspecified conductive hearing loss
Conductive and sensorineural hearing loss,299241011,Conductive hearing loss due to disorder of external ear
Conductive and sensorineural hearing loss,299242016,Conductive hearing loss due to disorder of tympanic membrane
Conductive and sensorineural hearing loss,299243014,Conductive hearing loss due to disorder of middle ear
Conductive and sensorineural hearing loss,299244015,Conductive hearing loss due to disorder of inner ear
Conductive and sensorineural hearing loss,299245019,"Conductive hearing loss, bilateral"
Conductive and sensorineural hearing loss,578361000006118,"Conduct hear loss,unilat+unrestric hearing on contralat side"
Conductive and sensorineural hearing loss,299247010,Combined conductive hearing loss
Conductive and sensorineural hearing loss,299248017,Conductive hearing loss NOS
Conductive and sensorineural hearing loss,100850012,Sensorineural hearing loss
Conductive and sensorineural hearing loss,822981000006112,High frequency deafness
Conductive and sensorineural hearing loss,733941000006114,Low frequency deafness
Conductive and sensorineural hearing loss,100857010,Perceptive deafness
Conductive and sensorineural hearing loss,100856018,Perceptive hearing loss
Conductive and sensorineural hearing loss,299255015,Unspecified perceptive hearing loss
Conductive and sensorineural hearing loss,141844010,Sensory hearing loss
Conductive and sensorineural hearing loss,121849011,Neural hearing loss
Conductive and sensorineural hearing loss,502417018,Nerve deafness
Conductive and sensorineural hearing loss,113719012,Central hearing loss
Conductive and sensorineural hearing loss,399507018,Ototoxicity - deafness
Conductive and sensorineural hearing loss,411470013,Drug ototoxicity - deafness
Conductive and sensorineural hearing loss,299259014,"Sensorineural hearing loss, bilateral"
Conductive and sensorineural hearing loss,148551000006115,"Sensorineurl hear loss,unilat unrestrict hear/contralat side"
Conductive and sensorineural hearing loss,2264121000000111,Bilateral profound sensorineural hearing loss
Conductive and sensorineural hearing loss,2226361000000116,Profound sensorineural hearing loss
Conductive and sensorineural hearing loss,2226281000000116,Moderate sensorineural hearing loss
Conductive and sensorineural hearing loss,2226381000000114,Mild sensorineural hearing loss
Conductive and sensorineural hearing loss,2226301000000116,Severe sensorineural hearing loss
Conductive and sensorineural hearing loss,299261017,Combined perceptive hearing loss
Conductive and sensorineural hearing loss,299262012,Perceptive hearing loss NOS
Conductive and sensorineural hearing loss,1234118017,Mixed conductive and sensorineural deafness
Conductive and sensorineural hearing loss,1234119013,Mixed hearing loss
Conductive and sensorineural hearing loss,700951000006112,"Mix cond/sensneurl hear loss,unlat unrestrc hear/contrlat sd"
Conductive and sensorineural hearing loss,299264013,"Mixed conductive and sensorineural hearing loss, bilateral"
Conductive and sensorineural hearing loss,299265014,"Deaf mutism, NEC"
Conductive and sensorineural hearing loss,348076010,High frequency deafness
Conductive and sensorineural hearing loss,70962017,Low frequency deafness
Conductive and sensorineural hearing loss,1173611000000119,Mild acquired hearing loss
Conductive and sensorineural hearing loss,1173631000000110,Moderate acquired hearing loss
Conductive and sensorineural hearing loss,1173651000000115,Severe acquired hearing loss
Conductive and sensorineural hearing loss,1173671000000112,Profound acquired hearing loss
Conductive and sensorineural hearing loss,1668111000000114,Deafened
Conductive and sensorineural hearing loss,299266010,Other specified forms of hearing loss
Conductive and sensorineural hearing loss,399508011,Deafness NOS
Conductive and sensorineural hearing loss,348075014,Chronic deafness
Conductive and sensorineural hearing loss,477221017,Hearing impairment
Conductive and sensorineural hearing loss,2773231012,Combined visual and hearing impairment
Conductive and sensorineural hearing loss,299550012,"[X]Deaf mutism, not elsewhere classified"
Conductive and sensorineural hearing loss,299551011,[X]Other specified hearing loss
Conductive and sensorineural hearing loss,313148014,Ear anomalies with hearing impairment
Conductive and sensorineural hearing loss,313149018,"Ear anomalies with hearing impaired, unspecified"
Conductive and sensorineural hearing loss,313159017,Other external ear anomaly with hearing impairment
Conductive and sensorineural hearing loss,313164018,Other external ear anomaly with hearing impairment NOS
Conductive and sensorineural hearing loss,400791015,Other and unspecified ear anomaly with hearing impaired
Conductive and sensorineural hearing loss,313177010,Ear anomaly with hearing impaired NOS
Conductive and sensorineural hearing loss,1848531000006116,"Diab insipidus,diab mell,optic atrophy and deafness"
Conductive and sensorineural hearing loss,0,Ability to use hearing aid
Conductive and sensorineural hearing loss,0,Able to use hearing aid
Conductive and sensorineural hearing loss,0,Does use hearing aid
Conductive and sensorineural hearing loss,0,Uses hearing aid
Conductive and sensorineural hearing loss,0,Difficulty using hearing aid
Conductive and sensorineural hearing loss,0,Fit hearing aid
Conductive and sensorineural hearing loss,0,Adjust hearing aid settings
Conductive and sensorineural hearing loss,0,Changing hearing aid battery
Conductive and sensorineural hearing loss,0,Checking hearing aid
Conductive and sensorineural hearing loss,0,Switching on hearing aid
Conductive and sensorineural hearing loss,0,Turning off hearing aid
Conductive and sensorineural hearing loss,0,Putting on hearing aid
Conductive and sensorineural hearing loss,0,Listening for feedback whistle of hearing aid
Conductive and sensorineural hearing loss,0,Attention to hearing aid
Conductive and sensorineural hearing loss,0,Fit ear mould for existing hearing aid
Conductive and sensorineural hearing loss,0,Fit ear mould for hearing protection
Conductive and sensorineural hearing loss,0,Hearing aid provision
Conductive and sensorineural hearing loss,0,Hearing loss
Conductive and sensorineural hearing loss,0,Deafness
Conductive and sensorineural hearing loss,0,Hard of hearing
Conductive and sensorineural hearing loss,0,HI - Hearing impairment
Conductive and sensorineural hearing loss,0,HL - Hearing loss
Conductive and sensorineural hearing loss,0,HOH - Hard of hearing
Conductive and sensorineural hearing loss,0,Hearing impairment
Conductive and sensorineural hearing loss,0,Hearing impaired
Conductive and sensorineural hearing loss,0,Referral to registered hearing aid dispenser
Conductive and sensorineural hearing loss,0,Deaf telephone user
Conductive and sensorineural hearing loss,0,Deaf-blind telephone user
Conductive and sensorineural hearing loss,460695014,[V]Presence of external hearing-aid
Conductive and sensorineural hearing loss,669051000000119,[V]Bone anchored hearing aid in situ
Conductive and sensorineural hearing loss,460872015,[V]Fitting or adjustment of hearing aid
Conductive and sensorineural hearing loss,460886016,[V]Adjustment and management of implanted hearing device
