Condition,MedCode,Term
Other forms of heart disease,317327019,"[D]Tachycardia, unspecified"
Other forms of heart disease,1230146013,Cardiac dysrhythmias
Other forms of heart disease,2553651000006116,Heart rate fast
Other forms of heart disease,300119010,Paroxysmal supraventricular tachycardia NOS
Other forms of heart disease,5590611000006118,Atrial tachycardia
Other forms of heart disease,3309351000006110,Multifocal atrial tachycardia
Other forms of heart disease,4777361000006111,PAT
Other forms of heart disease,4777381000006118,PAT - Paroxysmal atrial tachycardia
Other forms of heart disease,4777451000006119,Nodal paroxysmal tachycardia
Other forms of heart disease,4777351000006114,Atrial paroxysmal tachycardia
Other forms of heart disease,4777431000006114,Junctional paroxysmal tachycardia
Other forms of heart disease,4777411000006115,Atrioventricular paroxysmal tachycardia
Other forms of heart disease,4777401000006118,AV paroxysmal tachycardia
Other forms of heart disease,111643014,Paroxysmal supraventricular tachycardia
Other forms of heart disease,300167017,Supraventricular tachycardia NOS
Other forms of heart disease,300110014,Paroxysmal atrioventricular tachycardia
Other forms of heart disease,300111013,Paroxysmal junctional tachycardia
Other forms of heart disease,2602941000006117,SVT - Supraventricular tachycardia
Other forms of heart disease,300106011,Paroxysmal atrial tachycardia
Other forms of heart disease,884361000006119,Parox. supravent. tachycardia
Other forms of heart disease,300114017,Paroxysmal nodal tachycardia
Other forms of heart disease,2908961000006115,VT - Ventricular tachycardia
Other forms of heart disease,42864016,Ventricular tachycardia
Other forms of heart disease,110733013,Paroxysmal ventricular tachycardia
Other forms of heart disease,884371000006114,Paroxysmal ventric. tachyc.
Other forms of heart disease,3299911000006116,AF - Atrial fibrillation
Other forms of heart disease,5669611000006119,Intermittent atrial fibrillation
Other forms of heart disease,5669601000006117,PAF - Paroxysmal atrial fibrillation
Other forms of heart disease,5669591000006113,AF - Paroxysmal atrial fibrillation
Other forms of heart disease,2675306013,Paroxysmal atrial flutter
Other forms of heart disease,82343012,Atrial fibrillation
Other forms of heart disease,421235014,Paroxysmal atrial fibrillation
Other forms of heart disease,636701000000115,Persistent atrial fibrillation
Other forms of heart disease,2675253013,Chronic atrial fibrillation
Other forms of heart disease,7803631000006115,Atrial flutter type I
Other forms of heart disease,9988012,Atrial flutter
Other forms of heart disease,2608211000000115,Typical atrial flutter
Other forms of heart disease,7803641000006114,Atrial flutter type 1
Other forms of heart disease,9868941000006116,Atrial flutter type 2
Other forms of heart disease,9868951000006120,Atrial flutter type II
Other forms of heart disease,2608251000000116,Atypical atrial flutter
Other forms of heart disease,300132017,Atrial fibrillation and flutter NOS
Other forms of heart disease,5057281000006117,NRAF - Non-rheumatic atrial fibrillation
Other forms of heart disease,300130013,Atrial fibrillation and flutter
Other forms of heart disease,350465014,Non-rheumatic atrial fibrillation
Other forms of heart disease,636721000000112,Permanent atrial fibrillation
Other forms of heart disease,300134016,Ventricular fibrillation and flutter NOS
Other forms of heart disease,537191000006113,Cardiac arrest-ventricular fibrillation
Other forms of heart disease,119481012,Ventricular fibrillation
Other forms of heart disease,178509016,Ventricular flutter
Other forms of heart disease,300133010,Ventricular fibrillation and flutter
Other forms of heart disease,3669671000006119,VF - Ventricular fibrillation
Other forms of heart disease,5721991000006119,Atrial premature depolarization
Other forms of heart disease,426568019,Atrial premature depolarization
Other forms of heart disease,5721971000006115,Atrial premature complex
Other forms of heart disease,374316010,Junctional premature depolarization
Other forms of heart disease,5296301000006115,Junctional premature depolarisation
Other forms of heart disease,5296311000006117,Junctional premature depolarization
Other forms of heart disease,5296281000006119,Junctional premature complex
Other forms of heart disease,5296291000006116,AV junctional (nodal) premature beats
Other forms of heart disease,374331018,Ventricular premature depolarization
Other forms of heart disease,2775091000006119,Ventricular premature systoles
Other forms of heart disease,5296451000006111,Ventricular ectopic complex
Other forms of heart disease,5296471000006118,Ventricular premature depolarization
Other forms of heart disease,2775101000006113,Ventricular extrasystoles
Other forms of heart disease,5296441000006114,Ventricular premature complex
Other forms of heart disease,5296481000006115,Premature ventricular complex
Other forms of heart disease,2775071000006115,Ventricular premature beats
Other forms of heart disease,2619422017,Ventricular ectopic beats
Other forms of heart disease,2775081000006117,Ventricular premature contractions
Other forms of heart disease,395770011,Ectopic beats unspecified
Other forms of heart disease,3037541000006118,Ectopic rhythm abnormality
Other forms of heart disease,4586441000006114,Electrocardiogram: extrasystole
Other forms of heart disease,2978171000006115,Extrasystolic arrhythmia
Other forms of heart disease,4586401000006112,Electrocardiogram: ectopic beats
Other forms of heart disease,3534111000006116,Supraventricular premature contraction
Other forms of heart disease,214431000006114,Premature beats
Other forms of heart disease,3534091000006113,Supraventricular extrasystoles
Other forms of heart disease,3534081000006110,Supraventricular premature beats
Other forms of heart disease,55752016,Ectopic beats
Other forms of heart disease,256470013,ECG: ectopic beats
Other forms of heart disease,256472017,ECG: extrasystole
Other forms of heart disease,49718019,Extrasystoles
Other forms of heart disease,256475015,ECG: ectopic beats NOS
Other forms of heart disease,884381000006112,Ectopic beats/extrasystoles
Other forms of heart disease,300155019,Ectopic beats NOS
Other forms of heart disease,117041000006118,Supraventricular ectopic beats
Other forms of heart disease,2978181000006117,Ectopics
Other forms of heart disease,60214017,Sick sinus syndrome
Other forms of heart disease,3481481000006116,Coronary sinus rhythm disorder
Other forms of heart disease,3667611000006116,Nodal arrhythmia
Other forms of heart disease,2653651000006112,Prolonged Q-T interval syndrome
Other forms of heart disease,119266015,Nodal rhythm disorder
Other forms of heart disease,2653641000006110,Long QT syndrome
Other forms of heart disease,119267012,Sinus arrhythmia
Other forms of heart disease,300164012,Wandering atrial pacemaker
Other forms of heart disease,1235983011,Long Q-T syndrome
Other forms of heart disease,2576883015,Brugada syndrome
Other forms of heart disease,300163018,Sinoatrial node dysfunction NOS
Other forms of heart disease,371151012,Heart beats irregular
Other forms of heart disease,6219971000006116,Irregular heart beat
Other forms of heart disease,395772015,Heart failure NOS
Other forms of heart disease,1816101000006112,Right ventricular failure
Other forms of heart disease,223981000000118,Cardiac failure NOS
Other forms of heart disease,3182561000006118,CHF - Congestive heart failure
Other forms of heart disease,3182541000006117,Congestive cardiac failure
Other forms of heart disease,525741000006111,Breathlessness symptom
Other forms of heart disease,633381000006111,Dyspnoea - symptom
Other forms of heart disease,4005301000006111,Biventricular failure
Other forms of heart disease,3182531000006110,Congestive heart disease
Other forms of heart disease,7264231000006114,Generalized edema
Other forms of heart disease,3868351000006116,Cardiac insufficiency
Other forms of heart disease,3182551000006115,CCF - Congestive cardiac failure
Other forms of heart disease,7321121000006118,Heart failure with preserved ejection fraction
Other forms of heart disease,7264221000006110,Generalised oedema
Other forms of heart disease,5497741000006119,Breathless
Other forms of heart disease,5497731000006112,Dyspnea
Other forms of heart disease,3868321000006113,Weak heart
Other forms of heart disease,3868311000006117,Myocardial failure
Other forms of heart disease,3868341000006119,HF - Heart failure
Other forms of heart disease,5497761000006115,SOB - Shortness of breath
Other forms of heart disease,1661371000000112,HFNEF - heart failure with normal ejection fraction
Other forms of heart disease,317392015,[D]Shortness of breath
Other forms of heart disease,317204012,[D]Anasarca
Other forms of heart disease,493287011,Congestive cardiac failure
Other forms of heart disease,510016018,Biventricular failure
Other forms of heart disease,18472010,Acute congestive heart failure
Other forms of heart disease,94251011,Acute heart failure
Other forms of heart disease,139482012,Cardiac failure
Other forms of heart disease,147247018,Chronic congestive heart failure
Other forms of heart disease,300179017,Decompensated cardiac failure
Other forms of heart disease,300180019,Compensated cardiac failure
Other forms of heart disease,350484012,Heart failure as a complication of care
Other forms of heart disease,397890011,Shortness of breath
Other forms of heart disease,397888010,Breathlessness
Other forms of heart disease,1488804017,Heart failure confirmed
Other forms of heart disease,2694523019,Left ventricular cardiac dysfunction
Other forms of heart disease,1647701000000118,Heart failure with normal ejection fraction
Other forms of heart disease,252412011,Breathlessness NOS
Other forms of heart disease,317395018,[D]Dyspnoea
Other forms of heart disease,139481017,Weak heart
Other forms of heart disease,70653017,Congestive heart failure
Other forms of heart disease,2227501000000110,Heart failure with preserved ejection fraction
Other forms of heart disease,2675255018,Congestive heart failure due to valvular disease
Other forms of heart disease,206703015,Right heart failure
Other forms of heart disease,140461000006116,Shortness of breath symptom
Other forms of heart disease,451467013,[D]Breathlessness
Other forms of heart disease,490972013,Right ventricular failure
Other forms of heart disease,139475013,Heart failure
Other forms of heart disease,301694014,Pulmonary oedema NOS
Other forms of heart disease,301741013,Acute pulmonary oedema unspecified
Other forms of heart disease,1495417010,Asthma - cardiac
Other forms of heart disease,1490256017,Pulmonary oedema - acute
Other forms of heart disease,2805341000006119,Pulmonary edema
Other forms of heart disease,3669421000006119,Asthma - cardiac
Other forms of heart disease,3152731000006113,Pulmonary edema - acute
Other forms of heart disease,3886041000006119,Left heart failure
Other forms of heart disease,4781581000006114,Bronchial hypersensitivity
Other forms of heart disease,3886071000006113,LVF - Left ventricular failure
Other forms of heart disease,4781561000006116,BHR - Bronchial hyperreactivity
Other forms of heart disease,5573991000006118,Impaired left ventricular func
Other forms of heart disease,3886061000006119,Left-sided heart failure
Other forms of heart disease,4781521000006110,Airway hyperreactivity
Other forms of heart disease,4781551000006118,Bronchial hyperreactivity
Other forms of heart disease,3152711000006119,Acute oedema of lung
Other forms of heart disease,4781531000006113,Asthmatic
Other forms of heart disease,1216090015,"Acute oedema of lung, unspecified"
Other forms of heart disease,1208970013,Moderate asthma
Other forms of heart disease,1208971012,Occasional asthma
Other forms of heart disease,301743011,Acute pulmonary oedema NOS
Other forms of heart disease,2535857010,Hyperreactive airways disease
Other forms of heart disease,784191000006110,Impaired left ventricular function
Other forms of heart disease,3152721000006110,Pulmonary oedema - acute
Other forms of heart disease,4781571000006111,Bronchial hyperresponsiveness
Other forms of heart disease,141306010,Left ventricular failure
Other forms of heart disease,264542014,Asthma disturbs sleep weekly
Other forms of heart disease,264543016,Asthma disturbs sleep frequently
Other forms of heart disease,301485011,Asthma
Other forms of heart disease,300190010,Acute left ventricular failure
Other forms of heart disease,411506018,Impaired left ventricular function
Other forms of heart disease,456163018,Asthma - currently active
Other forms of heart disease,456164012,Asthma - currently dormant
Other forms of heart disease,1208969012,Mild asthma
Other forms of heart disease,1703621000000112,Worsening pulmonary oedema
Other forms of heart disease,1208972017,Severe asthma
Other forms of heart disease,301480018,Bronchial asthma
Other forms of heart disease,264541019,Asthma causing night waking
Other forms of heart disease,301511014,Asthma unspecified
Other forms of heart disease,396120014,Asthma NOS
Other forms of heart disease,3152701000006117,Acute edema of lung
Other forms of heart disease,3152691000006117,Acute pulmonary edema
Other forms of heart disease,300197013,Other specified heart disease
Other forms of heart disease,300239017,Heart disease NOS
Other forms of heart disease,299871010,Other forms of heart disease
Other forms of heart disease,300886011,[X]Other forms of heart disease
Other forms of heart disease,3414201000006113,Cardiac disorder
Other forms of heart disease,3414191000006110,Disorder of heart
Other forms of heart disease,3414171000006114,Morbus cordis
Other forms of heart disease,11923491000006116,Cardiac diseases
Other forms of heart disease,4777641000006119,Make heart septal defect
Other forms of heart disease,3414181000006112,Cardiopathy
Other forms of heart disease,377190017,Heart septal defects
Other forms of heart disease,300237015,Other ill-defined heart disease NOS
Other forms of heart disease,395775018,Other ill-defined heart disease
Other forms of heart disease,223951000000112,Heart diseases
Other forms of heart disease,537341000006118,Cardiac diseases
Other forms of heart disease,4777621000006114,Acquired cardiac septal defect
Other forms of heart disease,300222019,"Cardiac septal defect, acquired"
Other forms of heart disease,404741000006114,[X]Oth heart disorders/oth infectious+parasitic diseases CE
Other forms of heart disease,300238013,Other heart disease NOS
Other forms of heart disease,300925013,[X]Other ill-defined heart diseases
Other forms of heart disease,377189014,Cardiac septal defects
Other forms of heart disease,410751000006118,[X]Other heart disorders in other diseases CE
Other forms of heart disease,10853017,Rupture of papillary muscle
Other forms of heart disease,748061000006117,Left ventricular thrombosis
Other forms of heart disease,300234010,Atrial thrombosis
Other forms of heart disease,5989831000006113,Right ventricular thrombus
Other forms of heart disease,452963015,Right ventricular thrombosis
Other forms of heart disease,300212013,Cardiac hypertrophy NOS
Other forms of heart disease,3541891000006119,Degeneration of heart
Other forms of heart disease,3541881000006117,Mural degeneration of heart
Other forms of heart disease,611411000006115,Degeneration fatty heart
Other forms of heart disease,667431000006119,Fatty infiltration heart
Other forms of heart disease,2630641000006117,Enlarged heart
Other forms of heart disease,3541871000006115,Muscular degeneration of heart
Other forms of heart disease,14506018,Cardiomegaly
Other forms of heart disease,92841017,Left ventricular hypertrophy
Other forms of heart disease,106503019,Myocardial degeneration
Other forms of heart disease,667421000006117,Fatty degeneration heart
Other forms of heart disease,3406901000006112,LVH - Left ventricular hypertrophy
Other forms of heart disease,300213015,Cardiomegaly NOS
Other forms of heart disease,395773013,Ventricular hypertrophy
Other forms of heart disease,3406891000006113,LV+ - Left ventricular hypertrophy
Other forms of heart disease,3406881000006110,LV hypertrophy
Other forms of heart disease,300996015,Circulatory system disease NOS
Other forms of heart disease,300648017,"Vein, lymphatic and circulatory diseases NOS"
Other forms of heart disease,300855017,Other circulatory disorder NOS
Other forms of heart disease,412801000006112,"[X]Other postprocedural disorders/circulatory system,NEC"
Other forms of heart disease,3302721000006112,Cardiovascular system disease
Other forms of heart disease,223931000000117,Cardiovascular system diseases
Other forms of heart disease,538131000006110,"Cardiovascular disease, unspecified"
Other forms of heart disease,557611000006113,Circulatory system diseases
Other forms of heart disease,3302731000006110,CVD - cardiovascular disease
Other forms of heart disease,11923511000006112,"Cardiovascular disease, unspecified"
Other forms of heart disease,3302681000006117,Disorder of circulatory system
Other forms of heart disease,3302691000006119,Cardiovascular disease
Other forms of heart disease,3302741000006117,CVS disease - cardiovascular system disease
Other forms of heart disease,3302711000006116,Disorder of the circulatory system
Other forms of heart disease,12704231000006118,CVS disease
Other forms of heart disease,300854018,Other specified circulatory disorder NOS
Other forms of heart disease,300856016,"Vein, lymphatic and other circulatory diseases NOS"
Other forms of heart disease,300857013,Other specified diseases of circulatory system
Other forms of heart disease,370351000006115,[X]Cardiovascular disorders/oth infectous+parasitic diseases
Other forms of heart disease,300989017,[X]Other functional disturbances following cardiac surgery
Other forms of heart disease,413841000006119,[X]Other specifd disorders/circulatory system in diseases CE
Other forms of heart disease,417441000006113,[X]Other+unspecified disorders of the circulatory system
Other forms of heart disease,300847012,Other specified circulatory disorder
Other forms of heart disease,300849010,Venous collateral circulation NOS
Other forms of heart disease,300932016,"[X]Cardiovascular disease, unspecified"
Other forms of heart disease,300839012,"Other specified vein, lymphatic or other circulatory disease"
Other forms of heart disease,1222329015,[X]Other and unspecified disorders of the circulatory system
Other forms of heart disease,300207012,Cardiac dilatation NOS
Other forms of heart disease,621351000006117,Dilatation - cardiac
Other forms of heart disease,11309013,Ventricular dilatation
Other forms of heart disease,137034016,Atrial dilatation
Other forms of heart disease,300208019,Atrial hypertrophy
Other forms of heart disease,377513011,Right ventricular dilatation
Other forms of heart disease,2598991000006119,Dilated ventricle
Other forms of heart disease,300061018,Cardiomyopathy due to drugs and other external agents
Other forms of heart disease,300232014,Papillary muscle disorder NOS
Other forms of heart disease,395765016,Other diseases of endocardium
Other forms of heart disease,250021000006119,Papillary muscle dysfunction
Other forms of heart disease,410741000006115,[X]Other heart disorders in bacterial diseases CE
Other forms of heart disease,5056901000006116,Chronic myocardial disorder caused by chemical or external agent
Other forms of heart disease,5056551000006112,Disease of endocardium and heart valve
Other forms of heart disease,216207010,Left ventricular systolic dysfunction
Other forms of heart disease,2548656015,Right ventricular systolic dysfunction
Other forms of heart disease,2549128016,Right ventricular diastolic dysfunction
Other forms of heart disease,1489358014,Left ventricular diastolic dysfunction
Other forms of heart disease,45179015,Hyperkinetic heart disease
Other forms of heart disease,5492131000006114,Mitral papillary muscle dysfunction
Other forms of heart disease,250001000006112,Papillary muscle disease
Other forms of heart disease,325062016,Cardiac complication of care NOS
Other forms of heart disease,1494719018,Cardiac complications of care
Other forms of heart disease,3146271000006117,Cardiac complication
Other forms of heart disease,884181000006110,Pulmonary heart disease
Other forms of heart disease,5560071000006117,Pulmonary heart disease
Other forms of heart disease,300884014,[X]Other specified pulmonary heart diseases
Other forms of heart disease,2681381000006117,MPS - Mucopolysaccharidosis
Other forms of heart disease,19694018,Mucopolysaccharidosis
Other forms of heart disease,293816016,[X]Other mucopolysaccharidoses
Other forms of heart disease,293602012,Other specified mucopolysaccharidosis
Other forms of heart disease,293603019,Mucopolysaccharidosis NOS
