Condition,MedCode,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",251690014,H/O: varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",254104013,O/E - varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2288411000000115,LYMQOL (Lymphoedema Quality of Life Tool) - leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",571551000006119,Cockett subfascial ligation of perforating varicose vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",124301000006115,Subfascial ligation of varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1221208011,Ligation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",272209014,Ligation of recurrent varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",394358017,Ligation of perforating varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",743601000006118,Linton ligation of perforating varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",272214013,Other specified ligation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",272215014,Ligation of varicose vein of leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1548941000006119,Ultrasound guided foam sclerotherapy for varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",360251000000111,Transilluminated powered phlebectomy for varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",394359013,Stripping of lower limb varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",715361000006118,Mayo stripping of varicose vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",394360015,Avulsion of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",501531000006116,Babcock subcutaneous enucleation of varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",299441000000114,Endovascular radiofrequency ablation of varicose vein of leg
