Condition,MedCode,Term
Visual disturbances and blindness,2627081000006116,Sight impaired
Visual disturbances and blindness,734661000006116,Loss of vision
Visual disturbances and blindness,255275013,O/E - blind R-eye
Visual disturbances and blindness,255276014,O/E - R-eye completely blind
Visual disturbances and blindness,255292016,O/E - blind L-eye
Visual disturbances and blindness,255293014,O/E - L-eye completely blind
Visual disturbances and blindness,733161000000116,Impaired vision due to diabetic retinopathy
Visual disturbances and blindness,493267010,Blind hypotensive eye
Visual disturbances and blindness,1529013,Blind hypertensive eye
Visual disturbances and blindness,515791000006112,Blindness and low vision
Visual disturbances and blindness,14191011,Impaired vision
Visual disturbances and blindness,2164158012,Partial sight
Visual disturbances and blindness,2164155010,Sight impaired
Visual disturbances and blindness,515811000006111,"Blindness, both eyes"
Visual disturbances and blindness,298252011,Unspecified blindness both eyes
Visual disturbances and blindness,2619503012,Both eyes total visual impairment
Visual disturbances and blindness,510281000006111,"Better eye: near total VI, Lesser eye: unspecified"
Visual disturbances and blindness,510261000006118,"Better eye: near total VI, Lesser eye: near total VI"
Visual disturbances and blindness,510311000006113,"Better eye: profound VI, Lesser eye: total VI"
Visual disturbances and blindness,456798010,"Acquired blindness, both eyes"
Visual disturbances and blindness,298262016,Blindness both eyes NOS
Visual disturbances and blindness,510181000006115,"Better eye: low vision, Lesser eye: profound VI"
Visual disturbances and blindness,298264015,"One eye blind, one eye low vision"
Visual disturbances and blindness,510331000006119,"Better eye: severe VI, Lesser eye: blind, unspecified"
Visual disturbances and blindness,510351000006114,"Better eye: severe VI, Lesser eye: near total VI"
Visual disturbances and blindness,510361000006111,"Better eye: severe VI, Lesser eye: profound VI"
Visual disturbances and blindness,510191000006117,"Better eye: moderate VI, Lesser eye: blind, unspecified"
Visual disturbances and blindness,510221000006112,"Better eye: moderate VI, Lesser eye: near total VI"
Visual disturbances and blindness,298276015,"One eye blind, one eye low vision NOS"
Visual disturbances and blindness,298277012,"Low vision, both eyes"
Visual disturbances and blindness,298278019,"Low vision, both eyes unspecified"
Visual disturbances and blindness,510371000006116,"Better eye: severe VI, Lesser eye: severe VI"
Visual disturbances and blindness,510201000006119,"Better eye: moderate VI, Lesser eye: low vision unspecified"
Visual disturbances and blindness,510241000006117,"Better eye: moderate VI, Lesser eye: severe VI"
Visual disturbances and blindness,510211000006116,"Better eye: moderate VI, Lesser eye: moderate VI"
Visual disturbances and blindness,298284016,"Low vision, both eyes NOS"
Visual disturbances and blindness,298286019,Legal blindness USA
Visual disturbances and blindness,298287011,"Profound impairment, one eye"
Visual disturbances and blindness,298288018,"Blindness, one eye, unspecified"
Visual disturbances and blindness,298289014,"Lesser eye: total visual impairment, Better eye: unspecified"
Visual disturbances and blindness,747421000006119,"Lesser eye: total VI, Better eye: near normal vision"
Visual disturbances and blindness,747431000006116,"Lesser eye: total VI, Better eye: normal vision"
Visual disturbances and blindness,747351000006116,"Lesser eye: near total VI, Better eye: unspecified"
Visual disturbances and blindness,747341000006118,"Lesser eye: near total VI, Better eye: near normal vision"
Visual disturbances and blindness,734951000006114,"Lesser eye: near total VI, Better eye: normal vision"
Visual disturbances and blindness,747361000006119,"Lesser eye: profound VI, Better eye: near normal vision"
Visual disturbances and blindness,456799019,"Acquired blindness, one eye"
Visual disturbances and blindness,298299016,Profound impairment one eye NOS
Visual disturbances and blindness,298300012,"Low vision, one eye"
Visual disturbances and blindness,298301011,"Low vision, one eye, unspecified"
Visual disturbances and blindness,747411000006110,"Lesser eye: severe VI, Better eye: unspecified"
Visual disturbances and blindness,747391000006110,"Lesser eye: severe VI, Better eye: near normal vision"
Visual disturbances and blindness,747401000006112,"Lesser eye: severe VI, Better eye: normal vision"
Visual disturbances and blindness,747331000006111,"Lesser eye: moderate VI, Better eye: unspecified"
Visual disturbances and blindness,747311000006117,"Lesser eye: moderate VI, Better eye: near normal vision"
Visual disturbances and blindness,747321000006113,"Lesser eye: moderate VI, Better eye: normal vision"
Visual disturbances and blindness,298308017,"Low vision, one eye NOS"
Visual disturbances and blindness,2168181000000116,"Severe visual impairment, binocular"
Visual disturbances and blindness,2168201000000116,"Moderate visual impairment, binocular"
Visual disturbances and blindness,1816031000006118,"Mild or no visual impairment, binocular"
Visual disturbances and blindness,1816041000006111,"Blindness, monocular"
Visual disturbances and blindness,2168191000000119,"Severe visual impairment, monocular"
Visual disturbances and blindness,2168211000000115,"Moderate visual impairment, monocular"
Visual disturbances and blindness,399455016,Visual loss NOS
Visual disturbances and blindness,298313018,Charles Bonnet syndrome
Visual disturbances and blindness,113901010,Cortical blindness
Visual disturbances and blindness,2773231012,Combined visual and hearing impairment
Visual disturbances and blindness,515781000006114,Blindness - traumatic - NOS
Visual disturbances and blindness,460633016,[V]Problems with sight
