Condition,MedCode,Term
"Organic, including symptomatic, mental disorders",367101000006112,[X]Bipolar affective disorder
"Organic, including symptomatic, mental disorders",376721000006114,[X]Depressive episode
"Organic, including symptomatic, mental disorders",404011000006112,[X]Organic mood [affective] disorders
"Organic, including symptomatic, mental disorders",396071000006119,[X]Manic-depressive reaction
"Organic, including symptomatic, mental disorders",398841000006119,[X]Monopolar depression NOS
"Organic, including symptomatic, mental disorders",398851000006117,[X]Mood - affective disorders
"Organic, including symptomatic, mental disorders",396791000006116,[X]Manic-depressive illness
"Organic, including symptomatic, mental disorders",396801000006115,[X]Manic-depressive psychosis
"Organic, including symptomatic, mental disorders",473201000006114,Affective psychoses
"Organic, including symptomatic, mental disorders",513871000006118,Bipolar psychoses
"Organic, including symptomatic, mental disorders",613791000006115,Depressive psychoses
"Organic, including symptomatic, mental disorders",3071811000006110,Mood disorder of depressed type
"Organic, including symptomatic, mental disorders",3071791000006111,Depressive illness
"Organic, including symptomatic, mental disorders",3447781000006113,Organic mood disorder of manic type
"Organic, including symptomatic, mental disorders",2877341000006116,Organic affective disorder
"Organic, including symptomatic, mental disorders",294892012,Unspecified manic-depressive psychoses
"Organic, including symptomatic, mental disorders",376691000006116,[X]Depression NOS
"Organic, including symptomatic, mental disorders",376711000006118,[X]Depressive disorder NOS
"Organic, including symptomatic, mental disorders",3966151000006113,Lip shave
"Organic, including symptomatic, mental disorders",2717981000006118,MDI - Manic-depressive illness
"Organic, including symptomatic, mental disorders",3071801000006112,Depressed
"Organic, including symptomatic, mental disorders",1972091000006116,Organic manic disorder
"Organic, including symptomatic, mental disorders",294888017,"Unspecified bipolar affective disorder, NOS"
"Organic, including symptomatic, mental disorders",294891017,Other and unspecified manic-depressive psychoses
"Organic, including symptomatic, mental disorders",294897018,Other and unspecified affective psychoses
"Organic, including symptomatic, mental disorders",294898011,Unspecified affective psychoses NOS
"Organic, including symptomatic, mental disorders",294902017,Other affective psychosis NOS
"Organic, including symptomatic, mental disorders",294880012,Unspecified bipolar affective disorder
"Organic, including symptomatic, mental disorders",294881011,"Unspecified bipolar affective disorder, unspecified"
"Organic, including symptomatic, mental disorders",295535012,Depressive disorder NEC
"Organic, including symptomatic, mental disorders",296209016,[X]Other mood affective disorders
"Organic, including symptomatic, mental disorders",296218019,[X]Other specified mood affective disorders
"Organic, including symptomatic, mental disorders",42181000006112,Organic affective syndrome
"Organic, including symptomatic, mental disorders",294896010,Other and unspecified manic-depressive psychoses NOS
"Organic, including symptomatic, mental disorders",296135011,"[X]Bipolar affective disorder, unspecified"
"Organic, including symptomatic, mental disorders",12703831000006116,[X]Organic anxiety disorder
"Organic, including symptomatic, mental disorders",403931000006116,[X]Organic anxiety disorder
"Organic, including symptomatic, mental disorders",2777721000006112,Organic anxiety disorder
"Organic, including symptomatic, mental disorders",5023461000006118,Organic dissociative disorder
"Organic, including symptomatic, mental disorders",403971000006118,[X]Organic dissociative disorder
"Organic, including symptomatic, mental disorders",403981000006115,[X]Organic emotionally labile [asthenic] disorder
"Organic, including symptomatic, mental disorders",5023481000006111,Organic asthenic disorder
"Organic, including symptomatic, mental disorders",1222481019,[D]Memory deficit
"Organic, including symptomatic, mental disorders",215831000000117,[X]Mild cognitive disorder
"Organic, including symptomatic, mental disorders",6462191000006113,Bad memory
"Organic, including symptomatic, mental disorders",6462181000006110,Poor memory
"Organic, including symptomatic, mental disorders",4547151000006111,Temporary memory loss
"Organic, including symptomatic, mental disorders",6462171000006112,Memory problem
"Organic, including symptomatic, mental disorders",6462161000006117,Dysmnesia
"Organic, including symptomatic, mental disorders",6462201000006111,Disturbance of memory
"Organic, including symptomatic, mental disorders",6462151000006119,Impaired memory
"Organic, including symptomatic, mental disorders",6462141000006116,Memory dysfunction
"Organic, including symptomatic, mental disorders",1480927011,Memory impairment
"Organic, including symptomatic, mental disorders",2288201000000116,Mild cognitive impairment
"Organic, including symptomatic, mental disorders",252928010,Temporary loss of memory
"Organic, including symptomatic, mental disorders",711371000006111,Memory disturbance
"Organic, including symptomatic, mental disorders",585791000006114,Nonpsychotic mental disorder post-organic brain damage NOS
"Organic, including symptomatic, mental disorders",585801000006110,Nonpsychotic mental disorders following organic brain damage
"Organic, including symptomatic, mental disorders",4766931000006114,Non-psychotic mental disorder after brain damage
"Organic, including symptomatic, mental disorders",4766921000006111,Non-psychotic psychological disorder after brain damage
"Organic, including symptomatic, mental disorders",1222267019,[X]Mental illness NOS
"Organic, including symptomatic, mental disorders",9331000006113,Other specified neuroses or other mental disorders
"Organic, including symptomatic, mental disorders",3714661000006116,Psychiatric disorder
"Organic, including symptomatic, mental disorders",675731000006112,Neuroses or other mental disorder NOS
"Organic, including symptomatic, mental disorders",675921000006111,"Neurotic, personality and other nonpsychotic disorders"
"Organic, including symptomatic, mental disorders",3714641000006115,Mental disease
"Organic, including symptomatic, mental disorders",399981000006111,"[X]Neurotic, stress - related and somoform disorders"
"Organic, including symptomatic, mental disorders",882341000006114,Other mental disorders
"Organic, including symptomatic, mental disorders",295653010,Psychic factor with disease EC
"Organic, including symptomatic, mental disorders",296765014,"[X]Mental disorder, not otherwise specified"
"Organic, including symptomatic, mental disorders",296767018,Mental disorders NOS
"Organic, including symptomatic, mental disorders",882751000006112,Other mental disorders NOS
"Organic, including symptomatic, mental disorders",3714651000006119,Psychiatric illness
"Organic, including symptomatic, mental disorders",296766010,Other specified mental disorders
"Organic, including symptomatic, mental disorders",698801000006112,Mental disorders
"Organic, including symptomatic, mental disorders",296341013,[X]Other neurotic disorders
"Organic, including symptomatic, mental disorders",401786010,Other personality disorder NOS
"Organic, including symptomatic, mental disorders",1222259010,[X]Character neurosis NOS
"Organic, including symptomatic, mental disorders",230091000006118,Personality disorders
"Organic, including symptomatic, mental disorders",379511000006118,[X]Eccentric personality disorder
"Organic, including symptomatic, mental disorders",388391000006117,[X]Haltlose type personality disorder
"Organic, including symptomatic, mental disorders",389491000006116,[X]Immature personality disorder
"Organic, including symptomatic, mental disorders",404021000006116,[X]Organic personality disorder
"Organic, including symptomatic, mental disorders",395221000006119,[X]Limbic epilepsy personality
"Organic, including symptomatic, mental disorders",395281000006115,[X]Lobotomy syndrome
"Organic, including symptomatic, mental disorders",387771000006115,[X]Frontal lobe syndrome
"Organic, including symptomatic, mental disorders",418541000006110,[X]Passive-aggressive personality disorder
"Organic, including symptomatic, mental disorders",418571000006119,[X]Pathological personality NOS
"Organic, including symptomatic, mental disorders",423121000006110,[X]Postleucotomy syndrome
"Organic, including symptomatic, mental disorders",675911000006115,Neurotic personality disorder
"Organic, including symptomatic, mental disorders",2669441000006119,Kl+â-+ver-Bucy syndrome
"Organic, including symptomatic, mental disorders",3083751000006114,Organic personality syndrome
"Organic, including symptomatic, mental disorders",2669431000006112,Temporal lobectomy behavior syndrome
"Organic, including symptomatic, mental disorders",401787018,Personality disorder NOS
"Organic, including symptomatic, mental disorders",18506014,Kluver-Bucy syndrome
"Organic, including symptomatic, mental disorders",303482015,Temporal lobectomy behaviour syndrome
"Organic, including symptomatic, mental disorders",346917015,Lobotomy syndrome
"Organic, including symptomatic, mental disorders",296460017,[X]Specific personality disorders
"Organic, including symptomatic, mental disorders",296488011,"[X]Personality disorder, unspecified"
"Organic, including symptomatic, mental disorders",296489015,[X]Mixed and other personality disorders
"Organic, including symptomatic, mental disorders",295528016,Organic personality syndrome NOS
"Organic, including symptomatic, mental disorders",346920011,Postleucotomy syndrome
"Organic, including symptomatic, mental disorders",42241000006110,Organic personality syndrome
"Organic, including symptomatic, mental disorders",404031000006118,[X]Organic pseudopsychopathic personality
"Organic, including symptomatic, mental disorders",675901000006118,Neurotic personality
"Organic, including symptomatic, mental disorders",295077017,Other personality disorders
"Organic, including symptomatic, mental disorders",208416014,Frontal lobe syndrome
"Organic, including symptomatic, mental disorders",401898014,[X]Other specific personality disorders
"Organic, including symptomatic, mental disorders",423111000006119,[X]Postencephalitic syndrome
"Organic, including symptomatic, mental disorders",67837015,Post-encephalitic syndrome
"Organic, including symptomatic, mental disorders",1229666017,Post-encephalitis syndrome
"Organic, including symptomatic, mental disorders",423101000006117,[X]Postcontusional syndrome
"Organic, including symptomatic, mental disorders",3150811000006112,Post-contusional encephalopathy
"Organic, including symptomatic, mental disorders",3150801000006114,Nonpsychotic post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",3150821000006116,Post-contusional syndrome
"Organic, including symptomatic, mental disorders",216991000006113,Post-head injury syndrome
"Organic, including symptomatic, mental disorders",3150771000006112,Postconcussion syndrome
"Organic, including symptomatic, mental disorders",492615014,Post-concussion syndrome
"Organic, including symptomatic, mental disorders",882661000006117,Post concussional syndrome
"Organic, including symptomatic, mental disorders",345102013,Post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",423061000006115,[X]Post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",423091000006111,[X]Postconcussional syndrome
"Organic, including symptomatic, mental disorders",5023441000006117,Right hemispheric organic affective disorder
"Organic, including symptomatic, mental disorders",1495055011,[X]Right hemispheric organic affective disorder
