Condition,MedCode,Term
Arthrosis,312540016,"[X]Other secondary coxarthrosis, bilateral"
Arthrosis,400355013,[X]Other primary gonarthrosis
Arthrosis,359211000006118,[X] Unilateral primary gonarthrosis
Arthrosis,312545014,"[X]Other secondary gonarthrosis, bilateral"
Arthrosis,400356014,[X]Other secondary gonarthrosis
Arthrosis,359231000006112,[X] Unilateral secondary gonarthrosis
Arthrosis,312549015,[X]Other primary arthrosis of first carpometacarpal joint
Arthrosis,312553018,[X]Other specified arthrosis
Arthrosis,400357017,[X]Other secondary coxarthrosis
Arthrosis,359221000006114,[X] Unilateral secondary coxarthrosis
