Condition,MedCode,Term
Psoriasis,357612014,Flexural psoriasis
Psoriasis,308725015,Psoriasis and similar disorders
Psoriasis,55627011,Psoriatic arthropathy
Psoriasis,55628018,Psoriatic arthritis
Psoriasis,308730016,Psoriatic arthropathy NOS
Psoriasis,308731017,Other psoriasis
Psoriasis,308732012,Psoriasis unspecified
Psoriasis,308733019,Psoriasis annularis
Psoriasis,308734013,Psoriasis circinata
Psoriasis,308735014,Psoriasis diffusa
Psoriasis,198791000006112,Psoriasis discoidea
Psoriasis,308739015,Psoriasis geographica
Psoriasis,61797015,Guttate psoriasis
Psoriasis,308740018,Psoriasis gyrata
Psoriasis,308741019,Psoriasis inveterata
Psoriasis,198841000006110,Psoriasis ostracea
Psoriasis,308744010,Psoriasis palmaris
Psoriasis,308745011,Psoriasis plantaris
Psoriasis,308746012,Psoriasis punctata
Psoriasis,308747015,Pustular psoriasis
Psoriasis,308749017,Psoriasis universalis
Psoriasis,308750017,Psoriasis vulgaris
Psoriasis,1629311000006117,Chronic large plaque psoriasis
Psoriasis,308752013,Erythrodermic psoriasis
Psoriasis,1887571000006111,Flexural psoriasis
Psoriasis,308753015,Psoriasis NOS
Psoriasis,483572016,Palmoplantar pustular psoriasis
Psoriasis,308775018,Other psoriasis and similar disorders
Psoriasis,357623013,Scalp psoriasis
Psoriasis,308776017,Psoriasis and similar disorders NOS
Psoriasis,309331014,[X]Other psoriasis
Psoriasis,312521010,[X]Other psoriatic arthropathies
