Condition,MedCodeId,Term
Retinal detachments and breaks,251652015,H/O: retinal detachment
Retinal detachments and breaks,503951016,Photocoagulation of retina for detachment
Retinal detachments and breaks,1221344016,Xenon photocoagulation of retina for detachment
Retinal detachments and breaks,1235016010,Laser photocoagulation of retina for detachment
Retinal detachments and breaks,267137016,Other specified photocoagulation of retina for detachment
Retinal detachments and breaks,267138014,Photocoagulation of retina for detachment NOS
Retinal detachments and breaks,399429017,Retinal detachments and defects
Retinal detachments and breaks,170051000006112,Retinal tear
Retinal detachments and breaks,169841000006116,Retinal detachment with break
Retinal detachments and breaks,297722017,Unspecified retinal detachment with retinal defect
Retinal detachments and breaks,297723010,New partial retinal detachment with single defect
Retinal detachments and breaks,297724016,New partial retinal detachment with multiple defects
Retinal detachments and breaks,297725015,New partial retinal detachment with giant tear defect
Retinal detachments and breaks,297727011,Recent total retinal detachment
Retinal detachments and breaks,297728018,Recent subtotal retinal detachment
Retinal detachments and breaks,297729014,Old partial retinal detachment
Retinal detachments and breaks,297730016,Old total retinal detachment
Retinal detachments and breaks,297731017,Old subtotal retinal detachment
Retinal detachments and breaks,297732012,Retinal detachment with defect NOS
Retinal detachments and breaks,297742014,Retinal defects without detachment
Retinal detachments and breaks,297744010,Round hole of retina without detachment
Retinal detachments and breaks,297745011,Horseshoe retinal tear without detachment
Retinal detachments and breaks,297746012,Multiple retinal defects without detachment
Retinal detachments and breaks,66667015,Retinal break
Retinal detachments and breaks,297749017,Retinal defects without detachment NOS
Retinal detachments and breaks,297750017,Other forms of retinal detachment
Retinal detachments and breaks,1228202019,Traction retinal detachment
Retinal detachments and breaks,297751018,Other retinal detachments NOS
Retinal detachments and breaks,297752013,Retinal detachment
Retinal detachments and breaks,299475014,[X]Other retinal detachments
