Condition,ReadCode,CleansedReadCode,Term
Sleep disorders,Fy03,Fy03.00,Sleep apnoea
Sleep disorders,Fy03-1,Fy03.11,Obstructive sleep apnoea
Sleep disorders,H5B,H5B..00,Sleep apnoea
Sleep disorders,H5B0,H5B0.00,Obstructive sleep apnoea
Sleep disorders,R0051,R005100,[D]Insomnia with sleep apnoea
Sleep disorders,R0053,R005300,[D]Hypersomnia with sleep apnoea
Sleep disorders,R0053-1,R005311,[D]Sleep apnoea syndrome
Sleep disorders,R0053-2,R005312,[D]Syndrome sleep apnoea
