Condition,ReadCode,CleansedReadCode,Term
Epilepsy,EMISNQEP23,,Epilepsy treatment compliance good
Epilepsy,EMISNQEP24,,Epilepsy treatment compliance poor
Epilepsy,EMISNQEP4,,Epilepsy treatment continued
Epilepsy,F2510-99,F251099,Grand mal epilepsy
Epilepsy,38VX,,Neurological Disorders Depression Inventory in Epilepsy
Epilepsy,EMISR4QPA1,,Partial epilepsy
Epilepsy,F2500-99,F250099,Petit mal epilepsy
Epilepsy,^ESCTPE819168,,Petit-mal epilepsy
Epilepsy,SC200-99,SC20099,Post traumatic epilepsy
Epilepsy,HNG0067,,[RFC] Epilepsy/convulsion
Epilepsy,^ESCT1177804,,Dravet Syndrome
Epilepsy,PC0678,,Epilepsy associated problems
Epilepsy,^ESCT1248514,,Epilepsy drug side effects
Epilepsy,PC0681,,Epilepsy drug side effects
Epilepsy,^ESCTGE476950,,Generalised nonconvulsive epilepsy
Epilepsy,PC0682,,Nocturnal epilepsy
Epilepsy,^ESCTPE261210,,Petit mal status
Epilepsy,F132z-1,F132z11,Unverricht - Lundborg disease
Epilepsy,1B1W,1B1W.00,Transient epileptic amnesia
Epilepsy,1O30,1O30.00,Epilepsy confirmed
Epilepsy,21260,2126000,Epilepsy resolved
Epilepsy,212J,212J.00,Epilepsy resolved
Epilepsy,6674,6674.00,Epilepsy associated problems
Epilepsy,6677,6677.00,Epilepsy drug side effects
Epilepsy,6678,6678.00,Epilepsy treatment changed
Epilepsy,6679,6679.00,Epilepsy treatment started
Epilepsy,667A,667A.00,Epilepsy treatment stopped
Epilepsy,667B,667B.00,Nocturnal epilepsy
Epilepsy,667E,667E.00,Epilepsy care arrangement
Epilepsy,667F,667F.00,Seizure free >12 months
Epilepsy,667G,667G.00,Epilepsy restricts employment
Epilepsy,667H,667H.00,Epilepsy prevents employment
Epilepsy,667K,667K.00,Epilepsy limits activities
Epilepsy,667L,667L.00,Epilepsy does not limit activities
Epilepsy,667N,667N.00,Epilepsy severity
Epilepsy,667P,667P.00,No seizures on treatment
Epilepsy,667Q,667Q.00,1 to 12 seizures a year
Epilepsy,667R,667R.00,2 to 4 seizures a month
Epilepsy,667S,667S.00,1 to 7 seizures a week
Epilepsy,667T,667T.00,Daily seizures
Epilepsy,667V,667V.00,Many seizures a day
Epilepsy,667X,667X.00,No epilepsy drug side effects
Epilepsy,Eu052-2,Eu05212,[X]Schizophrenia-like psychosis in epilepsy
Epilepsy,Eu05y-1,Eu05y11,[X]Epileptic psychosis NOS
Epilepsy,Eu060-3,Eu06013,[X]Limbic epilepsy personality
Epilepsy,Eu803,Eu80300,[X]Acquired aphasia with epilepsy [Landau - Kleffner]
Epilepsy,F1321,F132100,Progressive myoclonic epilepsy
Epilepsy,F1321-1,F132111,Unverricht - Lundborg disease
Epilepsy,F1322,F132200,Myoclonic encephalopathy
Epilepsy,F1422,F142200,Dyssynergia cerebellaris myoclonica
Epilepsy,F25,F25..00,Epilepsy
Epilepsy,F250,F250.00,Generalised nonconvulsive epilepsy
Epilepsy,F2500,F250000,Petit mal (minor) epilepsy
Epilepsy,F2500-1,F250011,Epileptic absences
Epilepsy,F2501,F250100,Pykno-epilepsy
Epilepsy,F2502,F250200,Epileptic seizures - atonic
Epilepsy,F2503,F250300,Epileptic seizures - akinetic
Epilepsy,F2505,F250500,Lennox-Gastaut syndrome
Epilepsy,F250y,F250y00,Other specified generalised nonconvulsive epilepsy
Epilepsy,F250z,F250z00,Generalised nonconvulsive epilepsy NOS
Epilepsy,F251,F251.00,Generalised convulsive epilepsy
Epilepsy,F2510,F251000,Grand mal (major) epilepsy
Epilepsy,F2510-1,F251011,Tonic-clonic epilepsy
Epilepsy,F2511-1,F251111,Otohara syndrome
Epilepsy,F2512,F251200,Epileptic seizures - clonic
Epilepsy,F2513,F251300,Epileptic seizures - myoclonic
Epilepsy,F2514,F251400,Epileptic seizures - tonic
Epilepsy,F2515,F251500,Tonic-clonic epilepsy
Epilepsy,F251y,F251y00,Other specified generalised convulsive epilepsy
Epilepsy,F251z,F251z00,Generalised convulsive epilepsy NOS
Epilepsy,F252,F252.00,Petit mal status
Epilepsy,F253,F253.00,Grand mal status
Epilepsy,F253-1,F253.11,Status epilepticus
Epilepsy,F254,F254.00,Partial epilepsy with impairment of consciousness
Epilepsy,F2540,F254000,Temporal lobe epilepsy
Epilepsy,F2541,F254100,Psychomotor epilepsy
Epilepsy,F2542,F254200,Psychosensory epilepsy
Epilepsy,F2543,F254300,Limbic system epilepsy
Epilepsy,F2544,F254400,Epileptic automatism
Epilepsy,F2545,F254500,Complex partial epileptic seizure
Epilepsy,F254z,F254z00,Partial epilepsy with impairment of consciousness NOS
Epilepsy,F255,F255.00,Partial epilepsy without impairment of consciousness
Epilepsy,F2550,F255000,"Jacksonian, focal or motor epilepsy"
Epilepsy,F2550-1,F255011,Focal epilepsy
Epilepsy,F2550-2,F255012,Motor epilepsy
Epilepsy,F2551,F255100,Sensory induced epilepsy
Epilepsy,F2552,F255200,Somatosensory epilepsy
Epilepsy,F2553,F255300,Visceral reflex epilepsy
Epilepsy,F2553-1,F255311,Partial epilepsy with autonomic symptoms
Epilepsy,F2554,F255400,Visual reflex epilepsy
Epilepsy,F2555,F255500,Unilateral epilepsy
Epilepsy,F2556,F255600,Simple partial epileptic seizure
