Condition,ReadCode,CleansedReadCode,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2482,2482.00,O/E - varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",38Q3,38Q3.00,LYMQOL (Lymphoedema Quality of Life Tool) - leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A661-1,7A66111,Cockett subfascial ligation of perforating varicose vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A661-2,7A66112,Subfascial ligation of varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A67,7A67.00,Ligation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A672,7A67200,Ligation of recurrent varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A673,7A67300,Ligation of perforating varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A673-1,7A67311,Linton ligation of perforating varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A67y,7A67y00,Other specified ligation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A67z,7A67z00,Ligation of varicose vein of leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A683,7A68300,Transilluminated powered phlebectomy of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A692,7A69200,Stripping of varicose vein of leg NEC
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A692-1,7A69211,Mayo stripping of varicose vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A693-1,7A69311,Babcock subcutaneous enucleation of varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A696,7A69600,Endovascular radiofrequency ablation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A697,7A69700,Endovascular laser ablation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A6M1,7A6M100,Radiofrequency ablation of varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7A6M3,7A6M300,Perc transluminal laser ablation of varicose vein of leg NEC
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7H661-1,7H66111,Charles correction for lymphoedema of arm
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7H662-1,7H66211,Thompson correction for lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7H663-2,7H66312,Homan correction for lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7H66y-1,7H66y11,Kondoleon correction for lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",8BAh,8BAh.00,Lymphoedema care
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",9N0V,9N0V.00,Seen in varicose vein clinic
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",9NoB,9NoB.00,Seen in lymphoedema clinic
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",9NoB0,9NoB000,Seen in community lymphoedema clinic
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D418,D418.00,Calcified lymph nodes
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8,G8...00,"Vein, lymphatic and circulatory diseases NOS"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83,G83..00,Varicose veins of the legs
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G830,G830.00,Varicose veins of the leg with ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G831,G831.00,Varicose veins of the leg with eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G831-1,G831.11,Varicose eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G832,G832.00,Varicose veins of the leg with ulcer and eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G833,G833.00,Varicose veins of the leg with rupture
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G834,G834.00,Varicose veins of leg without mention of complications
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8340,G834000,Varicose veins of leg with long saphenous vein distribution
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8341,G834100,Varicose veins of leg with short saphenous vein distribution
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G835,G835.00,Infected varicose ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G836,G836.00,Varicose vein of leg with phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G837,G837.00,Venous ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83z,G83z.00,Varicose veins of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85,G85..00,Other varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85y,G85y.00,Other specified varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85z,G85z.00,Other varicose veins NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86,G86..00,Noninfective lymphatic disorders
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86-1,G86..11,Lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G860,G860.00,Postmastectomy lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G860-1,G860.11,Elephantiasis-postmastectomy
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861,G861.00,Other lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861-1,G861.11,Elephantiasis-non filarial-NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8611,G861100,Acquired (chronic) lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8612-1,G861211,Lymphoedema praecox
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8613,G861300,Lymphoedema tarda
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861z,G861z00,Other lymphoedema NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G862,G862.00,Lymphangitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8620,G862000,Chronic lymphangitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y,G86y.00,Other noninfective lymphatic disorder
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y0,G86y000,Chylocele - nonfilarial
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y1,G86y100,Chylous ascites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y2,G86y200,Chylous cyst
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y3,G86y300,Lymph node fistula
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y4,G86y400,Lymph vessel fistula
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y5,G86y500,Lymph node infarction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y6,G86y600,Lymph vessel infarction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y8,G86y800,Lymph vessel rupture
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y9,G86y900,Lymphocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86yA,G86yA00,Infected lymphocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86yz,G86yz00,Other noninfective lymphatic disorders NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86z,G86z.00,Noninfective lymphatic disorder NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8X,G8X..00,"Disorder of vein, unspecified"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y1,G8y1.00,Postphlebitic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y20,G8y2000,Stricture of vein
