Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Disorders of thryoid gland,881391000006112.0,654491000000108,881391000006112.0,C04y-99,C04y.99,Acquired hypothyroidism NOS
Disorders of thryoid gland,5108351000006116.0,237519003,355966019.0,^ESCTAU510835,,Autoimmune hypothyroidism
Disorders of thryoid gland,881381000006114.0,111566002,881381000006114.0,C04-99,C04..99,Hypothyroidism-congen.+ acqui.
Disorders of thryoid gland,1539151000006110.0,1539151000006106,1539151000006110.0,EMISNQSE16,,Secondary hypothyroidism
Disorders of thryoid gland,3843671000006116.0,82598004,137019010.0,^ESCTSE384367,,Secondary hypothyroidism
Disorders of thryoid gland,881371000006111.0,286909009,881371000006111.0,C02-99,C02..99,Thyrotoxicosis +/- goitre
Disorders of thryoid gland,905741000006112.0,905741000006108,905741000006112.0,HNG0048,,[RFC] Hyperthyroidism
Disorders of thryoid gland,1.2727341000006116e+16,681051000000104,1492161000000113.0,^ESCT1272734,,Hypothyroidism NOS
Disorders of thryoid gland,1.2729831000006112e+16,654491000000108,1438601000000113.0,^ESCT1272983,,Other acquired hypothyroidism
Disorders of thryoid gland,2933341000006117.0,27059002,2536050019.0,^ESCTPO293334,,Postsurgical hypothyroidism
Disorders of thryoid gland,2548990010.0,416477006,2548990010.0,212P,212P.00,Hyperthyroidism resolved
Disorders of thryoid gland,412221013.0,276177000,412221013.0,66B4,66B4.00,Thyroid eye disease
Disorders of thryoid gland,150375010.0,90739004,150375010.0,C02,C02..00,Thyrotoxicosis
Disorders of thryoid gland,57561015.0,34486009,57561015.0,C02-1,C02..11,Hyperthyroidism
Disorders of thryoid gland,355932011.0,237498007,355932011.0,C02-2,C02..12,Toxic goitre
Disorders of thryoid gland,398780011.0,267374005,398780011.0,C020,C020.00,Toxic diffuse goitre
Disorders of thryoid gland,490987015.0,353295004,2912991014.0,C020-1,C020.11,Basedow's disease
Disorders of thryoid gland,472452010.0,353295004,472452010.0,C020-2,C020.12,Graves' disease
Disorders of thryoid gland,356406019.0,237825005,356406019.0,C0202,C020200,Thyroid-associated dermopathy
Disorders of thryoid gland,292331012.0,267374005,398780011.0,C020z,C020z00,Toxic diffuse goitre NOS
Disorders of thryoid gland,200396013.0,73869005,200396013.0,C021,C021.00,Toxic uninodular goitre
Disorders of thryoid gland,292338018.0,73869005,200396013.0,C021z,C021z00,Toxic uninodular goitre NOS
Disorders of thryoid gland,196525014.0,26389007,196525014.0,C022,C022.00,Toxic multinodular goitre
Disorders of thryoid gland,292343013.0,26389007,196525014.0,C022z,C022z00,Toxic multinodular goitre NOS
Disorders of thryoid gland,292346017.0,57777000,497988010.0,C023,C023.00,Toxic nodular goitre unspecified
Disorders of thryoid gland,292354015.0,57777000,497988010.0,C023z,C023z00,Toxic nodular goitre NOS
Disorders of thryoid gland,398782015.0,90739004,150375010.0,C02y,C02y.00,Thyrotoxicosis of other specified origin
Disorders of thryoid gland,292365013.0,90739004,150375010.0,C02yz,C02yz00,Thyrotoxicosis of other specified origin NOS
Disorders of thryoid gland,292366014.0,90739004,150375010.0,C02z,C02z.00,Thyrotoxicosis without mention of goitre or other cause
Disorders of thryoid gland,292372014.0,90739004,150375010.0,C02zz,C02zz00,Thyrotoxicosis NOS
Disorders of thryoid gland,178809013.0,111566002,178809013.0,C04,C04..00,Acquired hypothyroidism
Disorders of thryoid gland,493538010.0,43153006,493538010.0,C04-1,C04..11,Myxoedema
Disorders of thryoid gland,101171000006116.0,40930008,68268011.0,C04-2,C04..12,Thyroid deficiency
Disorders of thryoid gland,68268011.0,40930008,68268011.0,C04-3,C04..13,Hypothyroidism
Disorders of thryoid gland,2536050019.0,27059002,45271010.0,C040,C040.00,Postsurgical hypothyroidism
Disorders of thryoid gland,216181000006112.0,237527007,355975017.0,C040-1,C040.11,Post ablative hypothyroidism
Disorders of thryoid gland,292394018.0,237527007,355975017.0,C041,C041.00,Other postablative hypothyroidism
Disorders of thryoid gland,292395017.0,190277005,292395017.0,C0410,C041000,Irradiation hypothyroidism
Disorders of thryoid gland,292396016.0,237527007,355975017.0,C041z,C041z00,Postablative hypothyroidism NOS
Disorders of thryoid gland,292400016.0,88273006,146340011.0,C043,C043.00,Other iatrogenic hypothyroidism
Disorders of thryoid gland,292404013.0,88273006,146340011.0,C043z,C043z00,Iatrogenic hypothyroidism NOS
Disorders of thryoid gland,355964016.0,237519003,355964016.0,C046,C046.00,Autoimmune myxoedema
Disorders of thryoid gland,292408011.0,111566002,178809013.0,C04y,C04y.00,Other acquired hypothyroidism
Disorders of thryoid gland,398784019.0,40930008,68268011.0,C04z,C04z.00,Hypothyroidism NOS
Disorders of thryoid gland,208391000006113.0,40930008,68268011.0,C04z-1,C04z.11,Pretibial myxoedema - hypothyroid
Disorders of thryoid gland,101581000006112.0,40930008,68268011.0,C04z-2,C04z.12,Thyroid insufficiency
Disorders of thryoid gland,355961012.0,237518006,355961012.0,C04z-3,C04z.13,"Hypothyroid goitre, acquired"
Disorders of thryoid gland,292417011.0,190291004,292417011.0,C04z0,C04z000,Premature puberty due to hypothyroidism
Disorders of thryoid gland,35727012.0,21263006,35727012.0,C04z1,C04z100,Myxoedema coma
Disorders of thryoid gland,136211012.0,82119001,136211012.0,C05,C05..00,Thyroiditis
Disorders of thryoid gland,481187014.0,21983002,481187014.0,C052,C052.00,Chronic lymphocytic thyroiditis
Disorders of thryoid gland,481188016.0,21983002,481188016.0,C052-1,C052.11,Autoimmune thyroiditis
Disorders of thryoid gland,36888019.0,21983002,36888019.0,C052-2,C052.12,Hashimoto's disease
Disorders of thryoid gland,554221000006113.0,84362007,139911019.0,C053,C053.00,Chronic fibrous thyroiditis
Disorders of thryoid gland,292435019.0,45053005,75139015.0,C05y,C05y.00,Other and unspecified chronic thyroiditis
Disorders of thryoid gland,355987012.0,237538007,355987012.0,C05y4,C05y400,Chronic thyroiditis with transient thyrotoxicosis
Disorders of thryoid gland,292437010.0,82119001,136211012.0,C05z,C05z.00,Thyroiditis NOS
Disorders of thryoid gland,88781000006119.0,82598004,505169010.0,C1343,C134300,TSH - thyroid-stimulating hormone deficiency
Disorders of thryoid gland,413721000006119.0,40930008,68268011.0,Cyu11,Cyu1100,[X]Other sp cified hypothyroidism
Disorders of thryoid gland,293750016.0,90739004,150375010.0,Cyu13,Cyu1300,[X]Other thyrotoxicosis
Disorders of thryoid gland,293751017.0,45053005,75139015.0,Cyu14,Cyu1400,[X]Other chronic thyroiditis
Disorders of thryoid gland,542671000006117.0,192816007,297016016.0,F11x5,F11x500,Cerebral degeneration due to myxoedema
Disorders of thryoid gland,297588017.0,193212008,297588017.0,F3814,F381400,Myasthenic syndrome due to hypothyroidism
Disorders of thryoid gland,297591017.0,193214009,297591017.0,F3816,F381600,Myasthenic syndrome due to thyrotoxicosis
Disorders of thryoid gland,682701000006117.0,87844004,507778013.0,F3953,F395300,Myopathy due to myxoedema
Disorders of thryoid gland,1233040016.0,68437005,1233040016.0,F3954,F395400,Myopathy due to thyrotoxicosis
Disorders of thryoid gland,33469013.0,19885005,33469013.0,F4G20,F4G2000,Thyrotoxic exophthalmos
Disorders of thryoid gland,379441000006115.0,509381000000104,1132591000000116.0,FyuBD,FyuBD00,[X]Dysthyroid exophthalmos
Disorders of thryoid gland,100438013.0,60446003,100438013.0,G5575,G557500,Thyrotoxic heart disease
