Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",287029018.0,713897006,3297968018.0,A7896,A789600,HIV disease resulting in Burkitt's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",825721000006115.0,442537007,2816358010.0,A7897,A789700,HIV dis resulting oth types of non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",288182013.0,442537007,2816358010.0,AyuC6,AyuC600,[X]HIV disease resulting in other non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1.2721521000006112e+16,542621000000109,1210161000000111.0,^ESCT1272152,,Immunoproliferative neoplasm or myeloma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",445586018.0,118612006,445586018.0,B623,B623.00,Malignant histiocytosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289750011.0,118612006,177031015.0,B6230,B623000,Malignant histiocytosis of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289754019.0,118612006,177031015.0,B623z,B623z00,Malignant histiocytosis NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289849019.0,118600007,177018013.0,B62z,B62z.00,Malignant neoplasms of lymphoid and histiocytic tissue NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81481000006118.0,118600007,177018013.0,B62z0,B62z000,Unspec malig neop lymphoid/histiocytic of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81421000006117.0,118600007,177018013.0,B62z1,B62z100,Unspec malig neop lymphoid/histiocytic lymph node head/neck
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81451000006114.0,118600007,177018013.0,B62z2,B62z200,Unspec malig neop lymphoid/histiocytic of intrathoracic node
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81401000006110.0,118600007,177018013.0,B62z3,B62z300,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81411000006113.0,118600007,177018013.0,B62z4,B62z400,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",81431000006119.0,118600007,177018013.0,B62z5,B62z500,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg
