Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Chronic lower respiratory diseases,905331000006118.0,905331000006102,905331000006118.0,HNG0007,,[RFC] Asthma
Chronic lower respiratory diseases,908841000006111.0,908841000006107,908841000006111.0,HNG0606,,[RFC] Asthma
Chronic lower respiratory diseases,3005811000006119.0,31387002,3035282010.0,^ESCTEX300581,,Exercise induced asthma
Chronic lower respiratory diseases,955631000006116.0,955631000006100,955631000006116.0,TRIQQOC1,,Occupational asthma
Chronic lower respiratory diseases,655601000006113.0,31387002,52467014.0,173A,173A.00,Exercise induced asthma
Chronic lower respiratory diseases,95786019.0,57607007,95786019.0,173c,173c.00,Occupational asthma
Chronic lower respiratory diseases,983771000006118.0,57607007,95786019.0,173d,173d.00,Work aggravated asthma
Chronic lower respiratory diseases,929091000006111.0,407674008,2159273015.0,1780,1780.00,Aspirin induced asthma
Chronic lower respiratory diseases,1780388018.0,401193004,1780388018.0,1O2,1O2..00,Asthma confirmed
Chronic lower respiratory diseases,496491000006117.0,162660004,253533013.0,21262,2126200,Asthma resolved
Chronic lower respiratory diseases,253533013.0,162660004,253533013.0,212G,212G.00,Asthma resolved
Chronic lower respiratory diseases,301485011.0,195967001,301485011.0,H33,H33..00,Asthma
Chronic lower respiratory diseases,301480018.0,195967001,301480018.0,H33-1,H33..11,Bronchial asthma
Chronic lower respiratory diseases,350147016.0,233678006,350147016.0,H330-2,H330.12,Childhood asthma
Chronic lower respiratory diseases,350154010.0,233683003,350154010.0,H330-4,H330.14,Pollen asthma
Chronic lower respiratory diseases,104872017.0,63088003,104872017.0,H3300,H330000,Extrinsic asthma without status asthmaticus
Chronic lower respiratory diseases,151338014.0,1086701000000102,2722231000000112.0,H3301,H330100,Extrinsic asthma with status asthmaticus
Chronic lower respiratory diseases,301499010.0,424643009,2648327010.0,H330z,H330z00,Extrinsic asthma NOS
Chronic lower respiratory diseases,396114013.0,266361008,396114013.0,H331,H331.00,Intrinsic asthma
Chronic lower respiratory diseases,21390015.0,12428000,21390015.0,H3310,H331000,Intrinsic asthma without status asthmaticus
Chronic lower respiratory diseases,98546013.0,1086711000000100,2722261000000119.0,H3311,H331100,Intrinsic asthma with status asthmaticus
Chronic lower respiratory diseases,301508013.0,266361008,396114013.0,H331z,H331z00,Intrinsic asthma NOS
Chronic lower respiratory diseases,301509017.0,195977004,301509017.0,H332,H332.00,Mixed asthma
Chronic lower respiratory diseases,338238011.0,225057002,338238011.0,H334,H334.00,Brittle asthma
Chronic lower respiratory diseases,2240591000000119.2,866881000000101,2240591000000119.2,H335,H335.00,Chronic asthma with fixed airflow obstruction
Chronic lower respiratory diseases,301511014.0,195967001,301485011.0,H33z,H33z.00,Asthma unspecified
Chronic lower respiratory diseases,2535857010.0,195967001,2475605013.0,H33z-1,H33z.11,Hyperreactive airways disease
Chronic lower respiratory diseases,396118011.0,734904007,3511368015.0,H33z0,H33z000,Status asthmaticus NOS
Chronic lower respiratory diseases,396120014.0,195967001,301485011.0,H33zz,H33zz00,Asthma NOS
Chronic lower respiratory diseases,655611000006111.0,31387002,52467014.0,H33zz-1,H33zz11,Exercise induced asthma
Chronic lower respiratory diseases,477291000006114.0,405720007,2157501011.0,H33zz-3,H33zz13,Allergic bronchitis NEC
Chronic lower respiratory diseases,21163015.0,12295008,21163015.0,H34,H34..00,Bronchiectasis
Chronic lower respiratory diseases,301524014.0,195984007,301524014.0,H340,H340.00,Recurrent bronchiectasis
Chronic lower respiratory diseases,301525010.0,195985008,301525010.0,H341,H341.00,Post-infective bronchiectasis
Chronic lower respiratory diseases,301526011.0,12295008,21163015.0,H34z,H34z.00,Bronchiectasis NOS
